Region,SUBREGCluster,SUBREGClusterDummy,SUBREG_GRP,SUBREG_GRPDummy,SUBREG,TAZ
1,3,3,23,23,57.2,42400
1,3,3,23,23,57.2,42410
1,3,3,23,23,57.2,42420
1,3,3,23,23,57.2,42430
1,3,3,23,23,57.2,42440
1,1,1,21,21,56,43010
1,3,3,24,24,61,51010
1,4,4,26,26,62.2,51020
1,4,4,26,26,62.2,51030
1,2,2,25,25,62.1,51060
1,3,3,24,24,61,51100
1,4,4,26,26,62.2,51040
1,2,2,25,25,62.1,51050
1,3,3,24,24,61,51070
1,3,3,24,24,61,51080
1,3,3,24,24,61,51090
1,4,4,26,26,62.2,51110
1,4,4,26,26,62.2,51120
1,2,2,25,25,62.1,51130
1,2,2,25,25,62.1,51140
1,2,2,25,25,62.1,51150
1,2,2,25,25,62.1,51160
1,3,3,24,24,61,51170
1,3,3,24,24,61,51180
1,3,3,24,24,61,51190
1,3,3,24,24,61,51200
1,3,3,24,24,61,51210
1,4,4,26,26,62.2,51220
1,4,4,26,26,62.2,51230
1,2,2,25,25,62.1,51240
1,2,2,25,25,62.1,51250
1,2,2,25,25,62.1,51260
1,3,3,24,24,61,51270
1,3,3,24,24,61,51280
1,3,3,24,24,61,51290
1,3,3,24,24,61,51300
1,3,3,24,24,61,51310
1,2,2,25,25,62.1,51320
1,2,2,25,25,62.1,51330
1,2,2,25,25,62.1,51340
1,2,2,25,25,62.1,51350
1,2,2,25,25,62.1,51360
1,2,2,25,25,62.1,51370
1,2,2,25,25,62.1,51380
1,3,3,24,24,61,51390
1,3,3,24,24,61,51400
1,3,3,24,24,61,51410
1,4,4,26,26,62.2,51420
1,4,4,26,26,62.2,51430
1,4,4,26,26,62.2,51440
1,4,4,26,26,62.2,51450
1,2,2,25,25,62.1,51460
1,2,2,25,25,62.1,51470
1,2,2,25,25,62.1,51480
1,2,2,25,25,62.1,51490
1,2,2,25,25,62.1,51500
1,3,3,24,24,61,51510
1,4,4,26,26,62.2,51520
1,4,4,26,26,62.2,51530
1,4,4,26,26,62.2,51540
1,2,2,25,25,62.1,51550
1,2,2,25,25,62.1,51560
1,2,2,25,25,62.1,51570
1,2,2,25,25,62.1,51580
1,2,2,25,25,62.1,51590
1,3,3,24,24,61,51600
1,4,4,26,26,62.2,51610
1,4,4,26,26,62.2,51620
1,3,3,24,24,61,51630
1,4,4,26,26,62.2,51640
1,4,4,26,26,62.2,51650
1,4,4,26,26,62.2,51660
1,2,2,25,25,62.1,51670
1,2,2,25,25,62.1,51680
1,2,2,25,25,62.1,51690
1,2,2,25,25,62.1,51700
1,2,2,25,25,62.1,51710
1,3,3,24,24,61,51720
1,4,4,26,26,62.2,51730
1,4,4,26,26,62.2,51740
1,4,4,26,26,62.2,51750
1,4,4,26,26,62.2,51760
1,4,4,26,26,62.2,51770
1,4,4,26,26,62.2,51780
1,4,4,26,26,62.2,51790
1,3,3,24,24,61,51800
1,3,3,24,24,61,51810
1,4,4,26,26,62.2,52010
1,4,4,26,26,62.2,52020
1,4,4,26,26,62.2,52030
1,4,4,26,26,62.2,52040
1,4,4,26,26,62.2,52050
1,4,4,26,26,62.2,52060
1,4,4,26,26,62.2,52070
1,3,3,24,24,61,52080
1,3,3,24,24,61,52090
1,3,3,24,24,61,52100
1,4,4,26,26,62.2,52110
1,4,4,26,26,62.2,52120
1,4,4,26,26,62.2,52130
1,4,4,26,26,62.2,52140
1,4,4,26,26,62.2,52150
1,4,4,26,26,62.2,52160
1,3,3,24,24,61,52170
1,3,3,24,24,61,52180
1,1,1,27,27,63,52190
1,1,1,27,27,63,52200
1,1,1,27,27,63,52210
1,3,3,24,24,61,52220
1,1,1,27,27,63,52230
1,1,1,27,27,63,52240
1,4,4,26,26,62.2,52250
1,4,4,26,26,62.2,52260
1,1,1,27,27,63,52270
1,3,3,24,24,61,53010
1,3,3,24,24,61,53020
1,3,3,24,24,61,53030
1,3,3,24,24,61,53040
1,3,3,24,24,61,53050
1,3,3,24,24,61,53060
1,3,3,24,24,61,53070
1,3,3,24,24,61,53080
1,3,3,24,24,61,53090
1,3,3,24,24,61,53100
1,3,3,24,24,61,53110
1,3,3,24,24,61,53120
1,3,3,24,24,61,53130
1,3,3,24,24,61,53140
1,3,3,24,24,61,53150
1,3,3,24,24,61,53160
1,3,3,24,24,61,53170
1,3,3,24,24,61,53180
1,3,3,24,24,61,53190
1,3,3,24,24,61,53200
1,3,3,24,24,61,53210
1,3,3,24,24,61,53220
1,3,3,29,29,69,54010
1,3,3,29,29,69,54020
1,3,3,29,29,69,54030
1,3,3,29,29,69,54040
1,3,3,29,29,69,54050
1,3,3,29,29,69,54060
1,3,3,29,29,69,54070
1,3,3,28,28,68,54080
1,3,3,28,28,68,54100
1,3,3,29,29,69,54110
1,3,3,28,28,68,54120
1,3,3,29,29,69,54130
1,3,3,29,29,69,54140
1,3,3,28,28,68,54150
1,3,3,29,29,69,54160
1,3,3,29,29,69,54170
1,3,3,28,28,68,54180
1,3,3,28,28,68,54190
1,3,3,28,28,68,54200
1,3,3,29,29,69,54210
1,3,3,28,28,68,54220
1,3,3,28,28,68,54230
1,3,3,29,29,69,54240
1,3,3,28,28,68,54250
1,3,3,28,28,68,54260
1,3,3,28,28,68,54270
1,3,3,28,28,68,54280
1,3,3,28,28,68,54290
1,3,3,28,28,68,54300
1,3,3,28,28,68,54310
1,3,3,28,28,68,54320
1,3,3,28,28,68,54330
1,3,3,28,28,68,54340
1,1,1,28,28,67,54350
1,3,3,28,28,68,54370
1,3,3,28,28,68,54380
1,3,3,28,28,68,54390
1,3,3,28,28,68,54400
1,3,3,28,28,68,54410
1,3,3,28,28,68,54420
1,3,3,28,28,68,54430
1,3,3,28,28,68,54440
1,3,3,28,28,68,54450
1,3,3,30,30,71.2,61010
1,3,3,30,30,71.2,61020
1,3,3,30,30,71.2,61030
1,3,3,30,30,71.2,61040
1,3,3,30,30,71.2,61050
1,3,3,30,30,71.2,61060
1,3,3,30,30,71.2,61070
1,3,3,31,31,72,61080
1,3,3,31,31,72,61120
1,3,3,30,30,71.2,61090
1,3,3,30,30,71.2,61100
1,1,1,30,30,71.1,61110
1,3,3,30,30,71.2,61130
1,3,3,30,30,71.2,61140
1,1,1,30,30,71.1,61150
1,1,1,30,30,71.1,61160
1,1,1,30,30,71.1,61170
1,1,1,30,30,71.1,61180
1,3,3,30,30,71.2,61190
1,3,3,31,31,72,61200
1,3,3,30,30,71.2,61210
1,1,1,30,30,71.1,61220
1,3,3,31,31,72,61230
1,1,1,30,30,71.1,61240
1,1,1,30,30,71.1,61250
1,1,1,30,30,71.1,61260
1,1,1,30,30,71.1,61270
1,3,3,30,30,71.2,61280
1,3,3,31,31,72,61290
1,3,3,30,30,71.2,61300
1,3,3,30,30,71.2,61310
1,3,3,30,30,71.2,61320
1,3,3,31,31,72,61330
1,3,3,31,31,72,61340
1,1,1,30,30,71.1,61350
1,1,1,30,30,71.1,61360
1,1,1,30,30,71.1,61370
1,1,1,30,30,71.1,61380
1,1,1,30,30,71.1,61390
1,3,3,30,30,71.2,61400
1,3,3,31,31,72,61410
1,3,3,30,30,71.2,61420
1,1,1,30,30,71.1,61430
1,1,1,30,30,71.1,61440
1,1,1,30,30,71.1,61450
1,1,1,30,30,71.1,61460
1,1,1,30,30,71.1,61470
1,3,3,30,30,71.2,61480
1,3,3,30,30,71.2,61490
1,3,3,30,30,71.2,61500
1,3,3,30,30,71.2,61510
1,3,3,30,30,71.2,61520
1,3,3,31,31,72,61530
1,3,3,31,31,72,61540
1,3,3,31,31,72,61550
1,3,3,30,30,71.2,61560
1,1,1,30,30,71.1,61570
1,1,1,30,30,71.1,61580
1,1,1,30,30,71.1,61590
1,1,1,30,30,71.1,61600
1,3,3,30,30,71.2,61610
1,3,3,30,30,71.2,61620
1,1,1,30,30,71.1,61680
1,3,3,30,30,71.2,61630
1,3,3,30,30,71.2,61640
1,3,3,30,30,71.2,61650
1,1,1,30,30,71.1,61660
1,1,1,30,30,71.1,61670
1,1,1,30,30,71.1,61690
1,3,3,30,30,71.2,61700
1,3,3,31,31,72,61710
1,3,3,30,30,71.2,61720
1,1,1,30,30,71.1,61730
1,1,1,30,30,71.1,61740
1,3,3,30,30,71.2,61750
1,1,1,30,30,71.1,61760
1,1,1,30,30,71.1,61770
1,3,3,30,30,71.2,61780
1,3,3,30,30,71.2,61790
1,3,3,30,30,71.2,61800
1,3,3,30,30,71.2,61810
1,3,3,30,30,71.2,61820
1,3,3,32,32,73,61830
1,3,3,30,30,71.2,61840
1,3,3,30,30,71.2,61860
1,3,3,32,32,73,61910
1,4,4,33,33,74,61850
1,3,3,30,30,71.2,61870
1,3,3,30,30,71.2,61880
1,3,3,30,30,71.2,61890
1,3,3,30,30,71.2,61900
1,3,3,32,32,73,61920
1,4,4,33,33,74,61930
1,3,3,30,30,71.2,62030
1,4,4,33,33,74,62010
1,4,4,33,33,74,62020
1,3,3,32,32,73,62040
1,3,3,32,32,73,62050
1,4,4,33,33,74,62060
1,3,3,30,30,71.2,62070
1,4,4,33,33,74,62080
1,4,4,33,33,74,62090
1,4,4,33,33,74,62100
1,4,4,33,33,74,62110
1,4,4,33,33,74,62120
1,3,3,32,32,73,62130
1,3,3,32,32,73,62140
1,4,4,33,33,74,62190
1,4,4,33,33,74,62150
1,4,4,33,33,74,62160
1,4,4,33,33,74,62170
1,4,4,33,33,74,62180
1,4,4,33,33,74,62200
1,4,4,33,33,74,62210
1,4,4,33,33,74,62220
1,4,4,33,33,74,62230
1,4,4,33,33,74,62240
1,4,4,33,33,74,62250
1,4,4,33,33,74,62290
1,4,4,33,33,74,62260
1,4,4,33,33,74,62270
1,4,4,33,33,74,62280
1,4,4,33,33,74,62300
1,4,4,33,33,74,62310
1,4,4,33,33,74,62320
1,4,4,33,33,74,62330
1,4,4,33,33,74,62340
1,4,4,33,33,74,62350
1,4,4,33,33,74,62380
1,4,4,33,33,74,62420
1,4,4,33,33,74,62360
1,4,4,33,33,74,62370
1,4,4,33,33,74,62390
1,4,4,33,33,74,62400
1,4,4,33,33,74,62410
1,4,4,33,33,74,62430
1,4,4,33,33,74,62440
1,4,4,33,33,74,62450
1,4,4,33,33,74,62460
1,4,4,33,33,74,62470
1,4,4,33,33,74,62480
1,4,4,33,33,74,62490
1,4,4,33,33,74,62500
1,4,4,33,33,74,62510
1,4,4,33,33,74,62520
1,4,4,33,33,74,62530
1,4,4,33,33,74,62540
1,4,4,33,33,74,62550
1,4,4,33,33,74,62560
1,4,4,33,33,74,62570
1,4,4,33,33,74,62620
1,4,4,33,33,74,62580
1,4,4,33,33,74,62590
1,4,4,33,33,74,62600
1,4,4,33,33,74,62610
1,4,4,33,33,74,62630
1,4,4,33,33,74,62640
1,4,4,33,33,74,62650
1,4,4,33,33,74,62660
1,4,4,33,33,74,62670
1,4,4,33,33,74,62680
1,4,4,33,33,74,62690
1,4,4,33,33,74,62700
1,4,4,33,33,74,62710
1,4,4,33,33,74,62720
1,4,4,33,33,74,62730
1,4,4,33,33,74,62740
1,3,3,31,31,72,63010
1,3,3,31,31,72,63020
1,3,3,31,31,72,63030
1,3,3,31,31,72,63040
1,3,3,31,31,72,63050
1,3,3,31,31,72,63070
1,3,3,31,31,72,63080
1,3,3,31,31,72,63060
1,3,3,31,31,72,63090
1,3,3,31,31,72,63100
1,3,3,31,31,72,63110
1,3,3,31,31,72,63120
1,3,3,31,31,72,63170
1,3,3,31,31,72,63130
1,3,3,31,31,72,63140
1,3,3,31,31,72,63150
1,3,3,31,31,72,63160
1,3,3,31,31,72,63180
1,3,3,31,31,72,63220
1,3,3,31,31,72,63190
1,3,3,31,31,72,63200
1,3,3,31,31,72,63210
1,3,3,31,31,72,63230
1,3,3,31,31,72,63240
1,3,3,31,31,72,63250
1,3,3,32,32,73,63260
1,3,3,32,32,73,63270
1,3,3,32,32,73,63280
1,3,3,31,31,72,63290
1,3,3,31,31,72,63300
1,3,3,31,31,72,63310
1,3,3,31,31,72,63320
1,3,3,32,32,73,63330
1,3,3,31,31,72,63380
1,3,3,32,32,73,63340
1,3,3,32,32,73,63350
1,3,3,32,32,73,63360
1,3,3,31,31,72,63370
1,3,3,31,31,72,63390
1,3,3,32,32,73,63400
1,3,3,32,32,73,63410
1,3,3,32,32,73,63420
1,3,3,32,32,73,63430
1,3,3,32,32,73,63440
1,3,3,31,31,72,63450
1,3,3,32,32,73,63460
1,3,3,32,32,73,63470
1,3,3,32,32,73,63480
1,3,3,32,32,73,63510
1,3,3,34,34,75,63530
1,3,3,32,32,73,63490
1,3,3,32,32,73,63500
1,3,3,32,32,73,63520
1,3,3,32,32,73,63540
1,3,3,32,32,73,63550
1,3,3,34,34,75,63560
1,3,3,32,32,73,63570
1,3,3,34,34,75,63580
1,3,3,34,34,75,63590
1,3,3,32,32,73,63600
1,3,3,34,34,75,63610
1,3,3,34,34,75,63620
1,3,3,34,34,75,63640
1,3,3,34,34,75,63630
1,3,3,34,34,75,63650
1,3,3,34,34,75,63660
1,3,3,34,34,75,63670
1,3,3,34,34,75,63700
1,4,4,33,33,74,63680
1,3,3,34,34,75,63690
1,3,3,34,34,75,63710
1,3,3,34,34,75,63720
1,3,3,34,34,75,63730
1,3,3,34,34,75,63740
1,3,3,34,34,75,63750
1,3,3,34,34,75,63760
1,3,3,34,34,75,63770
1,3,3,34,34,75,63780
1,3,3,34,34,75,63860
1,3,3,34,34,75,63790
1,3,3,34,34,75,63800
1,3,3,34,34,75,63810
1,3,3,34,34,75,63820
1,3,3,34,34,75,63830
1,3,3,34,34,75,63840
1,3,3,34,34,75,63850
1,4,4,33,33,74,63870
1,3,3,34,34,75,63880
1,3,3,34,34,75,63890
1,3,3,34,34,75,63900
1,3,3,34,34,75,63910
1,3,3,34,34,75,63920
1,4,4,33,33,74,63930
1,3,3,34,34,75,63940
1,3,3,34,34,75,63950
1,3,3,34,34,75,63960
1,3,3,34,34,75,63970
1,3,3,31,31,72,64010
1,4,4,33,33,74,64020
1,4,4,33,33,74,64030
1,4,4,33,33,74,64040
1,4,4,33,33,74,64050
1,4,4,33,33,74,64060
1,4,4,33,33,74,64070
1,4,4,33,33,74,64080
1,4,4,33,33,74,64090
1,4,4,35,35,77,64100
1,4,4,35,35,77,64110
1,4,4,35,35,77,64120
1,4,4,35,35,77,64130
1,4,4,35,35,77,64140
1,4,4,35,35,77,64150
1,4,4,35,35,77,64160
1,4,4,35,35,77,64170
1,4,4,35,35,77,64180
1,4,4,35,35,77,64190
1,4,4,35,35,77,64200
1,4,4,35,35,77,64210
1,4,4,35,35,77,64220
1,4,4,35,35,77,64230
1,4,4,35,35,77,64240
1,4,4,35,35,77,64250
1,4,4,35,35,77,64280
1,4,4,35,35,77,64300
1,4,4,35,35,77,64260
1,4,4,35,35,77,64270
1,4,4,35,35,77,64290
1,4,4,35,35,77,64310
1,4,4,35,35,77,64320
1,4,4,35,35,77,64330
1,4,4,35,35,77,64340
1,4,4,35,35,77,64350
1,4,4,35,35,77,64360
1,4,4,35,35,77,64370
1,4,4,35,35,77,64380
1,4,4,35,35,77,64390
1,4,4,35,35,77,64400
1,4,4,35,35,77,64410
1,4,4,35,35,77,64420
1,3,3,34,34,75,65010
1,3,3,34,34,75,65020
1,3,3,34,34,75,65030
1,3,3,34,34,75,65040
1,3,3,34,34,75,65050
1,3,3,34,34,75,65060
1,3,3,34,34,75,65070
1,4,4,35,35,77,65080
1,4,4,35,35,77,65090
1,4,4,35,35,77,65100
1,4,4,35,35,77,65120
1,4,4,35,35,77,65150
1,4,4,35,35,77,65110
1,4,4,35,35,77,65130
1,4,4,35,35,77,65140
1,4,4,35,35,77,65160
1,4,4,35,35,77,65170
1,4,4,35,35,77,65180
1,4,4,35,35,77,65190
1,4,4,35,35,77,65200
1,4,4,35,35,77,65210
1,4,4,35,35,77,65220
1,4,4,35,35,77,65230
1,4,4,35,35,77,65240
1,4,4,35,35,77,65250
1,4,4,35,35,77,65260
1,4,4,35,35,77,65290
1,4,4,35,35,77,65270
1,4,4,35,35,77,65280
1,4,4,35,35,77,65300
1,4,4,35,35,77,65310
1,4,4,35,35,77,65320
1,4,4,35,35,77,65330
1,4,4,35,35,77,65340
1,4,4,35,35,77,65350
1,4,4,35,35,77,65360
1,4,4,35,35,77,65370
1,4,4,35,35,77,65380
1,4,4,35,35,77,65390
1,4,4,35,35,77,65400
1,4,4,35,35,77,65410
1,4,4,35,35,77,65420
1,4,4,35,35,77,65430
1,4,4,35,35,77,65440
1,4,4,35,35,77,65450
1,4,4,35,35,77,65460
1,4,4,35,35,77,65470
1,4,4,35,35,77,65480
1,4,4,35,35,77,65490
1,4,4,35,35,77,65500
1,4,4,35,35,77,65510
1,4,4,35,35,77,65520
1,4,4,35,35,77,65530
1,4,4,35,35,77,65540
1,4,4,35,35,77,65550
1,4,4,35,35,77,65560
1,4,4,35,35,77,65570
1,4,4,35,35,77,65580
1,4,4,35,35,77,65590
1,4,4,35,35,77,65600
1,4,4,35,35,77,65610
1,4,4,35,35,77,65620
1,4,4,35,35,77,65630
1,4,4,35,35,77,65640
1,4,4,35,35,77,65650
1,4,4,35,35,77,65660
1,4,4,35,35,77,65670
1,4,4,35,35,77,65680
1,4,4,35,35,77,65690
1,1,1,36,36,79,66010
1,1,1,36,36,79,66020
1,1,1,36,36,79,66030
1,1,1,36,36,79,66040
1,1,1,36,36,79,66050
1,1,1,36,36,79,66060
1,1,1,36,36,79,66070
1,1,1,36,36,79,66080
1,1,1,36,36,79,66090
1,1,1,37,37,81,67010
1,1,1,37,37,81,67020
1,1,1,37,37,81,67030
1,1,1,37,37,81,67040
1,1,1,37,37,81,67070
1,1,1,37,37,81,67090
1,1,1,37,37,81,67050
1,1,1,37,37,81,67060
1,1,1,37,37,81,67080
1,1,1,37,37,81,67100
1,1,1,37,37,81,67130
1,1,1,37,37,81,67110
1,1,1,37,37,81,67120
1,1,1,37,37,81,67140
1,1,1,37,37,81,67150
1,1,1,37,37,81,67160
1,1,1,37,37,81,67170
1,1,1,37,37,81,67180
1,1,1,37,37,81,67190
1,1,1,37,37,81,67200
1,1,1,37,37,81,67210
1,1,1,37,37,81,67220
1,1,1,37,37,81,67230
1,1,1,37,37,81,67240
1,1,1,37,37,81,67260
1,1,1,37,37,81,67270
1,3,3,39,39,83,68010
1,3,3,39,39,83,68020
1,3,3,39,39,83,68030
1,3,3,39,39,83,68040
1,3,3,39,39,83,68050
1,3,3,39,39,83,68060
1,3,3,39,39,83,68070
1,3,3,39,39,83,68080
1,3,3,39,39,83,68090
1,3,3,39,39,83,68100
1,3,3,39,39,83,68110
1,3,3,39,39,83,68120
1,3,3,39,39,83,68130
1,3,3,39,39,83,68140
1,3,3,39,39,83,68150
1,3,3,39,39,83,68160
1,3,3,39,39,83,68170
1,3,3,39,39,83,68180
1,3,3,39,39,83,68190
1,3,3,39,39,83,68200
1,3,3,39,39,83,68210
1,3,3,39,39,83,68220
1,3,3,39,39,83,68230
1,3,3,39,39,83,68240
1,3,3,39,39,83,68250
1,3,3,39,39,83,68260
1,3,3,39,39,83,68270
1,3,3,39,39,83,68280
1,3,3,39,39,83,68290
1,3,3,39,39,83,68300
1,3,3,39,39,83,68340
1,3,3,39,39,83,68310
1,3,3,39,39,83,68320
1,3,3,39,39,83,68330
1,3,3,39,39,83,68350
1,3,3,39,39,83,68360
1,3,3,39,39,83,68370
1,3,3,39,39,83,68380
1,3,3,39,39,83,68390
1,3,3,39,39,83,68400
1,3,3,39,39,83,68410
1,3,3,39,39,83,68420
1,3,3,39,39,83,68430
1,3,3,39,39,83,68440
1,3,3,39,39,83,68450
1,3,3,39,39,83,68460
1,3,3,39,39,83,68470
1,3,3,39,39,83,68480
1,3,3,39,39,83,68490
1,3,3,39,39,83,68500
1,3,3,38,38,82,68510
1,3,3,39,39,83,68520
1,3,3,38,38,82,68530
1,3,3,38,38,82,68540
1,3,3,38,38,82,68550
1,1,1,37,37,81,67250
1,3,3,38,38,82,68560
1,3,3,38,38,82,68570
1,3,3,38,38,82,68580
1,3,3,38,38,82,68590
1,3,3,38,38,82,68600
1,3,3,38,38,82,68610
1,3,3,38,38,82,68620
1,3,3,38,38,82,68630
1,3,3,38,38,82,68640
1,3,3,38,38,82,68650
1,3,3,38,38,82,68660
1,3,3,38,38,82,68670
1,3,3,38,38,82,68680
1,3,3,38,38,82,68710
1,3,3,38,38,82,68690
1,3,3,38,38,82,68700
1,3,3,38,38,82,68720
1,3,3,38,38,82,68730
1,3,3,38,38,82,68740
1,3,3,38,38,82,68750
1,3,3,38,38,82,68760
1,3,3,38,38,82,68770
1,3,3,38,38,82,68780
1,3,3,38,38,82,68790
1,3,3,38,38,82,68800
1,3,3,38,38,82,68810
1,3,3,38,38,82,68820
1,3,3,38,38,82,68830
1,3,3,38,38,82,68840
1,3,3,44,44,96,71010
1,3,3,44,44,96,71020
1,3,3,44,44,96,71030
1,3,3,44,44,96,71040
1,3,3,44,44,96,71050
1,3,3,44,44,96,71060
1,3,3,44,44,96,71070
1,3,3,44,44,96,71080
1,3,3,44,44,96,71090
1,3,3,44,44,96,71100
1,3,3,44,44,96,71110
1,3,3,44,44,96,71120
1,3,3,44,44,96,71130
1,3,3,44,44,96,71140
1,3,3,44,44,96,71150
1,3,3,44,44,96,71160
1,3,3,44,44,96,71170
1,1,1,44,44,97,72010
1,1,1,44,44,97,72020
1,1,1,44,44,97,72030
1,1,1,44,44,97,72040
1,1,1,44,44,97,72050
1,1,1,44,44,97,72060
1,1,1,44,44,97,72070
1,1,1,44,44,97,72080
1,4,4,40,40,92,81010
1,3,3,41,41,93,81020
1,3,3,41,41,93,81030
1,3,3,41,41,93,81040
1,4,4,40,40,92,81050
1,4,4,40,40,92,81060
1,3,3,41,41,93,81070
1,4,4,40,40,92,81080
1,3,3,41,41,93,81090
1,3,3,41,41,93,81100
1,3,3,41,41,93,81110
1,3,3,41,41,93,81120
1,3,3,41,41,93,81130
1,4,4,40,40,92,81140
1,3,3,41,41,93,81200
1,4,4,40,40,92,81150
1,4,4,40,40,92,81160
1,4,4,40,40,92,81170
1,4,4,40,40,92,81180
1,3,3,41,41,93,81190
1,4,4,40,40,92,81210
1,3,3,41,41,93,81220
1,3,3,41,41,93,81230
1,3,3,41,41,93,81240
1,3,3,41,41,93,81250
1,3,3,41,41,93,81280
1,4,4,40,40,92,81260
1,4,4,40,40,92,81270
1,3,3,41,41,93,81290
1,3,3,41,41,93,81300
1,4,4,40,40,92,81310
1,4,4,40,40,92,81320
1,4,4,40,40,92,81330
1,4,4,40,40,92,81340
1,3,3,41,41,93,81350
1,3,3,41,41,93,81360
1,3,3,41,41,93,81370
1,4,4,40,40,92,81380
1,3,3,41,41,93,81390
1,4,4,40,40,92,81410
1,3,3,41,41,93,81440
1,4,4,40,40,92,81400
1,3,3,41,41,93,81420
1,3,3,41,41,93,81430
1,4,4,40,40,92,81450
1,4,4,40,40,92,81460
1,4,4,40,40,92,81470
1,3,3,41,41,93,81480
1,3,3,41,41,93,81490
1,4,4,40,40,92,81510
1,3,3,41,41,93,81550
1,4,4,40,40,92,81500
1,4,4,40,40,92,81520
1,3,3,41,41,93,81530
1,3,3,41,41,93,81540
1,4,4,40,40,92,81560
1,3,3,41,41,93,81570
1,4,4,40,40,92,81580
1,4,4,40,40,92,81590
1,3,3,41,41,93,81600
1,3,3,41,41,93,81610
1,3,3,41,41,93,81620
1,4,4,40,40,92,81630
1,4,4,40,40,92,81640
1,3,3,41,41,93,81650
1,3,3,41,41,93,81660
1,4,4,42,42,94,82010
1,4,4,42,42,94,82020
1,4,4,42,42,94,82030
1,4,4,42,42,94,82040
1,4,4,42,42,94,82050
1,4,4,42,42,94,82060
1,4,4,42,42,94,82070
1,4,4,42,42,94,82080
1,4,4,42,42,94,82090
1,4,4,42,42,94,82100
1,4,4,42,42,94,82110
1,4,4,42,42,94,82120
1,4,4,42,42,94,82130
1,4,4,42,42,94,82140
1,4,4,42,42,94,82150
1,4,4,42,42,94,82160
1,4,4,42,42,94,82170
1,4,4,42,42,94,82180
1,4,4,42,42,94,82190
1,4,4,42,42,94,82200
1,4,4,42,42,94,82210
1,4,4,42,42,94,82220
1,4,4,42,42,94,82230
1,4,4,42,42,94,82240
1,4,4,42,42,94,82250
1,4,4,42,42,94,82260
1,4,4,42,42,94,82270
1,4,4,42,42,94,82280
1,4,4,42,42,94,82290
1,4,4,42,42,94,82300
1,4,4,42,42,94,82310
1,4,4,42,42,94,82320
1,4,4,42,42,94,82330
1,4,4,42,42,94,82340
1,4,4,42,42,94,82350
1,4,4,42,42,94,82360
1,4,4,42,42,94,82370
1,4,4,42,42,94,82380
1,4,4,42,42,94,82390
1,4,4,42,42,94,82400
1,4,4,42,42,94,82410
1,1,1,43,43,95,83010
1,1,1,43,43,95,83020
1,1,1,43,43,95,83030
1,4,4,42,42,94,83040
1,4,4,42,42,94,83050
1,4,4,42,42,94,83060
1,3,3,28,28,68,54090
1,1,1,28,28,67,54360
1,1,1,21,21,56,41020
1,1,1,3,3,13.1,13260
1,1,1,3,3,13.1,13300
1,3,3,20,20,53.2,32600
1,1,1,13,13,42.1,28360
1,2,2,9,9,36,23070
