MAZ,TAZ,PUMA,REGION,STATE
3093,3403,607310,4,6
3094,3403,607310,4,6
3095,3543,607310,4,6
3096,3543,607310,4,6
3097,3543,607310,4,6
3098,3543,607310,4,6
3099,3581,607310,4,6
3100,3543,607310,4,6
3101,3581,607310,4,6
3102,3543,607310,4,6
3103,3581,607310,4,6
3104,3403,607310,4,6
3105,3556,607310,4,6
3106,3556,607310,4,6
3107,3556,607310,4,6
3108,3556,607310,4,6
3109,3556,607310,4,6
3110,3479,607310,4,6
3111,3517,607310,4,6
3112,3535,607310,4,6
3113,3528,607310,4,6
3114,3528,607310,4,6
3115,3517,607310,4,6
3116,3535,607310,4,6
3117,3528,607310,4,6
3118,3351,607310,4,6
3119,3348,607310,4,6
3120,3374,607310,4,6
3121,3348,607310,4,6
3122,3374,607310,4,6
3123,3348,607310,4,6
3124,3348,607310,4,6
3125,3439,607310,4,6
3126,3439,607310,4,6
3127,3439,607310,4,6
3128,3467,607310,4,6
3129,3467,607310,4,6
3130,3439,607310,4,6
3131,3467,607310,4,6
3132,3467,607310,4,6
3133,3439,607310,4,6
3134,3476,607310,4,6
3135,3476,607310,4,6
3136,3476,607310,4,6
3137,3476,607310,4,6
3138,3406,607310,4,6
3139,3406,607310,4,6
3140,3406,607310,4,6
3141,3387,607310,4,6
3142,3387,607310,4,6
3143,3416,607310,4,6
3144,3387,607310,4,6
3145,3416,607310,4,6
3146,3387,607310,4,6
3147,3426,607310,4,6
3148,3426,607310,4,6
3149,3426,607310,4,6
3150,3443,607310,4,6
3151,3463,607310,4,6
3152,3474,607310,4,6
3153,3499,607310,4,6
3154,3506,607310,4,6
3155,3499,607310,4,6
3156,3532,607310,4,6
3157,3474,607310,4,6
3158,3506,607310,4,6
3159,3532,607310,4,6
3160,3532,607310,4,6
3161,3506,607310,4,6
3162,3554,607310,4,6
3163,3554,607310,4,6
3164,3554,607310,4,6
3165,3554,607310,4,6
3166,3554,607310,4,6
3167,3443,607310,4,6
3168,3474,607310,4,6
3169,3463,607310,4,6
3170,3506,607310,4,6
3171,3554,607310,4,6
3172,3554,607310,4,6
3173,3554,607310,4,6
3174,3554,607310,4,6
3175,3585,607310,4,6
3176,3585,607310,4,6
3177,3627,607310,4,6
3178,3585,607310,4,6
3179,3585,607310,4,6
3180,3585,607310,4,6
3181,3585,607310,4,6
3182,3627,607310,4,6
3183,3627,607310,4,6
3184,3561,607310,4,6
3185,3561,607310,4,6
3186,3561,607310,4,6
3187,3561,607310,4,6
3188,3585,607310,4,6
3189,3561,607310,4,6
3190,3561,607310,4,6
3191,3585,607310,4,6
3192,3585,607310,4,6
3193,3561,607310,4,6
3194,3613,607310,4,6
3195,3585,607310,4,6
3196,3585,607310,4,6
3197,3613,607310,4,6
3198,3613,607310,4,6
3199,3585,607310,4,6
3200,3613,607310,4,6
3201,3613,607310,4,6
3202,3585,607310,4,6
3203,3613,607310,4,6
3204,3613,607310,4,6
3205,3613,607310,4,6
3206,3613,607310,4,6
3207,3613,607310,4,6
3208,3613,607310,4,6
3209,3618,607310,4,6
3210,3618,607310,4,6
3211,3634,607310,4,6
3212,3618,607310,4,6
3213,3658,607310,4,6
3214,3634,607310,4,6
3215,3662,607310,4,6
3216,3634,607310,4,6
3217,3662,607310,4,6
3218,3662,607310,4,6
3219,3658,607310,4,6
3220,3658,607310,4,6
3221,3688,607310,4,6
3222,3688,607310,4,6
3223,3658,607310,4,6
3224,3688,607310,4,6
3225,3706,607310,4,6
3226,3688,607310,4,6
3227,3706,607310,4,6
3228,3725,607310,4,6
3229,3725,607310,4,6
3230,3745,607310,4,6
3231,3745,607310,4,6
3232,3725,607310,4,6
3233,3725,607310,4,6
3234,3745,607310,4,6
3235,3725,607310,4,6
3236,3706,607310,4,6
3237,3706,607310,4,6
3238,3706,607310,4,6
3239,3706,607310,4,6
3240,3745,607310,4,6
3241,3745,607310,4,6
3242,3795,607310,4,6
3243,3745,607310,4,6
3244,3745,607310,4,6
3245,3795,607310,4,6
3246,3795,607310,4,6
3247,3795,607310,4,6
3248,3795,607310,4,6
3249,3884,607310,4,6
3250,3884,607310,4,6
3251,3884,607310,4,6
3252,3884,607310,4,6
3253,3884,607310,4,6
3254,3884,607310,4,6
3255,3884,607310,4,6
3256,3884,607310,4,6
3257,3884,607310,4,6
3258,3884,607310,4,6
3259,3884,607310,4,6
3260,3884,607310,4,6
3261,3884,607310,4,6
3262,3884,607310,4,6
3263,3884,607310,4,6
3264,3884,607310,4,6
3265,4015,607310,4,6
3266,3884,607310,4,6
3267,4015,607310,4,6
3268,4015,607310,4,6
3269,4015,607310,4,6
3270,4015,607310,4,6
3271,4015,607310,4,6
3272,4015,607310,4,6
3273,4015,607310,4,6
3274,4015,607310,4,6
3275,4015,607310,4,6
3276,4015,607310,4,6
3277,4015,607310,4,6
3278,4015,607310,4,6
3279,4015,607310,4,6
3280,4015,607310,4,6
3281,3778,607310,4,6
3282,3778,607310,4,6
3283,3800,607310,4,6
3284,3800,607310,4,6
3285,3778,607310,4,6
3286,3800,607310,4,6
3287,3800,607310,4,6
3288,3800,607310,4,6
3289,3800,607310,4,6
3290,3800,607310,4,6
3291,3800,607310,4,6
3292,3800,607310,4,6
3293,3800,607310,4,6
3294,3778,607310,4,6
3295,3800,607310,4,6
3296,3876,607310,4,6
3297,3876,607310,4,6
3298,3876,607310,4,6
3299,3876,607310,4,6
3300,3876,607310,4,6
3301,3876,607310,4,6
3302,3876,607310,4,6
3303,3876,607310,4,6
3304,3876,607310,4,6
3305,3876,607310,4,6
3306,3876,607310,4,6
3307,3876,607310,4,6
3308,3876,607310,4,6
3309,3876,607310,4,6
3310,3876,607310,4,6
3311,3876,607310,4,6
3312,3876,607310,4,6
3313,4017,607310,4,6
3314,4017,607310,4,6
3315,4017,607310,4,6
3316,4017,607310,4,6
3317,4017,607310,4,6
3318,4017,607310,4,6
3319,4017,607310,4,6
3320,4017,607310,4,6
3321,4017,607310,4,6
3322,3846,607310,4,6
3323,3846,607310,4,6
3324,3846,607310,4,6
3325,3865,607310,4,6
3326,3846,607310,4,6
3327,3881,607310,4,6
3328,3881,607310,4,6
3329,3885,607310,4,6
3330,3897,607310,4,6
3331,3885,607310,4,6
3332,3885,607310,4,6
3333,3921,607316,4,6
3334,3921,607316,4,6
3335,3924,607316,4,6
3336,3884,607310,4,6
3337,3924,607316,4,6
3338,3881,607310,4,6
3339,3839,607310,4,6
3340,3839,607310,4,6
3341,3839,607310,4,6
3342,3839,607310,4,6
3343,3839,607310,4,6
3344,3899,607310,4,6
3345,3839,607310,4,6
3346,3899,607310,4,6
3347,3899,607310,4,6
3348,3899,607310,4,6
3349,3767,607310,4,6
3350,3767,607310,4,6
3351,3767,607310,4,6
3352,3767,607310,4,6
3353,3767,607310,4,6
3354,3779,607310,4,6
3355,3767,607310,4,6
3356,3767,607310,4,6
3357,3779,607310,4,6
3358,3693,607310,4,6
3359,3693,607310,4,6
3360,3839,607310,4,6
3361,3839,607310,4,6
3362,3899,607310,4,6
3363,3686,607310,4,6
3364,3686,607310,4,6
3365,3686,607310,4,6
3366,3712,607310,4,6
3367,3712,607310,4,6
3368,3712,607310,4,6
3369,3712,607310,4,6
3370,3712,607310,4,6
3371,3736,607310,4,6
3372,3712,607310,4,6
3373,3686,607310,4,6
3374,3736,607310,4,6
3375,3712,607310,4,6
3376,3712,607310,4,6
3377,3749,607310,4,6
3378,3736,607310,4,6
3379,3749,607310,4,6
3380,3712,607310,4,6
3381,3736,607310,4,6
3382,3749,607310,4,6
3383,3712,607310,4,6
3384,3736,607310,4,6
3385,3686,607310,4,6
3386,3770,607310,4,6
3387,3736,607310,4,6
3388,3779,607310,4,6
3389,3749,607310,4,6
3390,3749,607310,4,6
3391,3770,607310,4,6
3392,3770,607310,4,6
3393,3779,607310,4,6
3394,3779,607310,4,6
3395,3686,607310,4,6
3396,3770,607310,4,6
3397,3686,607310,4,6
3398,3779,607310,4,6
3399,3823,607310,4,6
3400,3823,607310,4,6
3401,3779,607310,4,6
3402,3823,607310,4,6
3403,3823,607310,4,6
3404,3839,607310,4,6
3405,3823,607310,4,6
3406,3823,607310,4,6
3407,3823,607310,4,6
3408,3823,607310,4,6
3409,3823,607310,4,6
3410,3823,607310,4,6
3411,3639,607310,4,6
3412,3639,607310,4,6
3413,3666,607310,4,6
3414,3666,607310,4,6
3415,3676,607310,4,6
3416,3639,607310,4,6
3417,3666,607310,4,6
3418,3676,607310,4,6
3419,3676,607310,4,6
3420,3473,607310,4,6
3421,3473,607310,4,6
3422,3473,607310,4,6
3423,3555,607310,4,6
3424,3555,607310,4,6
3425,3555,607310,4,6
3426,3566,607310,4,6
3427,3566,607310,4,6
3428,3566,607310,4,6
3429,3578,607310,4,6
3430,3578,607310,4,6
3431,3602,607310,4,6
3432,3602,607310,4,6
3433,3539,607310,4,6
3434,3539,607310,4,6
3435,3539,607310,4,6
3436,3539,607310,4,6
3437,3539,607310,4,6
3438,3539,607310,4,6
3439,3539,607310,4,6
3440,3539,607310,4,6
3441,3591,607310,4,6
3442,3591,607310,4,6
3443,3539,607310,4,6
3444,3591,607310,4,6
3445,3614,607310,4,6
3446,3614,607310,4,6
3447,3624,607310,4,6
3448,3624,607310,4,6
3449,3621,607310,4,6
3450,3621,607310,4,6
3451,3621,607310,4,6
3452,3632,607310,4,6
3453,3632,607310,4,6
3454,3657,607310,4,6
3455,3657,607310,4,6
3456,3622,607310,4,6
3457,3622,607310,4,6
3458,3629,607310,4,6
3459,3622,607310,4,6
3460,3629,607310,4,6
3461,3629,607310,4,6
3462,3629,607310,4,6
3463,3629,607310,4,6
3464,3669,607310,4,6
3465,3629,607310,4,6
3466,3669,607310,4,6
3467,3669,607310,4,6
3468,3659,607310,4,6
3469,3659,607310,4,6
3470,3672,607310,4,6
3471,3659,607310,4,6
3472,3672,607310,4,6
3473,3672,607310,4,6
3474,3672,607310,4,6
3475,3672,607310,4,6
3476,3696,607310,4,6
3477,3672,607310,4,6
3478,3696,607310,4,6
3479,3696,607310,4,6
3480,3689,607310,4,6
3481,3689,607310,4,6
3482,3703,607310,4,6
3483,3689,607310,4,6
3484,3703,607310,4,6
3485,3720,607310,4,6
3486,3703,607310,4,6
3487,3720,607310,4,6
3488,3696,607310,4,6
3489,3720,607310,4,6
3490,3720,607310,4,6
3491,3428,607310,4,6
3492,3428,607310,4,6
3493,3428,607310,4,6
3494,3428,607310,4,6
3495,3428,607310,4,6
3496,3436,607310,4,6
3497,3436,607310,4,6
3498,3436,607310,4,6
3499,3436,607310,4,6
3500,3436,607310,4,6
3501,3452,607310,4,6
3502,3452,607310,4,6
3503,3452,607310,4,6
3504,3452,607310,4,6
3505,3492,607310,4,6
3506,3492,607310,4,6
3507,3492,607310,4,6
3508,3492,607310,4,6
3509,3492,607310,4,6
3510,3542,607310,4,6
3511,3542,607310,4,6
3512,3542,607310,4,6
3513,3542,607310,4,6
3514,3589,607310,4,6
3515,3589,607310,4,6
3516,3531,607310,4,6
3517,3531,607310,4,6
3518,3531,607310,4,6
3519,3531,607310,4,6
3520,3531,607310,4,6
3521,3531,607310,4,6
3522,3541,607310,4,6
3523,3541,607310,4,6
3524,3541,607310,4,6
3525,3541,607310,4,6
3526,3572,607310,4,6
3527,3541,607310,4,6
3528,3572,607310,4,6
3529,3586,607310,4,6
3530,3572,607310,4,6
3531,3586,607310,4,6
3532,3572,607310,4,6
3533,3617,607310,4,6
3534,3617,607310,4,6
3535,3572,607310,4,6
3536,3586,607310,4,6
3537,3526,607310,4,6
3538,3526,607310,4,6
3539,3526,607310,4,6
3540,3526,607310,4,6
3541,3526,607310,4,6
3542,3575,607310,4,6
3543,3575,607310,4,6
3544,3575,607310,4,6
3545,3575,607310,4,6
3546,3575,607310,4,6
3547,3575,607310,4,6
3548,3575,607310,4,6
3549,3575,607310,4,6
3550,3405,607310,4,6
3551,3405,607310,4,6
3552,3405,607310,4,6
3553,3405,607310,4,6
3554,3454,607310,4,6
3555,3405,607310,4,6
3556,3454,607310,4,6
3557,3405,607310,4,6
3558,3468,607310,4,6
3559,3468,607310,4,6
3560,3471,607310,4,6
3561,3471,607310,4,6
3562,3494,607310,4,6
3563,3471,607310,4,6
3564,3494,607310,4,6
3565,3494,607310,4,6
3566,3418,607310,4,6
3567,3418,607310,4,6
3568,3418,607310,4,6
3569,3441,607310,4,6
3570,3441,607310,4,6
3571,3418,607310,4,6
3572,3418,607310,4,6
3573,3441,607310,4,6
3574,3441,607310,4,6
3575,3441,607310,4,6
3576,3370,607310,4,6
3577,3386,607310,4,6
3578,3386,607310,4,6
3579,3386,607310,4,6
3580,3386,607310,4,6
3581,3386,607310,4,6
3582,3386,607310,4,6
3583,3370,607310,4,6
3584,3386,607310,4,6
3585,3386,607310,4,6
3586,3386,607310,4,6
3587,3415,607310,4,6
3588,3415,607310,4,6
3589,3415,607310,4,6
3590,3415,607310,4,6
3591,3508,607310,4,6
3592,3529,607310,4,6
3593,3508,607310,4,6
3594,3534,607310,4,6
3595,3529,607310,4,6
3596,3545,607310,4,6
3597,3529,607310,4,6
3598,3534,607310,4,6
3599,3529,607310,4,6
3600,3545,607310,4,6
3601,3529,607310,4,6
3602,3564,607310,4,6
3603,3545,607310,4,6
3604,3564,607310,4,6
3605,3564,607310,4,6
3606,3421,607310,4,6
3607,3421,607310,4,6
3608,3421,607310,4,6
3609,3447,607310,4,6
3610,3447,607310,4,6
3611,3447,607310,4,6
3612,3475,607310,4,6
3613,3475,607310,4,6
3614,3475,607310,4,6
3615,3475,607310,4,6
3616,3475,607310,4,6
3617,3421,607310,4,6
3618,3465,607310,4,6
3619,3465,607310,4,6
3620,3487,607310,4,6
3621,3500,607310,4,6
3622,3487,607310,4,6
3623,3500,607310,4,6
3624,3500,607310,4,6
3625,3500,607310,4,6
3626,3500,607310,4,6
3627,3500,607310,4,6
3628,3500,607310,4,6
3629,2845,607310,4,6
3630,2895,607310,4,6
3631,2896,607310,4,6
3632,2912,607310,4,6
3633,2908,607310,4,6
3634,2908,607310,4,6
3635,3072,607310,4,6
3636,2981,607310,4,6
3637,3181,607310,4,6
3638,3210,607310,4,6
3639,3210,607310,4,6
3640,3181,607310,4,6
3641,3181,607310,4,6
3642,3210,607310,4,6
3643,2983,607310,4,6
3644,2896,607310,4,6
3645,2912,607310,4,6
3646,3172,607310,4,6
3647,3130,607310,4,6
3648,3130,607310,4,6
3649,3130,607310,4,6
3650,3130,607310,4,6
3651,3130,607310,4,6
3652,3130,607310,4,6
3653,3130,607310,4,6
3654,3171,607310,4,6
3655,2981,607310,4,6
3656,3024,607310,4,6
3657,3079,607310,4,6
3658,3130,607310,4,6
3659,3137,607310,4,6
3660,3167,607310,4,6
3661,3198,607310,4,6
3662,3167,607310,4,6
3663,3167,607310,4,6
3664,3011,607310,4,6
3665,3079,607310,4,6
3666,3079,607310,4,6
3667,3079,607310,4,6
3668,3079,607310,4,6
3669,3079,607310,4,6
3670,3079,607310,4,6
3671,3079,607310,4,6
3672,3079,607310,4,6
3673,3079,607310,4,6
3674,3079,607310,4,6
3675,3079,607310,4,6
3676,3079,607310,4,6
3677,3079,607310,4,6
3678,3079,607310,4,6
3679,3079,607310,4,6
3680,3079,607310,4,6
3681,3079,607310,4,6
3682,3079,607310,4,6
3683,3079,607310,4,6
3684,3079,607310,4,6
3685,3079,607310,4,6
3686,3079,607310,4,6
3687,3220,607310,4,6
3688,3220,607310,4,6
3689,3220,607310,4,6
3690,3220,607310,4,6
3691,3220,607310,4,6
3692,3220,607310,4,6
3693,3220,607310,4,6
3694,3220,607310,4,6
3695,3220,607310,4,6
3696,3220,607310,4,6
3697,3024,607310,4,6
3698,3024,607310,4,6
3699,3024,607310,4,6
3700,3024,607310,4,6
3701,3024,607310,4,6
3702,3024,607310,4,6
3703,3024,607310,4,6
3704,3024,607310,4,6
3705,3024,607310,4,6
3706,3024,607310,4,6
3707,3024,607310,4,6
3708,3024,607310,4,6
3709,3024,607310,4,6
3710,3024,607310,4,6
3711,3024,607310,4,6
3712,3024,607310,4,6
3713,2974,607310,4,6
3714,2974,607310,4,6
3715,2974,607310,4,6
3716,2974,607310,4,6
3717,2974,607310,4,6
3718,2974,607310,4,6
3719,2974,607310,4,6
3720,2974,607310,4,6
3721,2974,607310,4,6
3722,2974,607310,4,6
3723,2974,607310,4,6
3724,2974,607310,4,6
3725,2955,607310,4,6
3726,2955,607310,4,6
3727,2955,607310,4,6
3728,2955,607310,4,6
3729,2955,607310,4,6
3730,2955,607310,4,6
3731,3011,607310,4,6
3732,3011,607310,4,6
3733,3011,607310,4,6
3734,3011,607310,4,6
3735,3011,607310,4,6
3736,3011,607310,4,6
3737,2952,607310,4,6
3738,2952,607310,4,6
3739,2952,607310,4,6
3740,2983,607310,4,6
3741,3006,607310,4,6
3742,3006,607310,4,6
3743,3006,607310,4,6
3744,3006,607310,4,6
3745,3006,607310,4,6
3746,3006,607310,4,6
3747,2983,607310,4,6
3748,2935,607310,4,6
3749,2935,607310,4,6
3750,2935,607310,4,6
3751,2935,607310,4,6
3752,2935,607310,4,6
3753,2935,607310,4,6
3754,2935,607310,4,6
3755,2935,607310,4,6
3756,2932,607310,4,6
3757,2932,607310,4,6
3758,2932,607310,4,6
3759,2932,607310,4,6
3760,2932,607310,4,6
3761,2932,607310,4,6
3762,2932,607310,4,6
3763,2948,607310,4,6
3764,2948,607310,4,6
3765,2727,607310,4,6
3766,2768,607310,4,6
3767,2768,607310,4,6
3768,2817,607310,4,6
3769,2824,607310,4,6
3770,2824,607310,4,6
3771,2824,607310,4,6
3772,2824,607310,4,6
3773,2819,607310,4,6
3774,2824,607310,4,6
3775,2817,607310,4,6
3776,2824,607310,4,6
3777,2817,607310,4,6
3778,2817,607310,4,6
3779,2817,607310,4,6
3780,2852,607310,4,6
3781,2817,607310,4,6
3782,2819,607310,4,6
3783,2727,607310,4,6
3784,2739,607310,4,6
3785,2739,607310,4,6
3786,2768,607310,4,6
3787,2768,607310,4,6
3788,2727,607310,4,6
3789,2768,607310,4,6
3790,2768,607310,4,6
3791,2819,607310,4,6
3792,2825,607310,4,6
3793,2871,607310,4,6
3794,2825,607310,4,6
3795,2891,607310,4,6
3796,2871,607310,4,6
3797,2891,607310,4,6
3798,2772,607310,4,6
3799,2825,607310,4,6
3800,2825,607310,4,6
3801,2825,607310,4,6
3802,2825,607310,4,6
3803,2754,607310,4,6
3804,2754,607310,4,6
3805,2772,607310,4,6
3806,2772,607310,4,6
3807,2754,607310,4,6
3808,2772,607310,4,6
3809,2798,607310,4,6
3810,2798,607310,4,6
3811,2798,607310,4,6
3812,2833,607310,4,6
3813,2833,607310,4,6
3814,2830,607310,4,6
3815,2837,607310,4,6
3816,2833,607310,4,6
3817,2833,607310,4,6
3818,2837,607310,4,6
3819,2782,607310,4,6
3820,2782,607310,4,6
3821,2782,607310,4,6
3822,2782,607310,4,6
3823,2782,607310,4,6
3824,2782,607310,4,6
3825,2842,607310,4,6
3826,2842,607310,4,6
3827,2874,607310,4,6
3828,2842,607310,4,6
3829,2874,607310,4,6
3830,2874,607310,4,6
3831,2786,607310,4,6
3832,2786,607310,4,6
3833,2786,607310,4,6
3834,2786,607310,4,6
3835,2829,607310,4,6
3836,2829,607310,4,6
3837,2858,607310,4,6
3838,2829,607310,4,6
3839,2829,607310,4,6
3840,2858,607310,4,6
3841,2880,607310,4,6
3842,2880,607310,4,6
3843,2858,607310,4,6
3844,2858,607310,4,6
3845,2858,607310,4,6
3846,2858,607310,4,6
3847,2790,607310,4,6
3848,2790,607310,4,6
3849,2816,607310,4,6
3850,2790,607310,4,6
3851,2790,607310,4,6
3852,2816,607310,4,6
3853,2856,607310,4,6
3854,2856,607310,4,6
3855,2856,607310,4,6
3856,2880,607310,4,6
3857,2856,607310,4,6
3858,2880,607310,4,6
3859,2856,607310,4,6
3860,2885,607310,4,6
3861,2856,607310,4,6
3862,2885,607310,4,6
3863,2880,607310,4,6
3864,2885,607310,4,6
3865,2880,607310,4,6
3866,2899,607310,4,6
3867,2899,607310,4,6
3868,2874,607310,4,6
3869,2874,607310,4,6
3870,2897,607310,4,6
3871,2897,607310,4,6
3872,2897,607310,4,6
3873,2897,607310,4,6
3874,2926,607310,4,6
3875,2926,607310,4,6
3876,2926,607310,4,6
3877,2926,607310,4,6
3878,2881,607310,4,6
3879,2874,607310,4,6
3880,2881,607310,4,6
3881,2881,607310,4,6
3882,2881,607310,4,6
3883,2881,607310,4,6
3884,2920,607310,4,6
3885,2920,607310,4,6
3886,2920,607310,4,6
3887,2920,607310,4,6
3888,2850,607310,4,6
3889,2850,607310,4,6
3890,2869,607310,4,6
3891,2850,607310,4,6
3892,2869,607310,4,6
3893,2850,607310,4,6
3894,2869,607310,4,6
3895,2869,607310,4,6
3896,2850,607310,4,6
3897,2850,607310,4,6
3898,2869,607310,4,6
3899,2893,607310,4,6
3900,2869,607310,4,6
3901,2893,607310,4,6
3902,2903,607310,4,6
3903,2893,607310,4,6
3904,2903,607310,4,6
3905,2893,607310,4,6
3906,2903,607310,4,6
3907,2903,607310,4,6
3908,2903,607310,4,6
3909,2923,607310,4,6
3910,2923,607310,4,6
3911,2925,607310,4,6
3912,2930,607310,4,6
3913,2923,607310,4,6
3914,2925,607310,4,6
3915,2930,607310,4,6
3916,2940,607310,4,6
3917,2941,607310,4,6
3918,2940,607310,4,6
3919,2942,607310,4,6
3920,2941,607310,4,6
3921,2942,607310,4,6
3922,2941,607310,4,6
3923,2940,607310,4,6
3924,2942,607310,4,6
3925,2942,607310,4,6
3926,2940,607310,4,6
3927,2940,607310,4,6
3928,2885,607310,4,6
3929,2885,607310,4,6
3930,2885,607310,4,6
3931,2915,607310,4,6
3932,2899,607310,4,6
3933,2915,607310,4,6
3934,2899,607310,4,6
3935,2915,607310,4,6
3936,2915,607310,4,6
3937,2915,607310,4,6
3938,2915,607310,4,6
3939,2915,607310,4,6
3940,2915,607310,4,6
3941,2915,607310,4,6
3942,2757,607310,4,6
3943,2782,607310,4,6
3944,2782,607310,4,6
3945,2782,607310,4,6
3946,2782,607310,4,6
3947,2716,607310,4,6
3948,2716,607310,4,6
3949,2716,607310,4,6
3950,2716,607310,4,6
3951,2716,607310,4,6
3952,2716,607310,4,6
3953,2716,607310,4,6
3954,2786,607310,4,6
3955,2786,607310,4,6
3956,2716,607310,4,6
3957,2716,607310,4,6
3958,2763,607310,4,6
3959,2716,607310,4,6
3960,2763,607310,4,6
3961,2786,607310,4,6
3962,2765,607310,4,6
3963,2765,607310,4,6
3964,2765,607310,4,6
3965,2765,607310,4,6
3966,2829,607310,4,6
3967,2829,607310,4,6
3968,2757,607310,4,6
3969,2757,607310,4,6
3970,2757,607310,4,6
3971,2790,607310,4,6
3972,2816,607310,4,6
3973,2790,607310,4,6
3974,2790,607310,4,6
3975,2816,607310,4,6
3976,2765,607310,4,6
3977,2765,607310,4,6
3978,2765,607310,4,6
3979,2797,607310,4,6
3980,2797,607310,4,6
3981,2797,607310,4,6
3982,2797,607310,4,6
3983,2722,607310,4,6
3984,2722,607310,4,6
3985,2722,607310,4,6
3986,2722,607310,4,6
3987,2730,607310,4,6
3988,2730,607310,4,6
3989,2734,607310,4,6
3990,2734,607310,4,6
3991,2765,607310,4,6
3992,2765,607310,4,6
3993,2765,607310,4,6
3994,2734,607310,4,6
3995,2734,607310,4,6
3996,2732,607310,4,6
3997,2732,607310,4,6
3998,2757,607310,4,6
3999,2757,607310,4,6
4000,2757,607310,4,6
4001,2481,607310,4,6
4002,2481,607310,4,6
4003,2509,607310,4,6
4004,2523,607310,4,6
4005,2526,607310,4,6
4006,2458,607310,4,6
4007,2458,607310,4,6
4008,2458,607310,4,6
4009,2465,607310,4,6
4010,2458,607310,4,6
4011,2458,607310,4,6
4012,2508,607310,4,6
4013,2465,607310,4,6
4014,2465,607310,4,6
4015,2465,607310,4,6
4016,2465,607310,4,6
4017,2465,607310,4,6
4018,2465,607310,4,6
4019,2509,607310,4,6
4020,2521,607310,4,6
4021,2523,607310,4,6
4022,2521,607310,4,6
4023,2521,607310,4,6
4024,2558,607310,4,6
4025,2558,607310,4,6
4026,2558,607310,4,6
4027,2558,607310,4,6
4028,2543,607310,4,6
4029,2526,607310,4,6
4030,2543,607310,4,6
4031,2567,607310,4,6
4032,2543,607310,4,6
4033,2567,607310,4,6
4034,2598,607310,4,6
4035,2608,607310,4,6
4036,2630,607310,4,6
4037,2608,607310,4,6
4038,2608,607310,4,6
4039,2608,607310,4,6
4040,2683,607310,4,6
4041,2683,607310,4,6
4042,2683,607310,4,6
4043,2683,607310,4,6
4044,2598,607310,4,6
4045,2598,607310,4,6
4046,2630,607310,4,6
4047,2656,607310,4,6
4048,2656,607310,4,6
4049,2656,607310,4,6
4050,2630,607310,4,6
4051,2630,607310,4,6
4052,2656,607310,4,6
4053,2656,607310,4,6
4054,2656,607310,4,6
4055,2695,607310,4,6
4056,2695,607310,4,6
4057,2695,607310,4,6
4058,2695,607310,4,6
4059,2695,607310,4,6
4060,2695,607310,4,6
4061,2695,607310,4,6
4062,2695,607310,4,6
4063,2695,607310,4,6
4064,2397,607310,4,6
4065,2418,607310,4,6
4066,2421,607310,4,6
4067,2427,607310,4,6
4068,2430,607310,4,6
4069,2436,607310,4,6
4070,2436,607310,4,6
4071,2436,607310,4,6
4072,2423,607310,4,6
4073,2427,607310,4,6
4074,2374,607310,4,6
4075,2380,607310,4,6
4076,2380,607310,4,6
4077,2374,607310,4,6
4078,2374,607310,4,6
4079,2389,607310,4,6
4080,2393,607310,4,6
4081,2374,607310,4,6
4082,2393,607310,4,6
4083,2393,607310,4,6
4084,2423,607310,4,6
4085,2423,607310,4,6
4086,2423,607310,4,6
4087,2423,607310,4,6
4088,2423,607310,4,6
4089,2380,607310,4,6
4090,2389,607310,4,6
4091,2388,607310,4,6
4092,2380,607310,4,6
4093,2392,607310,4,6
4094,2392,607310,4,6
4095,2401,607310,4,6
4096,2392,607310,4,6
4097,2412,607310,4,6
4098,2392,607310,4,6
4099,2416,607310,4,6
4100,2430,607310,4,6
4101,2412,607310,4,6
4102,2412,607310,4,6
4103,2644,607310,4,6
4104,2674,607310,4,6
4105,2674,607310,4,6
4106,2674,607310,4,6
4107,2674,607310,4,6
4108,2674,607310,4,6
4109,2737,607310,4,6
4110,2737,607310,4,6
4111,2737,607310,4,6
4112,2644,607310,4,6
4113,2574,607310,4,6
4114,2644,607310,4,6
4115,2574,607310,4,6
4116,2574,607310,4,6
4117,2674,607310,4,6
4118,2682,607310,4,6
4119,2682,607310,4,6
4120,2682,607310,4,6
4121,2682,607310,4,6
4122,2674,607310,4,6
4123,2574,607310,4,6
4124,2622,607310,4,6
4125,2622,607310,4,6
4126,2574,607310,4,6
4127,2422,607310,4,6
4128,2424,607310,4,6
4129,2435,607310,4,6
4130,2424,607310,4,6
4131,2424,607310,4,6
4132,2412,607310,4,6
4133,2438,607310,4,6
4134,2412,607310,4,6
4135,2467,607310,4,6
4136,2438,607310,4,6
4137,2438,607310,4,6
4138,2467,607310,4,6
4139,2438,607310,4,6
4140,2467,607310,4,6
4141,2438,607310,4,6
4142,2467,607310,4,6
4143,2467,607310,4,6
4144,2383,607310,4,6
4145,2383,607310,4,6
4146,2386,607310,4,6
4147,2386,607310,4,6
4148,2383,607310,4,6
4149,2386,607310,4,6
4150,2395,607310,4,6
4151,2383,607310,4,6
4152,2386,607310,4,6
4153,2395,607310,4,6
4154,2386,607310,4,6
4155,2422,607310,4,6
4156,2395,607310,4,6
4157,2383,607310,4,6
4158,2438,607310,4,6
4159,2395,607310,4,6
4160,2383,607310,4,6
4161,2395,607310,4,6
4162,2438,607310,4,6
4163,2438,607310,4,6
4164,2438,607310,4,6
4165,2438,607310,4,6
4166,2438,607310,4,6
4167,2438,607310,4,6
