MAZ,TAZ,PUMA,REGION,STATE
259,3359,607316,4,6
260,3359,607316,4,6
261,3359,607316,4,6
262,3366,607316,4,6
263,3366,607316,4,6
264,3366,607316,4,6
265,3389,607316,4,6
266,3389,607316,4,6
267,3389,607316,4,6
268,3389,607316,4,6
269,3444,607316,4,6
270,3462,607316,4,6
271,3444,607316,4,6
272,3444,607316,4,6
273,3462,607316,4,6
274,3444,607316,4,6
275,3444,607316,4,6
276,3462,607316,4,6
277,3512,607316,4,6
278,3512,607316,4,6
279,3512,607316,4,6
280,3512,607316,4,6
281,3512,607316,4,6
282,3512,607316,4,6
283,3512,607316,4,6
284,3512,607316,4,6
285,3557,607316,4,6
286,3513,607316,4,6
287,3513,607316,4,6
288,3513,607316,4,6
289,3513,607316,4,6
290,3513,607316,4,6
291,3513,607316,4,6
292,3513,607316,4,6
293,3513,607316,4,6
294,3557,607316,4,6
295,3557,607316,4,6
296,3610,607316,4,6
297,3610,607316,4,6
298,3610,607316,4,6
299,3610,607316,4,6
300,3520,607316,4,6
301,3520,607316,4,6
302,3520,607316,4,6
303,3520,607316,4,6
304,3520,607316,4,6
305,3520,607316,4,6
306,3520,607316,4,6
307,3520,607316,4,6
308,3520,607316,4,6
309,3520,607316,4,6
310,3518,607316,4,6
311,3518,607316,4,6
312,3518,607316,4,6
313,3520,607316,4,6
314,3520,607316,4,6
315,3520,607316,4,6
316,3518,607316,4,6
317,3518,607316,4,6
318,3518,607316,4,6
319,3518,607316,4,6
320,3518,607316,4,6
321,3518,607316,4,6
322,3390,607316,4,6
323,3390,607316,4,6
324,3390,607316,4,6
325,3390,607316,4,6
326,3390,607316,4,6
327,3390,607316,4,6
328,3445,607316,4,6
329,3445,607316,4,6
330,3445,607316,4,6
331,3445,607316,4,6
332,3445,607316,4,6
333,3445,607316,4,6
334,3445,607316,4,6
335,3445,607316,4,6
336,3445,607316,4,6
337,3445,607316,4,6
338,3445,607316,4,6
339,3445,607316,4,6
340,3445,607316,4,6
341,3445,607316,4,6
342,3390,607316,4,6
343,3390,607316,4,6
344,3390,607316,4,6
345,3390,607316,4,6
346,3390,607316,4,6
347,3390,607316,4,6
348,3253,607316,4,6
349,3253,607316,4,6
350,3253,607316,4,6
351,3253,607316,4,6
352,3253,607316,4,6
353,3253,607316,4,6
354,3253,607316,4,6
355,3253,607316,4,6
356,3253,607316,4,6
357,3337,607316,4,6
358,3337,607316,4,6
359,3337,607316,4,6
360,3337,607316,4,6
361,3337,607316,4,6
362,3337,607316,4,6
363,3337,607316,4,6
364,3337,607316,4,6
365,3337,607316,4,6
366,3337,607316,4,6
367,3215,607316,4,6
368,3215,607316,4,6
369,3255,607316,4,6
370,3215,607316,4,6
371,3255,607316,4,6
372,3215,607316,4,6
373,3255,607316,4,6
374,3215,607316,4,6
375,3255,607316,4,6
376,3255,607316,4,6
377,3215,607316,4,6
378,3215,607316,4,6
379,3215,607316,4,6
380,3215,607316,4,6
381,3215,607316,4,6
382,3215,607316,4,6
383,3313,607316,4,6
384,3313,607316,4,6
385,3313,607316,4,6
386,3313,607316,4,6
387,3312,607316,4,6
388,3313,607316,4,6
389,3312,607316,4,6
390,3313,607316,4,6
391,3313,607316,4,6
392,3312,607316,4,6
393,3312,607316,4,6
394,3312,607316,4,6
395,3312,607316,4,6
396,3312,607316,4,6
397,3312,607316,4,6
398,3312,607316,4,6
399,3312,607316,4,6
400,3311,607316,4,6
401,3311,607316,4,6
402,3311,607316,4,6
403,3311,607316,4,6
404,3311,607316,4,6
405,3311,607316,4,6
406,3311,607316,4,6
407,3393,607316,4,6
408,3393,607316,4,6
409,3393,607316,4,6
410,3393,607316,4,6
411,3393,607316,4,6
412,3393,607316,4,6
413,3446,607316,4,6
414,3446,607316,4,6
415,3446,607316,4,6
416,3446,607316,4,6
417,3446,607316,4,6
418,3446,607316,4,6
419,3446,607316,4,6
420,3392,607316,4,6
421,3392,607316,4,6
422,3446,607316,4,6
423,3392,607316,4,6
424,3392,607316,4,6
425,3392,607316,4,6
426,3393,607316,4,6
427,3392,607316,4,6
428,3393,607316,4,6
429,3392,607316,4,6
430,3392,607316,4,6
431,3392,607316,4,6
432,3446,607316,4,6
433,3523,607316,4,6
434,3523,607316,4,6
435,3523,607316,4,6
436,3523,607316,4,6
437,3523,607316,4,6
438,3523,607316,4,6
439,3523,607316,4,6
440,3523,607316,4,6
441,3523,607316,4,6
442,3523,607316,4,6
443,3523,607316,4,6
444,3523,607316,4,6
445,3523,607316,4,6
446,3523,607316,4,6
447,3523,607316,4,6
448,3523,607316,4,6
449,3521,607316,4,6
450,3521,607316,4,6
451,3521,607316,4,6
452,3523,607316,4,6
453,3523,607316,4,6
454,3523,607316,4,6
455,3523,607316,4,6
456,3521,607316,4,6
457,3521,607316,4,6
458,3521,607316,4,6
459,3521,607316,4,6
460,3521,607316,4,6
461,3521,607316,4,6
462,3521,607316,4,6
463,3521,607316,4,6
464,3521,607316,4,6
465,3514,607316,4,6
466,3514,607316,4,6
467,3569,607316,4,6
468,3569,607316,4,6
469,3570,607316,4,6
470,3570,607316,4,6
471,3570,607316,4,6
472,3569,607316,4,6
473,3570,607316,4,6
474,3570,607316,4,6
475,3569,607316,4,6
476,3570,607316,4,6
477,3569,607316,4,6
478,3570,607316,4,6
479,3569,607316,4,6
480,3569,607316,4,6
481,3569,607316,4,6
482,3569,607316,4,6
483,3569,607316,4,6
484,3569,607316,4,6
485,3569,607316,4,6
486,3514,607316,4,6
487,3514,607316,4,6
488,3514,607316,4,6
489,3514,607316,4,6
490,3569,607316,4,6
491,3569,607316,4,6
492,3397,607317,4,6
493,3397,607317,4,6
494,3397,607317,4,6
495,3397,607317,4,6
496,3397,607317,4,6
497,3397,607317,4,6
498,3397,607317,4,6
499,3397,607317,4,6
500,3397,607317,4,6
501,3396,607317,4,6
502,3396,607317,4,6
503,3397,607317,4,6
504,3396,607317,4,6
505,3396,607317,4,6
506,3397,607317,4,6
507,3396,607317,4,6
508,3396,607317,4,6
509,3396,607317,4,6
510,3396,607317,4,6
511,3396,607317,4,6
512,3396,607317,4,6
513,3395,607317,4,6
514,3395,607317,4,6
515,3395,607317,4,6
516,3395,607317,4,6
517,3395,607317,4,6
518,3395,607317,4,6
519,3315,607317,4,6
520,3315,607317,4,6
521,3315,607317,4,6
522,3315,607317,4,6
523,3315,607317,4,6
524,3314,607317,4,6
525,3315,607317,4,6
526,3315,607317,4,6
527,3314,607317,4,6
528,3315,607317,4,6
529,3315,607317,4,6
530,3314,607317,4,6
531,3315,607317,4,6
532,3314,607317,4,6
533,3314,607317,4,6
534,3314,607317,4,6
535,3314,607317,4,6
536,3314,607317,4,6
537,3314,607317,4,6
538,3314,607317,4,6
539,3314,607317,4,6
540,3314,607317,4,6
541,3314,607317,4,6
542,3314,607317,4,6
543,3314,607317,4,6
544,3277,607317,4,6
545,3277,607317,4,6
546,3277,607317,4,6
547,3277,607317,4,6
548,3277,607317,4,6
549,3277,607317,4,6
550,3277,607317,4,6
551,3261,607317,4,6
552,3261,607317,4,6
553,3290,607317,4,6
554,3290,607317,4,6
555,3259,607317,4,6
556,3289,607317,4,6
557,3289,607317,4,6
558,3289,607317,4,6
559,3259,607317,4,6
560,3259,607317,4,6
561,3261,607317,4,6
562,3261,607317,4,6
563,3261,607317,4,6
564,3259,607317,4,6
565,3259,607317,4,6
566,3148,607317,4,6
567,3148,607317,4,6
568,3148,607317,4,6
569,3148,607317,4,6
570,3148,607317,4,6
571,3148,607317,4,6
572,3134,607317,4,6
573,3148,607317,4,6
574,3134,607317,4,6
575,3134,607317,4,6
576,3134,607317,4,6
577,3134,607317,4,6
578,3134,607317,4,6
579,3134,607317,4,6
580,3134,607317,4,6
581,3134,607317,4,6
582,3148,607317,4,6
583,3148,607317,4,6
584,3134,607317,4,6
585,3134,607317,4,6
586,3129,607317,4,6
587,3208,607317,4,6
588,3208,607317,4,6
589,3208,607317,4,6
590,3135,607317,4,6
591,3135,607317,4,6
592,3129,607317,4,6
593,3129,607317,4,6
594,3115,607317,4,6
595,3115,607317,4,6
596,3129,607317,4,6
597,3135,607317,4,6
598,3135,607317,4,6
599,3129,607317,4,6
600,3208,607317,4,6
601,3129,607317,4,6
602,3129,607317,4,6
603,3208,607317,4,6
604,3208,607317,4,6
605,3208,607317,4,6
606,3274,607317,4,6
607,3129,607317,4,6
608,3208,607317,4,6
609,3281,607317,4,6
610,3274,607317,4,6
611,3274,607317,4,6
612,3281,607317,4,6
613,3281,607317,4,6
614,3184,607317,4,6
615,3184,607317,4,6
616,3286,607317,4,6
617,3184,607317,4,6
618,3286,607317,4,6
619,3184,607317,4,6
620,3184,607317,4,6
621,3252,607317,4,6
622,3286,607317,4,6
623,3252,607317,4,6
624,3252,607317,4,6
625,3286,607317,4,6
626,3272,607317,4,6
627,3272,607317,4,6
628,3272,607317,4,6
629,3272,607317,4,6
630,3272,607317,4,6
631,3272,607317,4,6
632,3272,607317,4,6
633,3272,607317,4,6
634,3272,607317,4,6
635,3272,607317,4,6
636,3272,607317,4,6
637,3342,607317,4,6
638,3342,607317,4,6
639,3342,607317,4,6
640,3342,607317,4,6
641,3342,607317,4,6
642,3342,607317,4,6
643,3342,607317,4,6
644,3342,607317,4,6
645,3342,607317,4,6
646,3342,607317,4,6
647,3342,607317,4,6
648,3342,607317,4,6
649,3342,607317,4,6
650,3342,607317,4,6
651,3342,607317,4,6
652,3317,607317,4,6
653,3317,607317,4,6
654,3317,607317,4,6
655,3317,607317,4,6
656,3317,607317,4,6
657,3317,607317,4,6
658,3317,607317,4,6
659,3317,607317,4,6
660,3317,607317,4,6
661,3317,607317,4,6
662,3317,607317,4,6
663,3317,607317,4,6
664,3317,607317,4,6
665,3317,607317,4,6
666,3317,607317,4,6
667,3398,607317,4,6
668,3398,607317,4,6
669,3398,607317,4,6
670,3398,607317,4,6
671,3398,607317,4,6
672,3398,607317,4,6
673,3398,607317,4,6
674,3398,607317,4,6
675,3398,607317,4,6
676,3398,607317,4,6
677,3398,607317,4,6
678,3398,607317,4,6
679,3402,607317,4,6
680,3402,607317,4,6
681,3402,607317,4,6
682,3402,607317,4,6
683,3402,607317,4,6
684,3402,607317,4,6
685,3402,607317,4,6
686,3402,607317,4,6
687,3402,607317,4,6
688,3400,607317,4,6
689,3400,607317,4,6
690,3400,607317,4,6
691,3400,607317,4,6
692,3400,607317,4,6
693,3400,607317,4,6
694,3400,607317,4,6
695,3400,607317,4,6
696,3400,607317,4,6
697,3399,607317,4,6
698,3399,607317,4,6
699,3399,607317,4,6
700,3399,607317,4,6
701,3399,607317,4,6
702,3399,607317,4,6
703,3399,607317,4,6
704,3399,607317,4,6
705,3343,607317,4,6
706,3343,607317,4,6
707,3343,607317,4,6
708,3343,607317,4,6
709,3343,607317,4,6
710,3340,607317,4,6
711,3343,607317,4,6
712,3340,607317,4,6
713,3340,607317,4,6
714,3340,607317,4,6
715,3340,607317,4,6
716,3340,607317,4,6
717,3340,607317,4,6
718,3340,607317,4,6
719,3340,607317,4,6
720,3383,607317,4,6
721,3383,607317,4,6
722,3383,607317,4,6
723,3383,607317,4,6
724,3383,607317,4,6
725,3383,607317,4,6
726,3383,607317,4,6
727,3383,607317,4,6
728,3383,607317,4,6
729,3383,607317,4,6
730,3383,607317,4,6
731,3383,607317,4,6
732,3433,607317,4,6
733,3433,607317,4,6
734,3433,607317,4,6
735,3433,607317,4,6
736,3464,607317,4,6
737,3464,607317,4,6
738,3464,607317,4,6
739,3464,607317,4,6
740,3464,607317,4,6
741,3464,607317,4,6
742,3497,607317,4,6
743,3497,607317,4,6
744,3497,607317,4,6
745,3497,607317,4,6
746,3497,607317,4,6
747,3497,607317,4,6
748,3493,607317,4,6
749,3493,607317,4,6
750,3493,607317,4,6
751,3493,607317,4,6
752,3497,607317,4,6
753,3497,607317,4,6
754,3497,607317,4,6
755,3493,607317,4,6
756,3493,607317,4,6
757,3493,607317,4,6
758,3493,607317,4,6
759,3493,607317,4,6
760,3493,607317,4,6
761,3498,607317,4,6
762,3498,607317,4,6
763,3498,607317,4,6
764,3498,607317,4,6
765,3536,607317,4,6
766,3536,607317,4,6
767,3536,607317,4,6
768,3536,607317,4,6
769,3536,607317,4,6
770,3536,607317,4,6
771,3498,607317,4,6
772,3498,607317,4,6
773,3498,607317,4,6
774,3536,607317,4,6
775,3536,607317,4,6
776,3536,607317,4,6
777,3536,607317,4,6
778,3536,607317,4,6
779,3536,607317,4,6
780,3595,607317,4,6
781,3595,607317,4,6
782,3655,607317,4,6
783,3655,607317,4,6
784,3655,607317,4,6
785,3655,607317,4,6
786,3655,607317,4,6
787,3655,607317,4,6
788,3655,607317,4,6
789,3655,607317,4,6
790,3655,607317,4,6
791,3655,607317,4,6
792,3592,607317,4,6
793,3592,607317,4,6
794,3592,607317,4,6
795,3595,607317,4,6
796,3595,607317,4,6
797,3592,607317,4,6
798,3595,607317,4,6
799,3595,607317,4,6
800,3595,607317,4,6
801,3595,607317,4,6
802,3595,607317,4,6
803,3595,607317,4,6
804,3595,607317,4,6
805,3595,607317,4,6
806,3595,607317,4,6
807,3761,607317,4,6
808,3761,607317,4,6
809,3761,607317,4,6
810,3761,607317,4,6
811,3822,607317,4,6
812,3761,607317,4,6
813,3761,607317,4,6
814,3761,607317,4,6
815,3822,607317,4,6
816,3822,607317,4,6
817,3822,607317,4,6
818,3654,607317,4,6
819,3654,607317,4,6
820,3654,607317,4,6
821,3654,607317,4,6
822,3654,607317,4,6
823,3713,607317,4,6
824,3713,607317,4,6
825,3713,607317,4,6
826,3713,607317,4,6
827,3746,607317,4,6
828,3746,607317,4,6
829,3746,607317,4,6
830,3713,607317,4,6
831,3654,607317,4,6
832,3654,607317,4,6
833,3654,607317,4,6
834,3713,607317,4,6
835,3713,607317,4,6
836,3713,607317,4,6
837,3713,607317,4,6
838,3654,607317,4,6
839,3654,607317,4,6
840,3654,607317,4,6
841,3540,607317,4,6
842,3540,607317,4,6
843,3540,607317,4,6
844,3597,607317,4,6
845,3597,607317,4,6
846,3597,607317,4,6
847,3597,607317,4,6
848,3597,607317,4,6
849,3597,607317,4,6
850,3501,607317,4,6
851,3501,607317,4,6
852,3501,607317,4,6
853,3501,607317,4,6
854,3540,607317,4,6
855,3540,607317,4,6
856,3540,607317,4,6
857,3540,607317,4,6
858,3540,607317,4,6
859,3540,607317,4,6
860,3540,607317,4,6
861,3540,607317,4,6
862,3540,607317,4,6
863,3597,607317,4,6
864,3597,607317,4,6
865,3597,607317,4,6
866,3597,607317,4,6
867,3597,607317,4,6
868,3597,607317,4,6
869,3597,607317,4,6
870,3661,607317,4,6
871,3661,607317,4,6
872,3661,607317,4,6
873,3661,607317,4,6
874,3661,607317,4,6
875,3698,607317,4,6
876,3698,607317,4,6
877,3698,607317,4,6
878,3661,607317,4,6
879,3661,607317,4,6
880,3661,607317,4,6
881,3661,607317,4,6
882,3661,607317,4,6
883,3698,607317,4,6
884,3698,607317,4,6
885,3661,607317,4,6
886,3698,607317,4,6
887,3698,607317,4,6
888,3698,607317,4,6
889,3698,607317,4,6
890,3698,607317,4,6
891,3698,607317,4,6
892,3698,607317,4,6
893,3698,607317,4,6
894,3698,607317,4,6
895,3316,607317,4,6
896,3316,607317,4,6
897,3316,607317,4,6
898,3316,607317,4,6
899,3316,607317,4,6
900,3316,607317,4,6
901,3316,607317,4,6
902,3316,607317,4,6
903,3376,607317,4,6
904,3376,607317,4,6
905,3376,607317,4,6
906,3376,607317,4,6
907,3376,607317,4,6
908,3412,607317,4,6
909,3410,607317,4,6
910,3412,607317,4,6
911,3347,607317,4,6
912,3347,607317,4,6
913,3347,607317,4,6
914,3347,607317,4,6
915,3347,607317,4,6
916,3410,607317,4,6
917,3412,607317,4,6
918,3412,607317,4,6
919,3410,607317,4,6
920,3410,607317,4,6
921,3442,607317,4,6
922,3442,607317,4,6
923,3460,607317,4,6
924,3460,607317,4,6
925,3442,607317,4,6
926,3460,607317,4,6
927,3442,607317,4,6
928,3460,607317,4,6
929,3460,607317,4,6
930,3548,607317,4,6
931,3548,607317,4,6
932,3460,607317,4,6
933,3548,607317,4,6
934,3525,607317,4,6
935,3519,607317,4,6
936,3519,607317,4,6
937,3519,607317,4,6
938,3519,607317,4,6
939,3519,607317,4,6
940,3460,607317,4,6
941,3460,607317,4,6
942,3548,607317,4,6
943,3574,607317,4,6
944,3548,607317,4,6
945,3548,607317,4,6
946,3574,607317,4,6
947,3574,607317,4,6
948,3574,607317,4,6
949,3574,607317,4,6
950,3574,607317,4,6
951,3670,607317,4,6
952,3715,607317,4,6
953,3729,607317,4,6
954,3729,607317,4,6
955,3715,607317,4,6
956,3729,607317,4,6
957,3729,607317,4,6
958,3670,607317,4,6
959,3715,607317,4,6
960,3598,607317,4,6
961,3598,607317,4,6
962,3670,607317,4,6
963,3670,607317,4,6
964,3715,607317,4,6
965,3715,607317,4,6
966,3378,607317,4,6
967,3378,607317,4,6
968,3378,607317,4,6
969,3378,607317,4,6
970,3378,607317,4,6
971,3378,607317,4,6
972,3378,607317,4,6
973,3378,607317,4,6
974,3378,607317,4,6
975,3378,607317,4,6
976,3437,607317,4,6
977,3437,607317,4,6
978,3437,607317,4,6
979,3437,607317,4,6
980,3437,607317,4,6
981,3437,607317,4,6
982,3363,607317,4,6
983,3363,607317,4,6
984,3363,607317,4,6
985,3363,607317,4,6
986,3375,607317,4,6
987,3363,607317,4,6
988,3363,607317,4,6
989,3363,607317,4,6
990,3375,607317,4,6
991,3375,607317,4,6
992,3375,607317,4,6
993,3375,607317,4,6
994,3375,607317,4,6
995,3375,607317,4,6
996,3375,607317,4,6
997,3375,607317,4,6
998,3502,607317,4,6
999,3502,607317,4,6
1000,3502,607317,4,6
1001,3502,607317,4,6
1002,3502,607317,4,6
1003,3502,607317,4,6
1004,3502,607317,4,6
1005,3590,607317,4,6
1006,3502,607317,4,6
1007,3502,607317,4,6
1008,3502,607317,4,6
1009,3502,607317,4,6
1010,3502,607317,4,6
1011,3502,607317,4,6
1012,3590,607317,4,6
1013,3590,607317,4,6
1014,3590,607317,4,6
1015,3590,607317,4,6
1016,3505,607317,4,6
1017,3505,607317,4,6
1018,3505,607317,4,6
1019,3505,607317,4,6
1020,3553,607317,4,6
1021,3553,607317,4,6
1022,3553,607317,4,6
1023,3505,607317,4,6
1024,3505,607317,4,6
1025,3505,607317,4,6
1026,3505,607317,4,6
1027,3553,607317,4,6
1028,3553,607317,4,6
1029,3640,607317,4,6
1030,3640,607317,4,6
1031,3626,607317,4,6
1032,3619,607317,4,6
1033,3626,607317,4,6
1034,3626,607317,4,6
1035,3626,607317,4,6
1036,3619,607317,4,6
1037,3619,607317,4,6
1038,3619,607317,4,6
1039,3619,607317,4,6
1040,3704,607317,4,6
1041,3705,607317,4,6
1042,3705,607317,4,6
1043,3796,607317,4,6
1044,3796,607317,4,6
1045,3687,607317,4,6
1046,3687,607317,4,6
1047,3705,607317,4,6
1048,3705,607317,4,6
1049,3705,607317,4,6
1050,3705,607317,4,6
1051,3796,607317,4,6
1052,3796,607317,4,6
1053,3796,607317,4,6
1054,3796,607317,4,6
1055,3796,607317,4,6
1056,3796,607317,4,6
1057,3849,607317,4,6
1058,3849,607317,4,6
1059,3849,607317,4,6
1060,3849,607317,4,6
1061,3093,607317,4,6
1062,3093,607317,4,6
1063,3098,607317,4,6
1064,3093,607317,4,6
1065,3098,607317,4,6
1066,3131,607317,4,6
1067,3093,607317,4,6
1068,3131,607317,4,6
1069,3131,607317,4,6
1070,3176,607317,4,6
1071,3176,607317,4,6
1072,3176,607317,4,6
1073,3176,607317,4,6
1074,3112,607317,4,6
1075,3112,607317,4,6
1076,3098,607317,4,6
1077,3131,607317,4,6
1078,3278,607317,4,6
1079,3339,607317,4,6
1080,3339,607317,4,6
1081,3339,607317,4,6
1082,3339,607317,4,6
1083,3339,607317,4,6
1084,3339,607317,4,6
1085,3339,607317,4,6
1086,3273,607317,4,6
1087,3273,607317,4,6
1088,3273,607317,4,6
1089,3273,607317,4,6
1090,3273,607317,4,6
1091,3195,607317,4,6
1092,3278,607317,4,6
1093,3273,607317,4,6
1094,3273,607317,4,6
1095,3273,607317,4,6
1096,3195,607317,4,6
1097,3195,607317,4,6
1098,3195,607317,4,6
1099,3195,607317,4,6
1100,3278,607317,4,6
1101,3200,607317,4,6
1102,3200,607317,4,6
1103,3200,607317,4,6
1104,3200,607317,4,6
1105,3200,607317,4,6
1106,3200,607317,4,6
1107,3200,607317,4,6
1108,3200,607317,4,6
1109,3241,607317,4,6
1110,3241,607317,4,6
1111,3241,607317,4,6
1112,3241,607317,4,6
1113,3241,607317,4,6
1114,3241,607317,4,6
1115,3241,607317,4,6
1116,3241,607317,4,6
1117,3301,607317,4,6
1118,3301,607317,4,6
1119,3301,607317,4,6
1120,3301,607317,4,6
1121,3301,607317,4,6
1122,3301,607317,4,6
1123,3301,607317,4,6
1124,3301,607317,4,6
1125,3301,607317,4,6
1126,3301,607317,4,6
1127,3301,607317,4,6
1128,3301,607317,4,6
1129,3301,607317,4,6
1130,3301,607317,4,6
1131,3301,607317,4,6
1132,3231,607317,4,6
1133,3231,607317,4,6
1134,3231,607317,4,6
1135,3231,607317,4,6
1136,3231,607317,4,6
1137,3231,607317,4,6
1138,3231,607317,4,6
1139,3294,607317,4,6
1140,3294,607317,4,6
1141,3303,607317,4,6
1142,3294,607317,4,6
1143,3303,607317,4,6
1144,3294,607317,4,6
1145,3294,607317,4,6
1146,3303,607317,4,6
1147,3303,607317,4,6
1148,3303,607317,4,6
1149,3303,607317,4,6
1150,3303,607317,4,6
