MAZ,HHS,hh_size_1,hh_size_2,hh_size_3,hh_size_4,hh_wrks_0,hh_wrks_1,hh_wrks_2,hh_wrks_3m,hh_inc_0_30,hh_inc_30_60,hh_inc_60_100,hh_inc_100_150,hh_inc_150_plus,hh_kid,hh_no_kid,hh_unit_single,hh_unit_multi,hh_unit_mobile,pop,age_0_5,age_6_15,age_16_17,age_18_64,age_65p,MGRA,Dwelling Unit,Share Affordable
14383.0,5,1.0943579766536966,2.0184824902723735,0.6760700389105058,1.211089494163424,1.3180933852140078,1.8239299610894941,1.240272373540856,0.617704280155642,0.7490272373540856,1.29863813229572,1.29863813229572,0.7441634241245136,0.9095330739299611,1.3180933852140078,3.6819066147859925,5.0,0.0,0.0,13.080102653969384,0.7237041572378159,1.2871248434095384,0.29142449284744265,7.7518915097419745,3.0259576507326127,0.0,0.0,0.0
14384.0,3,0.6718146718146718,1.2191119691119692,0.39671814671814676,0.7123552123552124,0.8050193050193051,1.1003861003861004,0.7355212355212355,0.3590733590733591,0.4517374517374517,0.807915057915058,0.7760617760617761,0.44015444015444016,0.5241312741312741,0.7934362934362935,2.2065637065637063,3.0,0.0,0.0,7.782634786149252,0.4355737037466779,0.7817249914923823,0.18749861419558983,4.540351057597821,1.8374864191167806,0.0,0.0,0.0
14385.0,2,0.46702702702702703,0.8,0.26594594594594595,0.46702702702702703,0.5124324324324324,0.7524324324324324,0.4908108108108108,0.24432432432432433,0.30486486486486486,0.534054054054054,0.5275675675675676,0.28540540540540543,0.3481081081081081,0.5124324324324324,1.4875675675675675,2.0,0.0,0.0,5.1479876419990775,0.2887527601623593,0.5042398946118812,0.12067279529173223,3.0060455255708303,1.2282766663622748,0.0,0.0,0.0
14386.0,71,10.743421052631579,29.42763157894737,11.210526315789473,19.618421052631582,17.75,26.002192982456137,18.528508771929822,8.719298245614034,17.12719298245614,19.30701754385965,16.971491228070175,8.875,8.719298245614034,22.26535087719298,48.734649122807014,0.0,71.0,0.0,199.75943523890714,13.337974713156843,19.69677661128976,4.962967335128128,121.28251425219361,40.47920232713879,14386.0,77.0,0.0
14387.0,1,0.23182957393483708,0.40100250626566414,0.12781954887218044,0.23934837092731828,0.23934837092731828,0.37092731829573933,0.2556390977443609,0.13408521303258145,0.13533834586466165,0.2731829573934837,0.2669172932330827,0.15914786967418545,0.16541353383458646,0.2556390977443609,0.7443609022556391,1.0,0.0,0.0,2.587379086170829,0.14554007359710913,0.2699332988937836,0.05224515462460328,1.5076458905956946,0.6120146684596384,0.0,0.0,0.0
14388.0,1,0.24175824175824176,0.40384615384615385,0.12225274725274725,0.23214285714285715,0.24175824175824176,0.37774725274725274,0.24862637362637363,0.13186813186813187,0.12225274725274725,0.2760989010989011,0.2692307692307692,0.16071428571428573,0.1717032967032967,0.24862637362637363,0.7513736263736264,1.0,0.0,0.0,2.5510695466254125,0.13383555437328182,0.26493977090221094,0.0546267568870538,1.4735567670282763,0.6241106974345897,0.0,0.0,0.0
14389.0,3,0.6480400333611342,1.1909924937447873,0.4428690575479567,0.7180984153461217,0.7781484570475397,1.145954962468724,0.7105921601334446,0.3653044203502919,0.39032527105921605,0.7706422018348624,0.7906588824020016,0.4503753127606338,0.5979983319432861,0.823185988323603,2.176814011676397,3.0,0.0,0.0,7.869150329323656,0.47970499480715906,0.8301630480082441,0.18144282187006536,4.486360184595451,1.891479280042736,0.0,0.0,0.0
14390.0,2,0.4177449168207024,0.8114602587800369,0.30868761552680224,0.46210720887245843,0.5286506469500925,0.7911275415896488,0.45286506469500926,0.22735674676524953,0.2513863216266174,0.5027726432532348,0.5489833641404805,0.31053604436229204,0.38632162661737524,0.5471349353049908,1.4528650646950092,2.0,0.0,0.0,5.225799882814261,0.30913182405380135,0.5538611847630608,0.11408436363890288,2.9551530323238393,1.293569478034657,0.0,0.0,0.0
14391.0,2,0.4404332129963899,0.7870036101083032,0.29422382671480146,0.47833935018050544,0.4981949458483754,0.7779783393501805,0.4729241877256318,0.2509025270758123,0.2581227436823105,0.51985559566787,0.5252707581227437,0.2996389891696751,0.3971119133574007,0.5451263537906137,1.4548736462093863,2.0,0.0,0.0,5.235536463535499,0.31937131271738134,0.5562084659684731,0.11303591405165743,2.992760391081978,1.2541603797160088,0.0,0.0,0.0
14392.0,3,0.7021978021978021,1.1406593406593406,0.43846153846153846,0.7186813186813187,0.7186813186813187,1.1934065934065934,0.7054945054945054,0.3824175824175824,0.3626373626373626,0.8010989010989011,0.7912087912087913,0.510989010989011,0.5340659340659341,0.8175824175824176,2.182417582417582,3.0,0.0,0.0,7.812268834013384,0.44566634287995815,0.881501810549329,0.1769557537905716,4.394401219132528,1.9137437076609969,0.0,0.0,0.0
14393.0,3,0.664864864864865,1.161081081081081,0.4540540540540541,0.72,0.7394594594594595,1.2097297297297298,0.6616216216216216,0.3891891891891892,0.3567567567567568,0.8108108108108109,0.8010810810810811,0.5059459459459459,0.5254054054054054,0.8367567567567566,2.163243243243243,3.0,0.0,0.0,7.869003470604434,0.4511304201001723,0.8990384800567719,0.16111800717863295,4.421078116981688,1.9366384462871682,0.0,0.0,0.0
14394.0,15,2.612359550561798,6.235955056179775,2.134831460674157,4.01685393258427,3.764044943820225,5.561797752808989,3.764044943820225,1.9101123595505618,2.7808988764044944,4.157303370786517,3.9325842696629207,1.99438202247191,2.134831460674157,4.410112359550562,10.589887640449437,0.0,15.0,0.0,41.25302455512933,2.8101515364529517,4.215227304679427,0.7868424302068264,24.53262291323427,8.908180370555856,14394.0,16.0,0.0
14395.0,2,0.45517241379310347,0.767816091954023,0.296551724137931,0.4804597701149425,0.4850574712643678,0.7977011494252874,0.45517241379310347,0.2620689655172414,0.22298850574712645,0.5310344827586206,0.542528735632184,0.35402298850574715,0.34942528735632183,0.5517241379310345,1.4482758620689655,2.0,0.0,0.0,5.229250270803915,0.2869710514465563,0.6035502272487097,0.1070447572856202,2.9562573395050005,1.2754268953180279,0.0,0.0,0.0
14396.0,6,1.2215568862275448,2.4431137724550895,0.8263473053892216,1.5089820359281436,1.4550898203592815,2.0838323353293413,1.5988023952095807,0.8622754491017963,0.9341317365269461,1.5449101796407185,1.688622754491018,0.8263473053892216,1.0059880239520957,1.6347305389221556,4.365269461077844,0.0,6.0,0.0,16.01152103718338,1.1154093306801902,1.6371330498693117,0.32382851535876495,9.427007891555157,3.508142249719954,14396.0,6.0,0.0
