TAZ,PUMA,REGION,STATE
3387,607310,4,6
3416,607310,4,6
3387,607310,4,6
3426,607310,4,6
3426,607310,4,6
3426,607310,4,6
3443,607310,4,6
3443,607310,4,6
3463,607310,4,6
3474,607310,4,6
3463,607310,4,6
3474,607310,4,6
3499,607310,4,6
3506,607310,4,6
3499,607310,4,6
3506,607310,4,6
3532,607310,4,6
3474,607310,4,6
3506,607310,4,6
3554,607310,4,6
3532,607310,4,6
3532,607310,4,6
3506,607310,4,6
3554,607310,4,6
3554,607310,4,6
3554,607310,4,6
3554,607310,4,6
3554,607310,4,6
3554,607310,4,6
3554,607310,4,6
3554,607310,4,6
3585,607310,4,6
3627,607310,4,6
3585,607310,4,6
3627,607310,4,6
3627,607310,4,6
3585,607310,4,6
3585,607310,4,6
3585,607310,4,6
3585,607310,4,6
3561,607310,4,6
3561,607310,4,6
3561,607310,4,6
3561,607310,4,6
3585,607310,4,6
3561,607310,4,6
3561,607310,4,6
3585,607310,4,6
3585,607310,4,6
3561,607310,4,6
3613,607310,4,6
3585,607310,4,6
3585,607310,4,6
3613,607310,4,6
3613,607310,4,6
3585,607310,4,6
3613,607310,4,6
3613,607310,4,6
3585,607310,4,6
3613,607310,4,6
3613,607310,4,6
3613,607310,4,6
3613,607310,4,6
3613,607310,4,6
3613,607310,4,6
3618,607310,4,6
3618,607310,4,6
3634,607310,4,6
3618,607310,4,6
3658,607310,4,6
3634,607310,4,6
3662,607310,4,6
3634,607310,4,6
3662,607310,4,6
3662,607310,4,6
3658,607310,4,6
3658,607310,4,6
3688,607310,4,6
3688,607310,4,6
3658,607310,4,6
3688,607310,4,6
3706,607310,4,6
3688,607310,4,6
3706,607310,4,6
3706,607310,4,6
3725,607310,4,6
3706,607310,4,6
3706,607310,4,6
3725,607310,4,6
3745,607310,4,6
3706,607310,4,6
3745,607310,4,6
3725,607310,4,6
3725,607310,4,6
3745,607310,4,6
3725,607310,4,6
3745,607310,4,6
3745,607310,4,6
3795,607310,4,6
3745,607310,4,6
3745,607310,4,6
3795,607310,4,6
3795,607310,4,6
3795,607310,4,6
3795,607310,4,6
3884,607310,4,6
3884,607310,4,6
3884,607310,4,6
3884,607310,4,6
3884,607310,4,6
3884,607310,4,6
3884,607310,4,6
3884,607310,4,6
3884,607310,4,6
3884,607310,4,6
3884,607310,4,6
3884,607310,4,6
3884,607310,4,6
3884,607310,4,6
3884,607310,4,6
3884,607310,4,6
4015,607310,4,6
3884,607310,4,6
4015,607310,4,6
4015,607310,4,6
4015,607310,4,6
4015,607310,4,6
4015,607310,4,6
4015,607310,4,6
4015,607310,4,6
4015,607310,4,6
4015,607310,4,6
4015,607310,4,6
4015,607310,4,6
4015,607310,4,6
4015,607310,4,6
3778,607310,4,6
3778,607310,4,6
3800,607310,4,6
3800,607310,4,6
3778,607310,4,6
3800,607310,4,6
3800,607310,4,6
3800,607310,4,6
3800,607310,4,6
3800,607310,4,6
3800,607310,4,6
3800,607310,4,6
3800,607310,4,6
3778,607310,4,6
3800,607310,4,6
3876,607310,4,6
3876,607310,4,6
3876,607310,4,6
3876,607310,4,6
3876,607310,4,6
3876,607310,4,6
3876,607310,4,6
3876,607310,4,6
3876,607310,4,6
3876,607310,4,6
3876,607310,4,6
3876,607310,4,6
3876,607310,4,6
3876,607310,4,6
3876,607310,4,6
3876,607310,4,6
3876,607310,4,6
4017,607310,4,6
4017,607310,4,6
4017,607310,4,6
4017,607310,4,6
4017,607310,4,6
4017,607310,4,6
4017,607310,4,6
4017,607310,4,6
4017,607310,4,6
3846,607310,4,6
3846,607310,4,6
3846,607310,4,6
3865,607310,4,6
3846,607310,4,6
3881,607310,4,6
3881,607310,4,6
3885,607310,4,6
3897,607310,4,6
3885,607310,4,6
3885,607310,4,6
3921,607316,4,6
3921,607316,4,6
3924,607316,4,6
3884,607310,4,6
3924,607316,4,6
3881,607310,4,6
3767,607310,4,6
3767,607310,4,6
3767,607310,4,6
3767,607310,4,6
3767,607310,4,6
3779,607310,4,6
3767,607310,4,6
3767,607310,4,6
3779,607310,4,6
3839,607310,4,6
3839,607310,4,6
3839,607310,4,6
3839,607310,4,6
3839,607310,4,6
3899,607310,4,6
3839,607310,4,6
3899,607310,4,6
3899,607310,4,6
3899,607310,4,6
3686,607310,4,6
3693,607310,4,6
3686,607310,4,6
3686,607310,4,6
3693,607310,4,6
3712,607310,4,6
3712,607310,4,6
3712,607310,4,6
3712,607310,4,6
3712,607310,4,6
3736,607310,4,6
3712,607310,4,6
3686,607310,4,6
3736,607310,4,6
3712,607310,4,6
3712,607310,4,6
3749,607310,4,6
3736,607310,4,6
3749,607310,4,6
3712,607310,4,6
3736,607310,4,6
3749,607310,4,6
3712,607310,4,6
3736,607310,4,6
3686,607310,4,6
3770,607310,4,6
3736,607310,4,6
3779,607310,4,6
3749,607310,4,6
3749,607310,4,6
3770,607310,4,6
3770,607310,4,6
3779,607310,4,6
3779,607310,4,6
3686,607310,4,6
3770,607310,4,6
3686,607310,4,6
3779,607310,4,6
3823,607310,4,6
3823,607310,4,6
3779,607310,4,6
3823,607310,4,6
3823,607310,4,6
3839,607310,4,6
3839,607310,4,6
3823,607310,4,6
3823,607310,4,6
3839,607310,4,6
3823,607310,4,6
3823,607310,4,6
3823,607310,4,6
3899,607310,4,6
3823,607310,4,6
3639,607310,4,6
3639,607310,4,6
3666,607310,4,6
3666,607310,4,6
3676,607310,4,6
3639,607310,4,6
3666,607310,4,6
3676,607310,4,6
3676,607310,4,6
3473,607310,4,6
3473,607310,4,6
3473,607310,4,6
3555,607310,4,6
3555,607310,4,6
3555,607310,4,6
3566,607310,4,6
3566,607310,4,6
3566,607310,4,6
3578,607310,4,6
3578,607310,4,6
3602,607310,4,6
3602,607310,4,6
3539,607310,4,6
3539,607310,4,6
3539,607310,4,6
3539,607310,4,6
3539,607310,4,6
3539,607310,4,6
3539,607310,4,6
3539,607310,4,6
3591,607310,4,6
3591,607310,4,6
3539,607310,4,6
3591,607310,4,6
3614,607310,4,6
3614,607310,4,6
3624,607310,4,6
3624,607310,4,6
3621,607310,4,6
3621,607310,4,6
3621,607310,4,6
3632,607310,4,6
3632,607310,4,6
3657,607310,4,6
3657,607310,4,6
3622,607310,4,6
3622,607310,4,6
3629,607310,4,6
3622,607310,4,6
3629,607310,4,6
3629,607310,4,6
3629,607310,4,6
3629,607310,4,6
3669,607310,4,6
3629,607310,4,6
3669,607310,4,6
3669,607310,4,6
3659,607310,4,6
3659,607310,4,6
3672,607310,4,6
3659,607310,4,6
3672,607310,4,6
3672,607310,4,6
3672,607310,4,6
3672,607310,4,6
3696,607310,4,6
3672,607310,4,6
3696,607310,4,6
3696,607310,4,6
3689,607310,4,6
3689,607310,4,6
3703,607310,4,6
3689,607310,4,6
3703,607310,4,6
3720,607310,4,6
3703,607310,4,6
3720,607310,4,6
3696,607310,4,6
3720,607310,4,6
3720,607310,4,6
3428,607310,4,6
3428,607310,4,6
3428,607310,4,6
3428,607310,4,6
3428,607310,4,6
3436,607310,4,6
3436,607310,4,6
3436,607310,4,6
3436,607310,4,6
3436,607310,4,6
3452,607310,4,6
3452,607310,4,6
3452,607310,4,6
3452,607310,4,6
3492,607310,4,6
3492,607310,4,6
3492,607310,4,6
3492,607310,4,6
3492,607310,4,6
3542,607310,4,6
3542,607310,4,6
3542,607310,4,6
3542,607310,4,6
3589,607310,4,6
3589,607310,4,6
3531,607310,4,6
3531,607310,4,6
3531,607310,4,6
3531,607310,4,6
3531,607310,4,6
3531,607310,4,6
3541,607310,4,6
3541,607310,4,6
3541,607310,4,6
3541,607310,4,6
3572,607310,4,6
3541,607310,4,6
3572,607310,4,6
3586,607310,4,6
3572,607310,4,6
3586,607310,4,6
3572,607310,4,6
3617,607310,4,6
3617,607310,4,6
3572,607310,4,6
3586,607310,4,6
3526,607310,4,6
3526,607310,4,6
3526,607310,4,6
3526,607310,4,6
3526,607310,4,6
3575,607310,4,6
3575,607310,4,6
3575,607310,4,6
3575,607310,4,6
3575,607310,4,6
3575,607310,4,6
3575,607310,4,6
3575,607310,4,6
3405,607310,4,6
3405,607310,4,6
3405,607310,4,6
3405,607310,4,6
3454,607310,4,6
3405,607310,4,6
3454,607310,4,6
3405,607310,4,6
3468,607310,4,6
3468,607310,4,6
3471,607310,4,6
3471,607310,4,6
3494,607310,4,6
3471,607310,4,6
3494,607310,4,6
3494,607310,4,6
3418,607310,4,6
3418,607310,4,6
3418,607310,4,6
3441,607310,4,6
3441,607310,4,6
3418,607310,4,6
3418,607310,4,6
3441,607310,4,6
3441,607310,4,6
3441,607310,4,6
3370,607310,4,6
3386,607310,4,6
3386,607310,4,6
3386,607310,4,6
3386,607310,4,6
3386,607310,4,6
3386,607310,4,6
3370,607310,4,6
3386,607310,4,6
3386,607310,4,6
3386,607310,4,6
3415,607310,4,6
3415,607310,4,6
3415,607310,4,6
3415,607310,4,6
3508,607310,4,6
3529,607310,4,6
3508,607310,4,6
3534,607310,4,6
3529,607310,4,6
3545,607310,4,6
3529,607310,4,6
3534,607310,4,6
3529,607310,4,6
3545,607310,4,6
3529,607310,4,6
3564,607310,4,6
3545,607310,4,6
3564,607310,4,6
3564,607310,4,6
3421,607310,4,6
3421,607310,4,6
3421,607310,4,6
3447,607310,4,6
3447,607310,4,6
3447,607310,4,6
3475,607310,4,6
3475,607310,4,6
3475,607310,4,6
3475,607310,4,6
3475,607310,4,6
3421,607310,4,6
3465,607310,4,6
3465,607310,4,6
3487,607310,4,6
3500,607310,4,6
3487,607310,4,6
3500,607310,4,6
3500,607310,4,6
3500,607310,4,6
3500,607310,4,6
3500,607310,4,6
3500,607310,4,6
2845,607310,4,6
2895,607310,4,6
2896,607310,4,6
2912,607310,4,6
2908,607310,4,6
2912,607310,4,6
2908,607310,4,6
3072,607310,4,6
2981,607310,4,6
3181,607310,4,6
3210,607310,4,6
3210,607310,4,6
3181,607310,4,6
3181,607310,4,6
3210,607310,4,6
2983,607310,4,6
3130,607310,4,6
3130,607310,4,6
3130,607310,4,6
3130,607310,4,6
3130,607310,4,6
3130,607310,4,6
3130,607310,4,6
3172,607310,4,6
3171,607310,4,6
2981,607310,4,6
3024,607310,4,6
3079,607310,4,6
3079,607310,4,6
3079,607310,4,6
3079,607310,4,6
3079,607310,4,6
3079,607310,4,6
3079,607310,4,6
3079,607310,4,6
3079,607310,4,6
3079,607310,4,6
3079,607310,4,6
3079,607310,4,6
3079,607310,4,6
3079,607310,4,6
3079,607310,4,6
3079,607310,4,6
3079,607310,4,6
3079,607310,4,6
3079,607310,4,6
3079,607310,4,6
3079,607310,4,6
3079,607310,4,6
3130,607310,4,6
3079,607310,4,6
3137,607310,4,6
3167,607310,4,6
3198,607310,4,6
3167,607310,4,6
3167,607310,4,6
3011,607310,4,6
3220,607310,4,6
3220,607310,4,6
3220,607310,4,6
3220,607310,4,6
3220,607310,4,6
3220,607310,4,6
3220,607310,4,6
3220,607310,4,6
3220,607310,4,6
3220,607310,4,6
3024,607310,4,6
3024,607310,4,6
3024,607310,4,6
3024,607310,4,6
3024,607310,4,6
3024,607310,4,6
3024,607310,4,6
3024,607310,4,6
3024,607310,4,6
3024,607310,4,6
3024,607310,4,6
3024,607310,4,6
3024,607310,4,6
3024,607310,4,6
3024,607310,4,6
3024,607310,4,6
2974,607310,4,6
2974,607310,4,6
2974,607310,4,6
2974,607310,4,6
2974,607310,4,6
2974,607310,4,6
2974,607310,4,6
2974,607310,4,6
2974,607310,4,6
2974,607310,4,6
2974,607310,4,6
2974,607310,4,6
2955,607310,4,6
2955,607310,4,6
2955,607310,4,6
2955,607310,4,6
2955,607310,4,6
2955,607310,4,6
3011,607310,4,6
3011,607310,4,6
3011,607310,4,6
3011,607310,4,6
3011,607310,4,6
3011,607310,4,6
2952,607310,4,6
2952,607310,4,6
2952,607310,4,6
3006,607310,4,6
3006,607310,4,6
3006,607310,4,6
3006,607310,4,6
3006,607310,4,6
3006,607310,4,6
2935,607310,4,6
2935,607310,4,6
2935,607310,4,6
2935,607310,4,6
2935,607310,4,6
2935,607310,4,6
2935,607310,4,6
2935,607310,4,6
2932,607310,4,6
2932,607310,4,6
2932,607310,4,6
2932,607310,4,6
2932,607310,4,6
2932,607310,4,6
2932,607310,4,6
2948,607310,4,6
2948,607310,4,6
2727,607310,4,6
2768,607310,4,6
2768,607310,4,6
2817,607310,4,6
2824,607310,4,6
2824,607310,4,6
2824,607310,4,6
2824,607310,4,6
2819,607310,4,6
2824,607310,4,6
2817,607310,4,6
2824,607310,4,6
2817,607310,4,6
2817,607310,4,6
2817,607310,4,6
2852,607310,4,6
2817,607310,4,6
2727,607310,4,6
2739,607310,4,6
2739,607310,4,6
2768,607310,4,6
2768,607310,4,6
2727,607310,4,6
2768,607310,4,6
2768,607310,4,6
2819,607310,4,6
2825,607310,4,6
2871,607310,4,6
2825,607310,4,6
2891,607310,4,6
2871,607310,4,6
2891,607310,4,6
2772,607310,4,6
2825,607310,4,6
2825,607310,4,6
2825,607310,4,6
2825,607310,4,6
2754,607310,4,6
2754,607310,4,6
2772,607310,4,6
2772,607310,4,6
2754,607310,4,6
2772,607310,4,6
2798,607310,4,6
2798,607310,4,6
2798,607310,4,6
2833,607310,4,6
2833,607310,4,6
2830,607310,4,6
2837,607310,4,6
2833,607310,4,6
2833,607310,4,6
2837,607310,4,6
2782,607310,4,6
2782,607310,4,6
2782,607310,4,6
2782,607310,4,6
2782,607310,4,6
2782,607310,4,6
2842,607310,4,6
2842,607310,4,6
2874,607310,4,6
2842,607310,4,6
2874,607310,4,6
2874,607310,4,6
2786,607310,4,6
2786,607310,4,6
2786,607310,4,6
2786,607310,4,6
2829,607310,4,6
2829,607310,4,6
2858,607310,4,6
2829,607310,4,6
2829,607310,4,6
2858,607310,4,6
2880,607310,4,6
2880,607310,4,6
2858,607310,4,6
2858,607310,4,6
2858,607310,4,6
2858,607310,4,6
2790,607310,4,6
2790,607310,4,6
2816,607310,4,6
2790,607310,4,6
2790,607310,4,6
2816,607310,4,6
2856,607310,4,6
2856,607310,4,6
2856,607310,4,6
2880,607310,4,6
2856,607310,4,6
2880,607310,4,6
2856,607310,4,6
2885,607310,4,6
2856,607310,4,6
2885,607310,4,6
2880,607310,4,6
2885,607310,4,6
2880,607310,4,6
2899,607310,4,6
2899,607310,4,6
2874,607310,4,6
2874,607310,4,6
2897,607310,4,6
2897,607310,4,6
2897,607310,4,6
2897,607310,4,6
2926,607310,4,6
2926,607310,4,6
2926,607310,4,6
2926,607310,4,6
2881,607310,4,6
2874,607310,4,6
2881,607310,4,6
2881,607310,4,6
2881,607310,4,6
2881,607310,4,6
2920,607310,4,6
2920,607310,4,6
2920,607310,4,6
2920,607310,4,6
2850,607310,4,6
2850,607310,4,6
2869,607310,4,6
2850,607310,4,6
2869,607310,4,6
2850,607310,4,6
2869,607310,4,6
2869,607310,4,6
2850,607310,4,6
2850,607310,4,6
2869,607310,4,6
2893,607310,4,6
2869,607310,4,6
2893,607310,4,6
2903,607310,4,6
2893,607310,4,6
2903,607310,4,6
2893,607310,4,6
2903,607310,4,6
2903,607310,4,6
2903,607310,4,6
2923,607310,4,6
2923,607310,4,6
2925,607310,4,6
2930,607310,4,6
2923,607310,4,6
2925,607310,4,6
2930,607310,4,6
2940,607310,4,6
2941,607310,4,6
2940,607310,4,6
2942,607310,4,6
2941,607310,4,6
2942,607310,4,6
2941,607310,4,6
2940,607310,4,6
2942,607310,4,6
2942,607310,4,6
2940,607310,4,6
2940,607310,4,6
2885,607310,4,6
2885,607310,4,6
2885,607310,4,6
2915,607310,4,6
2899,607310,4,6
2915,607310,4,6
2899,607310,4,6
2915,607310,4,6
2915,607310,4,6
2915,607310,4,6
2915,607310,4,6
2915,607310,4,6
2915,607310,4,6
2915,607310,4,6
2757,607310,4,6
2782,607310,4,6
2782,607310,4,6
2782,607310,4,6
2782,607310,4,6
2716,607310,4,6
2716,607310,4,6
2716,607310,4,6
2716,607310,4,6
2716,607310,4,6
2716,607310,4,6
2716,607310,4,6
2786,607310,4,6
2786,607310,4,6
2716,607310,4,6
2716,607310,4,6
2763,607310,4,6
2716,607310,4,6
2763,607310,4,6
2786,607310,4,6
2765,607310,4,6
2765,607310,4,6
2765,607310,4,6
2765,607310,4,6
2829,607310,4,6
2829,607310,4,6
2757,607310,4,6
2757,607310,4,6
2757,607310,4,6
2790,607310,4,6
2816,607310,4,6
2790,607310,4,6
2790,607310,4,6
2816,607310,4,6
2765,607310,4,6
2765,607310,4,6
2765,607310,4,6
2797,607310,4,6
2797,607310,4,6
2797,607310,4,6
2797,607310,4,6
2722,607310,4,6
2722,607310,4,6
2722,607310,4,6
2722,607310,4,6
2730,607310,4,6
2730,607310,4,6
2734,607310,4,6
2734,607310,4,6
2765,607310,4,6
2765,607310,4,6
2765,607310,4,6
2734,607310,4,6
2734,607310,4,6
2732,607310,4,6
2732,607310,4,6
2757,607310,4,6
2757,607310,4,6
2757,607310,4,6
2481,607310,4,6
2481,607310,4,6
2509,607310,4,6
2523,607310,4,6
2526,607310,4,6
2458,607310,4,6
2458,607310,4,6
2458,607310,4,6
2465,607310,4,6
2458,607310,4,6
2458,607310,4,6
2508,607310,4,6
2465,607310,4,6
2465,607310,4,6
2465,607310,4,6
2465,607310,4,6
2465,607310,4,6
2465,607310,4,6
2509,607310,4,6
2521,607310,4,6
2523,607310,4,6
2521,607310,4,6
2521,607310,4,6
2558,607310,4,6
2558,607310,4,6
2558,607310,4,6
2558,607310,4,6
2543,607310,4,6
2526,607310,4,6
2543,607310,4,6
2567,607310,4,6
2543,607310,4,6
2567,607310,4,6
2598,607310,4,6
2608,607310,4,6
2630,607310,4,6
2608,607310,4,6
2608,607310,4,6
2608,607310,4,6
2683,607310,4,6
2683,607310,4,6
2683,607310,4,6
2683,607310,4,6
2598,607310,4,6
2598,607310,4,6
2630,607310,4,6
2656,607310,4,6
2656,607310,4,6
2656,607310,4,6
2630,607310,4,6
2656,607310,4,6
2656,607310,4,6
2656,607310,4,6
2695,607310,4,6
2695,607310,4,6
2695,607310,4,6
2695,607310,4,6
2695,607310,4,6
2695,607310,4,6
2695,607310,4,6
2695,607310,4,6
2695,607310,4,6
2397,607310,4,6
2418,607310,4,6
2421,607310,4,6
2427,607310,4,6
2430,607310,4,6
2436,607310,4,6
2436,607310,4,6
2436,607310,4,6
2423,607310,4,6
2427,607310,4,6
2374,607310,4,6
2380,607310,4,6
2380,607310,4,6
2374,607310,4,6
2374,607310,4,6
2389,607310,4,6
2393,607310,4,6
2374,607310,4,6
2393,607310,4,6
2393,607310,4,6
2423,607310,4,6
2423,607310,4,6
2423,607310,4,6
2423,607310,4,6
2423,607310,4,6
2380,607310,4,6
2389,607310,4,6
2388,607310,4,6
2380,607310,4,6
2392,607310,4,6
2392,607310,4,6
2401,607310,4,6
2392,607310,4,6
2412,607310,4,6
2392,607310,4,6
2416,607310,4,6
2430,607310,4,6
2412,607310,4,6
2412,607310,4,6
2644,607310,4,6
2674,607310,4,6
2674,607310,4,6
2674,607310,4,6
2674,607310,4,6
2674,607310,4,6
2737,607310,4,6
2737,607310,4,6
2737,607310,4,6
2644,607310,4,6
2574,607310,4,6
2644,607310,4,6
2674,607310,4,6
2682,607310,4,6
2682,607310,4,6
2682,607310,4,6
2682,607310,4,6
2574,607310,4,6
2622,607310,4,6
2622,607310,4,6
2574,607310,4,6
2422,607310,4,6
2424,607310,4,6
2435,607310,4,6
2424,607310,4,6
2424,607310,4,6
2412,607310,4,6
2438,607310,4,6
2412,607310,4,6
2467,607310,4,6
2438,607310,4,6
2438,607310,4,6
2467,607310,4,6
2438,607310,4,6
2467,607310,4,6
2438,607310,4,6
2467,607310,4,6
2467,607310,4,6
2383,607310,4,6
2383,607310,4,6
2386,607310,4,6
2386,607310,4,6
2383,607310,4,6
2386,607310,4,6
2395,607310,4,6
2383,607310,4,6
2386,607310,4,6
2395,607310,4,6
2386,607310,4,6
2422,607310,4,6
2395,607310,4,6
2383,607310,4,6
2438,607310,4,6
2395,607310,4,6
2383,607310,4,6
2395,607310,4,6
2438,607310,4,6
2438,607310,4,6
2438,607310,4,6
2438,607310,4,6
2438,607310,4,6
2438,607310,4,6
2438,607310,4,6
2438,607310,4,6
2199,607312,4,6
2204,607312,4,6
2215,607312,4,6
2247,607312,4,6
2239,607312,4,6
2215,607312,4,6
2248,607312,4,6
2218,607312,4,6
2228,607312,4,6
2228,607312,4,6
2234,607312,4,6
2249,607312,4,6
2249,607312,4,6
2341,607312,4,6
2341,607312,4,6
2341,607312,4,6
2387,607312,4,6
2387,607312,4,6
2387,607312,4,6
2387,607312,4,6
2387,607312,4,6
2387,607312,4,6
2341,607312,4,6
2341,607312,4,6
2341,607312,4,6
2387,607312,4,6
2387,607312,4,6
2387,607312,4,6
2387,607312,4,6
2387,607312,4,6
2387,607312,4,6
2387,607312,4,6
2387,607312,4,6
2379,607312,4,6
2379,607312,4,6
2379,607312,4,6
2379,607312,4,6
2315,607312,4,6
2315,607312,4,6
2315,607312,4,6
2315,607312,4,6
2315,607312,4,6
2315,607312,4,6
2315,607312,4,6
2315,607312,4,6
2315,607312,4,6
2356,607312,4,6
2356,607312,4,6
2356,607312,4,6
2379,607312,4,6
2379,607312,4,6
2356,607312,4,6
2356,607312,4,6
2379,607312,4,6
2440,607310,4,6
2440,607310,4,6
2440,607310,4,6
2495,607310,4,6
2440,607310,4,6
2440,607310,4,6
2495,607310,4,6
2495,607310,4,6
2513,607310,4,6
2513,607310,4,6
2513,607310,4,6
2574,607310,4,6
2576,607310,4,6
2513,607310,4,6
2574,607310,4,6
2576,607310,4,6
2574,607310,4,6
2576,607310,4,6
2574,607310,4,6
2576,607310,4,6
2706,607310,4,6
2706,607310,4,6
2706,607310,4,6
2706,607310,4,6
2513,607310,4,6
2513,607310,4,6
2513,607310,4,6
2513,607310,4,6
2576,607310,4,6
2623,607310,4,6
2623,607310,4,6
2576,607310,4,6
2576,607310,4,6
2623,607310,4,6
2623,607310,4,6
2576,607310,4,6
2623,607310,4,6
2623,607310,4,6
2576,607310,4,6
2576,607310,4,6
2623,607310,4,6
2706,607310,4,6
2706,607310,4,6
2706,607310,4,6
2623,607310,4,6
2531,607310,4,6
2538,607310,4,6
2531,607310,4,6
2538,607310,4,6
2538,607310,4,6
2538,607310,4,6
2531,607310,4,6
2585,607310,4,6
2585,607310,4,6
2538,607310,4,6
2585,607310,4,6
2531,607310,4,6
2585,607310,4,6
2615,607310,4,6
2615,607310,4,6
2615,607310,4,6
2615,607310,4,6
2615,607310,4,6
2615,607310,4,6
2615,607310,4,6
2615,607310,4,6
2615,607310,4,6
1996,607312,4,6
2034,607310,4,6
2034,607310,4,6
2034,607310,4,6
2163,607310,4,6
2185,607310,4,6
2163,607310,4,6
2185,607310,4,6
2185,607310,4,6
2185,607310,4,6
2220,607310,4,6
2220,607310,4,6
2220,607310,4,6
2220,607310,4,6
2220,607310,4,6
2271,607310,4,6
2291,607310,4,6
2291,607310,4,6
2331,607310,4,6
2291,607310,4,6
2291,607310,4,6
2331,607310,4,6
2331,607310,4,6
2331,607310,4,6
2331,607310,4,6
2220,607310,4,6
2271,607310,4,6
2291,607310,4,6
2291,607310,4,6
2291,607310,4,6
2291,607310,4,6
2291,607310,4,6
2291,607310,4,6
2305,607310,4,6
2305,607310,4,6
2305,607310,4,6
2305,607310,4,6
2305,607310,4,6
2305,607310,4,6
2305,607310,4,6
2354,607310,4,6
2305,607310,4,6
2305,607310,4,6
2305,607310,4,6
2354,607310,4,6
2305,607310,4,6
2354,607310,4,6
2354,607310,4,6
2268,607310,4,6
2296,607310,4,6
2296,607310,4,6
2296,607310,4,6
2319,607310,4,6
2319,607310,4,6
2268,607310,4,6
2268,607310,4,6
2319,607310,4,6
2319,607310,4,6
2319,607310,4,6
2319,607310,4,6
2319,607310,4,6
2319,607310,4,6
1956,607311,4,6
1956,607311,4,6
1956,607311,4,6
1969,607311,4,6
1954,607311,4,6
1969,607311,4,6
1956,607311,4,6
1969,607311,4,6
1954,607311,4,6
1969,607311,4,6
2002,607311,4,6
1969,607311,4,6
1969,607311,4,6
1969,607311,4,6
2002,607311,4,6
1969,607311,4,6
1815,607311,4,6
1815,607311,4,6
1815,607311,4,6
1900,607311,4,6
1900,607311,4,6
1900,607311,4,6
1900,607311,4,6
1900,607311,4,6
1940,607311,4,6
1941,607311,4,6
1940,607311,4,6
1900,607311,4,6
1956,607311,4,6
1956,607311,4,6
1956,607311,4,6
1954,607311,4,6
1954,607311,4,6
1954,607311,4,6
1954,607311,4,6
2002,607311,4,6
2002,607311,4,6
2002,607311,4,6
1878,607311,4,6
1878,607311,4,6
1878,607311,4,6
1902,607311,4,6
1902,607311,4,6
1842,607311,4,6
1866,607311,4,6
1866,607311,4,6
1866,607311,4,6
1866,607311,4,6
1904,607311,4,6
1904,607311,4,6
1813,607311,4,6
1817,607311,4,6
1813,607311,4,6
1813,607311,4,6
1813,607311,4,6
1835,607311,4,6
1835,607311,4,6
1878,607311,4,6
1813,607311,4,6
1878,607311,4,6
1902,607311,4,6
1902,607311,4,6
1804,607309,4,6
1804,607309,4,6
1842,607311,4,6
1847,607311,4,6
1847,607311,4,6
1853,607311,4,6
1847,607311,4,6
1864,607311,4,6
1853,607311,4,6
1864,607311,4,6
1847,607311,4,6
1871,607311,4,6
1871,607311,4,6
1871,607311,4,6
1864,607311,4,6
1864,607311,4,6
1923,607311,4,6
1936,607311,4,6
1923,607311,4,6
1942,607311,4,6
1942,607311,4,6
1947,607311,4,6
1936,607311,4,6
1947,607311,4,6
1955,607311,4,6
1942,607311,4,6
1947,607311,4,6
1966,607311,4,6
1977,607311,4,6
1985,607311,4,6
1977,607311,4,6
1985,607311,4,6
1985,607311,4,6
1977,607311,4,6
2010,607311,4,6
1981,607311,4,6
1981,607311,4,6
1981,607311,4,6
1981,607311,4,6
1981,607311,4,6
1981,607311,4,6
2001,607311,4,6
2001,607311,4,6
1966,607311,4,6
1966,607311,4,6
1981,607311,4,6
1981,607311,4,6
1981,607311,4,6
1921,607311,4,6
1921,607311,4,6
1921,607311,4,6
1918,607311,4,6
1918,607311,4,6
1921,607311,4,6
1921,607311,4,6
1951,607311,4,6
1921,607311,4,6
1921,607311,4,6
1921,607311,4,6
1918,607311,4,6
1918,607311,4,6
1918,607311,4,6
1918,607311,4,6
1918,607311,4,6
1951,607311,4,6
1951,607311,4,6
1951,607311,4,6
1970,607311,4,6
1972,607311,4,6
1975,607311,4,6
1970,607311,4,6
1972,607311,4,6
1975,607311,4,6
1970,607311,4,6
1972,607311,4,6
1999,607311,4,6
1999,607311,4,6
2009,607311,4,6
1999,607311,4,6
2019,607311,4,6
2009,607311,4,6
2009,607311,4,6
2036,607311,4,6
2009,607311,4,6
2054,607311,4,6
2058,607311,4,6
2058,607311,4,6
2054,607311,4,6
2061,607311,4,6
2058,607311,4,6
2061,607311,4,6
2061,607311,4,6
2054,607311,4,6
2054,607311,4,6
2087,607311,4,6
2054,607311,4,6
2087,607311,4,6
1999,607311,4,6
1987,607311,4,6
1994,607311,4,6
1994,607311,4,6
2009,607311,4,6
2009,607311,4,6
2009,607311,4,6
2018,607311,4,6
2028,607311,4,6
2018,607311,4,6
2009,607311,4,6
1987,607311,4,6
2009,607311,4,6
2018,607311,4,6
2009,607311,4,6
2018,607311,4,6
2018,607311,4,6
1987,607311,4,6
1987,607311,4,6
2028,607311,4,6
2028,607311,4,6
2046,607311,4,6
2046,607311,4,6
2046,607311,4,6
2046,607311,4,6
2046,607311,4,6
2028,607311,4,6
1814,607311,4,6
1814,607311,4,6
1814,607311,4,6
1845,607311,4,6
1845,607311,4,6
1845,607311,4,6
1845,607311,4,6
1814,607311,4,6
1814,607311,4,6
1814,607311,4,6
1814,607311,4,6
1825,607311,4,6
