TAZ,PUMA,REGION,STATE
3512,607316,4,6
3512,607316,4,6
3513,607316,4,6
3513,607316,4,6
3513,607316,4,6
3513,607316,4,6
3513,607316,4,6
3513,607316,4,6
3557,607316,4,6
3513,607316,4,6
3513,607316,4,6
3610,607316,4,6
3557,607316,4,6
3610,607316,4,6
3557,607316,4,6
3610,607316,4,6
3610,607316,4,6
3520,607316,4,6
3520,607316,4,6
3520,607316,4,6
3520,607316,4,6
3520,607316,4,6
3520,607316,4,6
3520,607316,4,6
3520,607316,4,6
3520,607316,4,6
3520,607316,4,6
3518,607316,4,6
3518,607316,4,6
3518,607316,4,6
3520,607316,4,6
3520,607316,4,6
3520,607316,4,6
3518,607316,4,6
3518,607316,4,6
3518,607316,4,6
3518,607316,4,6
3518,607316,4,6
3518,607316,4,6
3390,607316,4,6
3390,607316,4,6
3390,607316,4,6
3390,607316,4,6
3390,607316,4,6
3390,607316,4,6
3445,607316,4,6
3445,607316,4,6
3445,607316,4,6
3445,607316,4,6
3445,607316,4,6
3445,607316,4,6
3445,607316,4,6
3445,607316,4,6
3445,607316,4,6
3445,607316,4,6
3445,607316,4,6
3445,607316,4,6
3445,607316,4,6
3445,607316,4,6
3390,607316,4,6
3390,607316,4,6
3390,607316,4,6
3390,607316,4,6
3390,607316,4,6
3390,607316,4,6
3253,607316,4,6
3253,607316,4,6
3253,607316,4,6
3253,607316,4,6
3253,607316,4,6
3253,607316,4,6
3253,607316,4,6
3253,607316,4,6
3253,607316,4,6
3337,607316,4,6
3337,607316,4,6
3337,607316,4,6
3337,607316,4,6
3337,607316,4,6
3337,607316,4,6
3337,607316,4,6
3337,607316,4,6
3337,607316,4,6
3337,607316,4,6
3215,607316,4,6
3215,607316,4,6
3255,607316,4,6
3215,607316,4,6
3255,607316,4,6
3215,607316,4,6
3255,607316,4,6
3215,607316,4,6
3255,607316,4,6
3255,607316,4,6
3215,607316,4,6
3215,607316,4,6
3215,607316,4,6
3215,607316,4,6
3215,607316,4,6
3215,607316,4,6
3313,607316,4,6
3313,607316,4,6
3313,607316,4,6
3313,607316,4,6
3312,607316,4,6
3313,607316,4,6
3313,607316,4,6
3312,607316,4,6
3312,607316,4,6
3312,607316,4,6
3313,607316,4,6
3312,607316,4,6
3312,607316,4,6
3312,607316,4,6
3312,607316,4,6
3312,607316,4,6
3312,607316,4,6
3311,607316,4,6
3311,607316,4,6
3311,607316,4,6
3311,607316,4,6
3311,607316,4,6
3311,607316,4,6
3311,607316,4,6
3393,607316,4,6
3393,607316,4,6
3393,607316,4,6
3393,607316,4,6
3393,607316,4,6
3393,607316,4,6
3446,607316,4,6
3446,607316,4,6
3446,607316,4,6
3446,607316,4,6
3446,607316,4,6
3446,607316,4,6
3446,607316,4,6
3392,607316,4,6
3392,607316,4,6
3446,607316,4,6
3392,607316,4,6
3392,607316,4,6
3392,607316,4,6
3393,607316,4,6
3392,607316,4,6
3393,607316,4,6
3392,607316,4,6
3392,607316,4,6
3392,607316,4,6
3446,607316,4,6
3523,607316,4,6
3523,607316,4,6
3523,607316,4,6
3523,607316,4,6
3523,607316,4,6
3523,607316,4,6
3523,607316,4,6
3523,607316,4,6
3523,607316,4,6
3523,607316,4,6
3523,607316,4,6
3523,607316,4,6
3523,607316,4,6
3523,607316,4,6
3523,607316,4,6
3523,607316,4,6
3521,607316,4,6
3521,607316,4,6
3521,607316,4,6
3523,607316,4,6
3523,607316,4,6
3523,607316,4,6
3523,607316,4,6
3521,607316,4,6
3521,607316,4,6
3521,607316,4,6
3521,607316,4,6
3521,607316,4,6
3521,607316,4,6
3521,607316,4,6
3521,607316,4,6
3521,607316,4,6
3514,607316,4,6
3514,607316,4,6
3569,607316,4,6
3569,607316,4,6
3570,607316,4,6
3570,607316,4,6
3570,607316,4,6
3569,607316,4,6
3570,607316,4,6
3570,607316,4,6
3569,607316,4,6
3570,607316,4,6
3569,607316,4,6
3570,607316,4,6
3569,607316,4,6
3569,607316,4,6
3569,607316,4,6
3569,607316,4,6
3569,607316,4,6
3569,607316,4,6
3569,607316,4,6
3514,607316,4,6
3514,607316,4,6
3514,607316,4,6
3514,607316,4,6
3569,607316,4,6
3569,607316,4,6
3397,607317,4,6
3397,607317,4,6
3397,607317,4,6
3397,607317,4,6
3397,607317,4,6
3397,607317,4,6
3397,607317,4,6
3397,607317,4,6
3397,607317,4,6
3396,607317,4,6
3396,607317,4,6
3397,607317,4,6
3396,607317,4,6
3396,607317,4,6
3397,607317,4,6
3396,607317,4,6
3396,607317,4,6
3396,607317,4,6
3396,607317,4,6
3396,607317,4,6
3396,607317,4,6
3395,607317,4,6
3395,607317,4,6
3395,607317,4,6
3395,607317,4,6
3395,607317,4,6
3395,607317,4,6
3315,607317,4,6
3315,607317,4,6
3315,607317,4,6
3315,607317,4,6
3315,607317,4,6
3315,607317,4,6
3315,607317,4,6
3314,607317,4,6
3315,607317,4,6
3314,607317,4,6
3315,607317,4,6
3315,607317,4,6
3314,607317,4,6
3314,607317,4,6
3314,607317,4,6
3314,607317,4,6
3314,607317,4,6
3314,607317,4,6
3314,607317,4,6
3314,607317,4,6
3314,607317,4,6
3314,607317,4,6
3314,607317,4,6
3314,607317,4,6
3314,607317,4,6
3277,607317,4,6
3277,607317,4,6
3277,607317,4,6
3277,607317,4,6
3277,607317,4,6
3277,607317,4,6
3277,607317,4,6
3261,607317,4,6
3261,607317,4,6
3290,607317,4,6
3290,607317,4,6
3259,607317,4,6
3289,607317,4,6
3289,607317,4,6
3289,607317,4,6
3259,607317,4,6
3259,607317,4,6
3261,607317,4,6
3261,607317,4,6
3261,607317,4,6
3259,607317,4,6
3259,607317,4,6
3148,607317,4,6
3148,607317,4,6
3148,607317,4,6
3148,607317,4,6
3148,607317,4,6
3148,607317,4,6
3134,607317,4,6
3148,607317,4,6
3134,607317,4,6
3134,607317,4,6
3134,607317,4,6
3134,607317,4,6
3134,607317,4,6
3134,607317,4,6
3134,607317,4,6
3134,607317,4,6
3148,607317,4,6
3148,607317,4,6
3134,607317,4,6
3134,607317,4,6
3129,607317,4,6
3208,607317,4,6
3208,607317,4,6
3208,607317,4,6
3135,607317,4,6
3135,607317,4,6
3129,607317,4,6
3129,607317,4,6
3115,607317,4,6
3115,607317,4,6
3129,607317,4,6
3135,607317,4,6
3135,607317,4,6
3129,607317,4,6
3208,607317,4,6
3129,607317,4,6
3129,607317,4,6
3208,607317,4,6
3208,607317,4,6
3208,607317,4,6
3274,607317,4,6
3129,607317,4,6
3281,607317,4,6
3274,607317,4,6
3274,607317,4,6
3281,607317,4,6
3281,607317,4,6
3184,607317,4,6
3184,607317,4,6
3286,607317,4,6
3184,607317,4,6
3286,607317,4,6
3184,607317,4,6
3184,607317,4,6
3252,607317,4,6
3286,607317,4,6
3252,607317,4,6
3252,607317,4,6
3286,607317,4,6
3272,607317,4,6
3272,607317,4,6
3272,607317,4,6
3272,607317,4,6
3272,607317,4,6
3272,607317,4,6
3272,607317,4,6
3272,607317,4,6
3272,607317,4,6
3342,607317,4,6
3342,607317,4,6
3342,607317,4,6
3342,607317,4,6
3342,607317,4,6
3342,607317,4,6
3342,607317,4,6
3342,607317,4,6
3342,607317,4,6
3317,607317,4,6
3317,607317,4,6
3317,607317,4,6
3317,607317,4,6
3317,607317,4,6
3317,607317,4,6
3317,607317,4,6
3317,607317,4,6
3317,607317,4,6
3317,607317,4,6
3317,607317,4,6
3317,607317,4,6
3317,607317,4,6
3317,607317,4,6
3317,607317,4,6
3398,607317,4,6
3398,607317,4,6
3398,607317,4,6
3398,607317,4,6
3398,607317,4,6
3398,607317,4,6
3398,607317,4,6
3398,607317,4,6
3398,607317,4,6
3398,607317,4,6
3398,607317,4,6
3398,607317,4,6
3402,607317,4,6
3402,607317,4,6
3402,607317,4,6
3402,607317,4,6
3402,607317,4,6
3402,607317,4,6
3402,607317,4,6
3402,607317,4,6
3402,607317,4,6
3400,607317,4,6
3400,607317,4,6
3400,607317,4,6
3400,607317,4,6
3400,607317,4,6
3400,607317,4,6
3400,607317,4,6
3400,607317,4,6
3400,607317,4,6
3399,607317,4,6
3399,607317,4,6
3399,607317,4,6
3399,607317,4,6
3399,607317,4,6
3399,607317,4,6
3399,607317,4,6
3399,607317,4,6
3343,607317,4,6
3343,607317,4,6
3343,607317,4,6
3343,607317,4,6
3340,607317,4,6
3343,607317,4,6
3340,607317,4,6
3340,607317,4,6
3340,607317,4,6
3340,607317,4,6
3340,607317,4,6
3340,607317,4,6
3340,607317,4,6
3340,607317,4,6
3383,607317,4,6
3383,607317,4,6
3383,607317,4,6
3383,607317,4,6
3383,607317,4,6
3383,607317,4,6
3383,607317,4,6
3383,607317,4,6
3383,607317,4,6
3383,607317,4,6
3383,607317,4,6
3383,607317,4,6
3433,607317,4,6
3433,607317,4,6
3433,607317,4,6
3433,607317,4,6
3464,607317,4,6
3464,607317,4,6
3464,607317,4,6
3464,607317,4,6
3464,607317,4,6
3464,607317,4,6
3497,607317,4,6
3497,607317,4,6
3497,607317,4,6
3497,607317,4,6
3497,607317,4,6
3497,607317,4,6
3493,607317,4,6
3497,607317,4,6
3493,607317,4,6
3497,607317,4,6
3493,607317,4,6
3493,607317,4,6
3497,607317,4,6
3493,607317,4,6
3493,607317,4,6
3493,607317,4,6
3493,607317,4,6
3493,607317,4,6
3493,607317,4,6
3498,607317,4,6
3498,607317,4,6
3498,607317,4,6
3498,607317,4,6
3536,607317,4,6
3536,607317,4,6
3536,607317,4,6
3536,607317,4,6
3536,607317,4,6
3536,607317,4,6
3498,607317,4,6
3498,607317,4,6
3498,607317,4,6
3536,607317,4,6
3536,607317,4,6
3536,607317,4,6
3536,607317,4,6
3536,607317,4,6
3536,607317,4,6
3595,607317,4,6
3595,607317,4,6
3655,607317,4,6
3655,607317,4,6
3655,607317,4,6
3655,607317,4,6
3655,607317,4,6
3655,607317,4,6
3655,607317,4,6
3655,607317,4,6
3655,607317,4,6
3655,607317,4,6
3592,607317,4,6
3592,607317,4,6
3595,607317,4,6
3595,607317,4,6
3592,607317,4,6
3592,607317,4,6
3595,607317,4,6
3595,607317,4,6
3595,607317,4,6
3595,607317,4,6
3595,607317,4,6
3595,607317,4,6
3595,607317,4,6
3595,607317,4,6
3595,607317,4,6
3761,607317,4,6
3761,607317,4,6
3761,607317,4,6
3761,607317,4,6
3822,607317,4,6
3761,607317,4,6
3761,607317,4,6
3761,607317,4,6
3822,607317,4,6
3822,607317,4,6
3822,607317,4,6
3654,607317,4,6
3654,607317,4,6
3654,607317,4,6
3654,607317,4,6
3654,607317,4,6
3713,607317,4,6
3713,607317,4,6
3713,607317,4,6
3713,607317,4,6
3746,607317,4,6
3746,607317,4,6
3746,607317,4,6
3713,607317,4,6
3654,607317,4,6
3654,607317,4,6
3654,607317,4,6
3713,607317,4,6
3713,607317,4,6
3713,607317,4,6
3713,607317,4,6
3654,607317,4,6
3654,607317,4,6
3654,607317,4,6
3540,607317,4,6
3540,607317,4,6
3540,607317,4,6
3597,607317,4,6
3597,607317,4,6
3597,607317,4,6
3597,607317,4,6
3597,607317,4,6
3597,607317,4,6
3501,607317,4,6
3501,607317,4,6
3501,607317,4,6
3501,607317,4,6
3540,607317,4,6
3540,607317,4,6
3540,607317,4,6
3540,607317,4,6
3540,607317,4,6
3540,607317,4,6
3540,607317,4,6
3540,607317,4,6
3540,607317,4,6
3597,607317,4,6
3597,607317,4,6
3597,607317,4,6
3597,607317,4,6
3597,607317,4,6
3597,607317,4,6
3597,607317,4,6
3661,607317,4,6
3661,607317,4,6
3661,607317,4,6
3661,607317,4,6
3661,607317,4,6
3698,607317,4,6
3698,607317,4,6
3698,607317,4,6
3661,607317,4,6
3661,607317,4,6
3661,607317,4,6
3661,607317,4,6
3661,607317,4,6
3698,607317,4,6
3698,607317,4,6
3661,607317,4,6
3698,607317,4,6
3698,607317,4,6
3698,607317,4,6
3698,607317,4,6
3698,607317,4,6
3698,607317,4,6
3698,607317,4,6
3698,607317,4,6
3698,607317,4,6
3316,607317,4,6
3316,607317,4,6
3316,607317,4,6
3316,607317,4,6
3316,607317,4,6
3316,607317,4,6
3316,607317,4,6
3316,607317,4,6
3376,607317,4,6
3376,607317,4,6
3376,607317,4,6
3376,607317,4,6
3376,607317,4,6
3347,607317,4,6
3347,607317,4,6
3347,607317,4,6
3347,607317,4,6
3347,607317,4,6
3410,607317,4,6
3412,607317,4,6
3412,607317,4,6
3410,607317,4,6
3412,607317,4,6
3410,607317,4,6
3410,607317,4,6
3412,607317,4,6
3442,607317,4,6
3442,607317,4,6
3460,607317,4,6
3460,607317,4,6
3442,607317,4,6
3460,607317,4,6
3442,607317,4,6
3460,607317,4,6
3548,607317,4,6
3548,607317,4,6
3460,607317,4,6
3548,607317,4,6
3460,607317,4,6
3519,607317,4,6
3525,607317,4,6
3519,607317,4,6
3519,607317,4,6
3519,607317,4,6
3519,607317,4,6
3548,607317,4,6
3574,607317,4,6
3460,607317,4,6
3548,607317,4,6
3548,607317,4,6
3574,607317,4,6
3574,607317,4,6
3460,607317,4,6
3574,607317,4,6
3574,607317,4,6
3574,607317,4,6
3670,607317,4,6
3715,607317,4,6
3729,607317,4,6
3729,607317,4,6
3715,607317,4,6
3729,607317,4,6
3729,607317,4,6
3598,607317,4,6
3598,607317,4,6
3670,607317,4,6
3670,607317,4,6
3715,607317,4,6
3715,607317,4,6
3378,607317,4,6
3378,607317,4,6
3378,607317,4,6
3378,607317,4,6
3378,607317,4,6
3378,607317,4,6
3378,607317,4,6
3378,607317,4,6
3378,607317,4,6
3378,607317,4,6
3437,607317,4,6
3437,607317,4,6
3437,607317,4,6
3437,607317,4,6
3437,607317,4,6
3437,607317,4,6
3363,607317,4,6
3363,607317,4,6
3363,607317,4,6
3363,607317,4,6
3375,607317,4,6
3363,607317,4,6
3363,607317,4,6
3363,607317,4,6
3375,607317,4,6
3375,607317,4,6
3375,607317,4,6
3375,607317,4,6
3375,607317,4,6
3375,607317,4,6
3375,607317,4,6
3375,607317,4,6
3502,607317,4,6
3502,607317,4,6
3502,607317,4,6
3502,607317,4,6
3502,607317,4,6
3502,607317,4,6
3502,607317,4,6
3590,607317,4,6
3502,607317,4,6
3502,607317,4,6
3502,607317,4,6
3502,607317,4,6
3502,607317,4,6
3590,607317,4,6
3590,607317,4,6
3590,607317,4,6
3590,607317,4,6
3505,607317,4,6
3505,607317,4,6
3505,607317,4,6
3505,607317,4,6
3553,607317,4,6
3553,607317,4,6
3553,607317,4,6
3505,607317,4,6
3505,607317,4,6
3505,607317,4,6
3505,607317,4,6
3553,607317,4,6
3553,607317,4,6
3640,607317,4,6
3640,607317,4,6
3626,607317,4,6
3619,607317,4,6
3626,607317,4,6
3626,607317,4,6
3619,607317,4,6
3619,607317,4,6
3619,607317,4,6
3619,607317,4,6
3704,607317,4,6
3687,607317,4,6
3687,607317,4,6
3705,607317,4,6
3705,607317,4,6
3796,607317,4,6
3796,607317,4,6
3705,607317,4,6
3705,607317,4,6
3705,607317,4,6
3705,607317,4,6
3796,607317,4,6
3796,607317,4,6
3796,607317,4,6
3796,607317,4,6
3796,607317,4,6
3796,607317,4,6
3849,607317,4,6
3849,607317,4,6
3849,607317,4,6
3849,607317,4,6
3093,607317,4,6
3093,607317,4,6
3098,607317,4,6
3093,607317,4,6
3098,607317,4,6
3131,607317,4,6
3093,607317,4,6
3131,607317,4,6
3112,607317,4,6
3112,607317,4,6
3098,607317,4,6
3131,607317,4,6
3176,607317,4,6
3176,607317,4,6
3176,607317,4,6
3176,607317,4,6
3278,607317,4,6
3339,607317,4,6
3339,607317,4,6
3339,607317,4,6
3339,607317,4,6
3339,607317,4,6
3339,607317,4,6
3339,607317,4,6
3273,607317,4,6
3273,607317,4,6
3273,607317,4,6
3273,607317,4,6
3273,607317,4,6
3195,607317,4,6
3273,607317,4,6
3278,607317,4,6
3273,607317,4,6
3273,607317,4,6
3195,607317,4,6
3195,607317,4,6
3195,607317,4,6
3195,607317,4,6
3278,607317,4,6
3200,607317,4,6
3200,607317,4,6
3200,607317,4,6
3200,607317,4,6
3200,607317,4,6
3200,607317,4,6
3241,607317,4,6
3241,607317,4,6
3241,607317,4,6
3241,607317,4,6
3241,607317,4,6
3241,607317,4,6
3241,607317,4,6
3241,607317,4,6
3301,607317,4,6
3301,607317,4,6
3301,607317,4,6
3301,607317,4,6
3301,607317,4,6
3301,607317,4,6
3301,607317,4,6
3301,607317,4,6
3301,607317,4,6
3301,607317,4,6
3301,607317,4,6
3301,607317,4,6
3301,607317,4,6
3301,607317,4,6
3301,607317,4,6
3231,607317,4,6
3231,607317,4,6
3231,607317,4,6
3231,607317,4,6
3231,607317,4,6
3231,607317,4,6
3231,607317,4,6
3294,607317,4,6
3294,607317,4,6
3303,607317,4,6
3294,607317,4,6
3303,607317,4,6
3294,607317,4,6
3294,607317,4,6
3231,607317,4,6
3231,607317,4,6
3279,607317,4,6
3279,607317,4,6
3279,607317,4,6
3279,607317,4,6
3294,607317,4,6
3303,607317,4,6
3345,607317,4,6
3345,607317,4,6
3345,607317,4,6
3345,607317,4,6
3345,607317,4,6
3345,607317,4,6
3294,607317,4,6
3345,607317,4,6
3345,607317,4,6
3345,607317,4,6
3345,607317,4,6
3417,607317,4,6
3417,607317,4,6
3417,607317,4,6
3417,607317,4,6
3404,607317,4,6
3486,607317,4,6
3490,607317,4,6
3490,607317,4,6
3490,607317,4,6
3486,607317,4,6
3490,607317,4,6
3404,607317,4,6
3404,607317,4,6
3404,607317,4,6
3417,607317,4,6
3404,607317,4,6
3404,607317,4,6
3404,607317,4,6
3490,607317,4,6
3490,607317,4,6
3490,607317,4,6
3490,607317,4,6
3490,607317,4,6
3490,607317,4,6
3490,607317,4,6
3111,607317,4,6
3111,607317,4,6
3133,607317,4,6
3145,607317,4,6
3133,607317,4,6
3145,607317,4,6
3142,607317,4,6
3145,607317,4,6
3145,607317,4,6
3133,607317,4,6
3142,607317,4,6
3142,607317,4,6
3202,607317,4,6
3202,607317,4,6
3206,607317,4,6
3142,607317,4,6
3206,607317,4,6
3206,607317,4,6
3219,607317,4,6
3219,607317,4,6
3219,607317,4,6
3219,607317,4,6
3219,607317,4,6
3206,607317,4,6
3202,607317,4,6
3219,607317,4,6
3219,607317,4,6
3202,607317,4,6
3205,607317,4,6
3205,607317,4,6
3205,607317,4,6
3205,607317,4,6
3205,607317,4,6
3205,607317,4,6
3226,607317,4,6
3226,607317,4,6
3226,607317,4,6
3226,607317,4,6
3199,607317,4,6
3199,607317,4,6
3199,607317,4,6
3199,607317,4,6
3199,607317,4,6
3199,607317,4,6
3199,607317,4,6
3199,607317,4,6
3225,607317,4,6
3225,607317,4,6
3225,607317,4,6
3225,607317,4,6
3225,607317,4,6
3132,607317,4,6
3159,607317,4,6
3159,607317,4,6
3159,607317,4,6
3205,607317,4,6
3132,607317,4,6
3132,607317,4,6
3159,607317,4,6
3159,607317,4,6
3824,607318,4,6
3824,607318,4,6
3824,607318,4,6
3824,607318,4,6
3917,607318,4,6
3824,607318,4,6
3917,607318,4,6
3917,607318,4,6
3917,607318,4,6
3917,607318,4,6
3917,607318,4,6
3917,607318,4,6
3973,607318,4,6
3917,607318,4,6
3917,607318,4,6
3973,607318,4,6
3824,607318,4,6
3973,607318,4,6
3973,607318,4,6
3973,607318,4,6
3973,607318,4,6
3973,607318,4,6
3973,607318,4,6
3973,607318,4,6
3973,607318,4,6
3973,607318,4,6
3973,607318,4,6
3973,607318,4,6
3973,607318,4,6
3630,607318,4,6
3630,607318,4,6
3728,607319,4,6
3741,607318,4,6
3744,607318,4,6
3630,607318,4,6
3744,607318,4,6
3630,607318,4,6
3771,607319,4,6
3744,607318,4,6
3794,607318,4,6
3797,607318,4,6
3794,607318,4,6
3797,607318,4,6
3794,607318,4,6
3794,607318,4,6
3797,607318,4,6
3797,607318,4,6
3794,607318,4,6
3797,607318,4,6
3794,607318,4,6
3833,607318,4,6
3920,607318,4,6
3920,607318,4,6
3833,607318,4,6
3833,607318,4,6
3833,607318,4,6
3833,607318,4,6
3833,607318,4,6
3920,607318,4,6
3833,607318,4,6
3833,607318,4,6
4018,607318,4,6
4018,607318,4,6
4018,607318,4,6
4099,607318,4,6
4099,607318,4,6
4099,607318,4,6
4099,607318,4,6
4099,607318,4,6
4099,607318,4,6
4099,607318,4,6
4099,607318,4,6
4046,607318,4,6
4018,607318,4,6
4046,607318,4,6
4046,607318,4,6
4099,607318,4,6
4246,607318,4,6
4246,607318,4,6
4246,607318,4,6
4270,607318,4,6
4270,607318,4,6
4270,607318,4,6
4270,607318,4,6
4122,607318,4,6
4170,607318,4,6
4170,607318,4,6
4170,607318,4,6
4170,607318,4,6
4170,607318,4,6
4170,607318,4,6
4122,607318,4,6
4122,607318,4,6
4186,607318,4,6
4186,607318,4,6
4208,607318,4,6
4208,607318,4,6
4186,607318,4,6
4186,607318,4,6
4208,607318,4,6
4208,607318,4,6
4208,607318,4,6
4122,607318,4,6
4122,607318,4,6
4186,607318,4,6
4186,607318,4,6
4186,607318,4,6
4186,607318,4,6
4186,607318,4,6
4186,607318,4,6
3995,607318,4,6
3995,607318,4,6
3995,607318,4,6
4064,607318,4,6
3995,607318,4,6
4064,607318,4,6
3995,607318,4,6
4064,607318,4,6
4149,607318,4,6
4149,607318,4,6
4149,607318,4,6
4149,607318,4,6
4149,607318,4,6
4149,607318,4,6
4149,607318,4,6
4149,607318,4,6
4149,607318,4,6
3992,607318,4,6
3992,607318,4,6
3993,607318,4,6
3992,607318,4,6
3992,607318,4,6
4121,607318,4,6
4121,607318,4,6
4121,607318,4,6
4221,607318,4,6
4222,607318,4,6
4222,607318,4,6
4222,607318,4,6
4222,607318,4,6
4222,607318,4,6
4222,607318,4,6
4222,607318,4,6
4222,607318,4,6
4222,607318,4,6
4222,607318,4,6
4222,607318,4,6
4222,607318,4,6
4222,607318,4,6
4221,607318,4,6
4221,607318,4,6
4222,607318,4,6
4222,607318,4,6
4273,607318,4,6
4273,607318,4,6
4273,607318,4,6
4221,607318,4,6
4067,607318,4,6
4067,607318,4,6
4067,607318,4,6
4067,607318,4,6
4067,607318,4,6
4067,607318,4,6
4184,607318,4,6
4184,607318,4,6
4184,607318,4,6
4184,607318,4,6
