STATE,COUNTY,TRACT,TOTHH,MOETOT,HHWORK0,MOEW0,HHWORK1,MOEW1,HHWORK2,MOEW2,HHWORK3,MOEW3,HHSIZE1,MOESIZE1,HHS1W0,MOES1W0,HHS1W1,MOES1W1,HHSIZE2,MOESIZE2,HHS2W0,MOES2W0,HHS2W1,MOES2W1,HHS2W2,MOES2W2,HHSIZE3,MOESIZE3,HHS3W0,MOES3W0,HHS3W1,MOES3W1,HHS3W2,MOES3W2,HHS3W3,MOES3W3,HHSIZE4,MOESIZE4,HHS4W0,MOES4W0,HHS4W1,MOES4W1,HHS4W2,MOES4W2,HHS4W3,MOES4W3,TOTHH2,MOETOT2,OOHU,MOEOOHU,OOHUDETACHED,OOHUMOEDETACHED,OOHUATTACHED,OOHUMOEATTACHED,OOHUUB2,OOHUMOEUB2,OOHUUB3TO4,OOHUMOEUB3TO4,OOHUUB5TO9,OOHUMOEUB5TO9,OOHUUB10TO19,OOHUMOEUB10TO19,OOHUUB20TO49,OOHUMOEUB20TO49,OOHUUB50PLUS,OOHUMOEUB50PLUS,OOHUUBMH,OOHUMOEUBMH,OOHUUBBOATRV,OOHUMOEUBBOATRV,ROHU,MOEROHU,ROHUDETACHED,ROHUMOEDETACHED,ROHUATTACHED,ROHUMOEATTACHED,ROHUUB2,ROHUMOEUB2,ROHUUB3TO4,ROHUMOEUB3TO4,ROHUUB5TO9,ROHUMOEUB5TO9,ROHUUB10TO19,ROHUMOEUB10TO19,ROHUUB20TO49,ROHUMOEUB20TO49,ROHUUB50PLUS,ROHUMOEUB50PLUS,ROHUUBMH,ROHUMOEUBMH,ROHUUBBOATRV,ROHUMOEUBBOATRV
41,3,10100,3182,161.8322325,881,145.0184941,1035,192.3071334,1081,161.8322325,185,70.40752972,508,132.4081902,271,96.67899604,236,93.52642008,1447,162.8830911,531,106.1367239,479,148.17107,437,111.3910172,380,116.6453104,61,69.35667107,96,70.40752972,191,76.71268164,33,30.47490092,847,105.0858653,18,28.37318362,224,86.17040951,453,96.67899604,152,67.25495376,3182,161.8322325,2915,186.0019815,2821,183.9002642,15,23.11889036,14,22.0680317,0,129.2556143,0,129.2556143,0,129.2556143,0,129.2556143,0,129.2556143,65,46.23778071,0,129.2556143,267,99.83157199,164,65.15323646,0,129.2556143,103,74.61096433,0,129.2556143,0,129.2556143,0,129.2556143,0,129.2556143,0,129.2556143,0,129.2556143,0,129.2556143
41,3,10200,738,50.80583091,153,36.49676277,265,54.95091508,298,47.57503805,22,11.55803745,94,36.50417802,57,29.56876233,37,21.26524654,349,50.80064023,69,27.25003619,133,43.4010344,147,42.48600157,124,38.34091741,13,11.62180862,36,26.33574489,64,24.94020836,11,9.702759937,171,36.01848365,14,10.62446649,59,25.85894882,87,34.16691376,11,10.6303987,738,50.80583091,610,52.18876151,545,56.3375533,17,8.393240339,1,2.317243083,0,56.82176462,0,56.82176462,0,56.82176462,0,56.82176462,0,56.82176462,47,24.00292978,0,56.74242142,128,38.81919653,72,35.56022571,12,7.932016298,14,10.69936054,2,3.780999931,8,7.932016298,0,56.82176462,0,56.82176462,0,56.7505782,20,22.19955903,0,56.82176462
41,3,10300,574,41.90418251,176,35.35665399,179,44.08669202,170,35.79315589,49,30.99163498,117,30.99163498,79,26.62661597,38,17.89657795,254,41.46768061,76,19.20608365,97,35.35665399,82,27.49961977,80,26.19011407,10,10.03954373,16,11.34904943,39,19.20608365,15,13.53155894,123,29.68212928,10,10.03954373,29,15.71406844,49,18.33307985,34,28.80912548,574,41.90418251,478,41.90418251,386,41.03117871,5,7.857034221,0,53.68973384,0,53.68973384,0,53.68973384,0,53.68973384,0,53.68973384,0,53.68973384,86,33.17414449,1,2.182509506,96,30.11863118,73,26.19011407,0,53.68973384,0,53.68973384,0,53.68973384,0,53.68973384,0,53.68973384,0,53.68973384,0,53.68973384,23,15.27756654,0,53.68973384
41,3,10400,107,5.970532915,28,5.232601881,43,7.245141066,32,6.171786834,4,2.079623824,26,6.976802508,11,3.823824451,15,5.970532915,46,6.842633229,13,3.689655172,16,4.695924765,17,4.830094044,20,4.897178683,3,1.744200627,7,3.95799373,6,2.750470219,3,1.744200627,15,2.549216301,1,0.872100313,5,2.482131661,9,2.347962382,1,1.073354232,107,5.970532915,82,6.64137931,61,6.373040752,1,0.872100313,0,8.251410658,0,8.251410658,0,8.251410658,0,8.251410658,0,8.251410658,0,8.251410658,19,5.568025078,0,8.251410658,25,6.037617555,17,5.29968652,0,8.251410658,4,2.68338558,2,1.475862069,0,8.251410658,1,0.603761755,0,8.251410658,0,8.251410658,2,1.677115987,0,8.251410658
41,3,10600,1920,198.5551707,736,159.6041564,678,139.6536368,367,123.5032162,139,71.25185552,996,174.8045522,525,148.2038595,471,130.1533894,687,149.1538842,188,96.9025235,174,63.6516576,325,105.4527462,121,71.25185552,23,22.80059377,15,19.95051954,16,28.50074221,67,55.10143493,116,56.05145967,0,116.853043,18,21.85056903,26,31.35081643,72,43.70113805,1920,198.5551707,175,58.90153389,135,48.45126175,11,16.15042058,9,14.2503711,11,18.05047006,0,116.853043,0,116.853043,9,14.2503711,0,116.853043,0,116.853043,0,116.853043,1745,189.0549233,289,122.5531915,33,31.35081643,59,54.15141019,154,71.25185552,351,118.7530925,309,125.4032657,246,77.9020287,280,88.35230084,9,14.2503711,15,24.70064325
41,3,10702,951,131.2124542,379,112.6336996,368,92.89377289,165,80.12087912,39,32.51282051,338,103.3443223,250,92.89377289,88,49.93040293,296,114.956044,101,67.34798535,113,73.15384615,82,58.05860806,113,61.54212454,19,22.06227106,55,30.19047619,39,44.12454212,0,142.8241758,204,80.12087912,9,13.93406593,113,78.95970696,43,25.54578755,39,32.51282051,951,131.2124542,329,69.67032967,329,69.67032967,0,142.8241758,0,142.8241758,0,142.8241758,0,142.8241758,0,142.8241758,0,142.8241758,0,142.8241758,0,142.8241758,0,142.8241758,622,139.3406593,21,24.38461538,54,37.15750916,38,38.31868132,60,52.25274725,223,110.3113553,7,10.45054945,46,33.67399267,173,62.7032967,0,142.8241758,0,142.8241758
41,3,10800,1298,145.7753846,283,105.8369231,407,96.85076923,535,125.8061538,73,49.92307692,329,99.84615385,103,66.89692308,227,80.87538462,426,127.8030769,135,71.88923077,64,41.93538462,228,94.85384615,232,99.84615385,11,17.97230769,18,19.96923077,187,93.85538462,16,23.96307692,311,94.85384615,34,45.92923077,99,54.91538462,121,68.89384615,57,42.93384615,1298,145.7753846,820,138.7861538,652,128.8015385,33,43.93230769,7,10.98307692,0,122.8107692,0,122.8107692,0,122.8107692,0,122.8107692,0,122.8107692,127,68.89384615,0,122.8107692,478,133.7938462,117,52.91846154,47,31.95076923,64,50.92153846,58,56.91230769,106,73.88615385,37,47.92615385,27,42.93384615,0,122.8107692,23,24.96153846,0,122.8107692
41,3,10900,1767,101.7121896,309,87.751693,619,116.6698646,738,136.6134312,101,57.83634312,383,120.6585779,138,77.77990971,245,100.7150113,699,128.6360045,172,56.83916479,176,69.80248307,351,113.6783296,257,82.76580135,0,122.6529345,49,34.90124153,177,65.81376975,31,39.88713318,428,94.73194131,0,122.6529345,149,82.76580135,209,73.79119639,70,43.8758465,1767,101.7121896,1265,104.7037246,1167,95.72911964,6,9.971783296,0,122.6529345,0,122.6529345,8,13.96049661,9,12.96331828,0,122.6529345,0,122.6529345,75,52.85045147,0,122.6529345,502,123.6501129,215,97.7234763,35,42.87866817,0,122.6529345,0,122.6529345,11,16.9520316,108,71.79683973,0,122.6529345,97,68.80530474,36,36.89559819,0,122.6529345
41,43,20100,3516,167.8517621,797,133.6339086,1363,199.8966319,1120,178.9164099,236,97.19979672,744,187.7102067,348,111.5345723,396,150.1609751,1178,191.0642208,380,98.30559574,409,130.3225034,390,117.0668963,815,177.8059505,52,38.66967742,233,97.18514991,406,128.1089081,124,66.2787016,779,145.7710672,18,20.98088772,325,118.1533881,323,92.76861148,113,77.30939545,3516,167.8517621,2591,188.8359786,2165,169.0008358,0,135.7802617,23,32.09213903,0,135.782259,0,135.8495012,0,135.8495012,0,135.8495012,0,135.8495012,403,117.0975214,0,135.8495012,925,178.8817902,585,163.40593,71,48.59257496,25,28.70883132,32,44.15473207,84,67.34655206,10,16.56634658,15,25.46932868,22,25.46932868,81,46.39229491,0,135.8495012
41,43,20200,796,107.622449,318,90.3622449,264,82.23979592,194,60.91836735,20,23.35204082,188,87.31632653,136,69.04081633,52,37.56632653,411,128.9438776,174,99.5,111,57.87244898,127,60.91836735,82,52.79591837,0,124.8826531,44,35.53571429,18,19.29081633,20,23.35204082,115,34.52040816,8,13.19897959,58,43.65816327,49,44.67346939,0,124.8826531,796,107.622449,487,83.25510204,439,83.25510204,8,12.18367347,0,124.8826531,0,124.8826531,0,124.8826531,0,124.8826531,0,124.8826531,0,124.8826531,41,31.4744898,0,124.8826531,309,118.7908163,66,44.67346939,56,40.6122449,80,69.04081633,0,124.8826531,5,10.15306122,75,91.37755102,0,124.8826531,24,31.4744898,2,12.18367347,0,124.8826531
41,43,20300,2760,139.5505618,680,154.0870787,1089,209.3258427,844,170.5617978,146,68.80617978,840,175.4073034,330,130.8286517,510,149.241573,860,171.5308989,290,91.09550562,254,93.03370787,316,124.0449438,437,153.1179775,46,40.70224719,135,104.6629213,191,94.97191011,65,58.14606742,623,109.508427,14,23.25842697,191,96.91011236,337,90.12640449,81,42.64044944,2760,139.5505618,2048,187.0365169,1981,180.252809,54,42.64044944,0,119.1994382,12,18.41292135,0,119.1994382,0,119.1994382,0,119.1994382,0,119.1994382,0,119.1994382,0,119.1994382,712,150.2106742,262,109.508427,41,41.67134831,105,65.8988764,26,28.10393258,70,59.11516854,140,72.68258427,57,53.3005618,12,18.41292135,0,119.1994382,0,119.1994382
41,43,20400,1714,154.4050786,582,141.9697703,775,164.7678356,311,101.5550181,46,35.23337364,675,155.4413543,373,129.5344619,302,106.7363966,609,145.0785973,159,69.43047158,253,109.8452237,198,92.22853688,172,78.75695284,9,15.54413543,90,47.66868198,72,54.92261185,0,127.4619105,258,97.40991536,41,46.63240629,131,62.17654172,40,52.85006046,46,35.23337364,1714,154.4050786,741,110.8814994,649,98.44619105,10,16.58041112,14,15.54413543,0,127.4619105,0,127.4619105,0,127.4619105,0,127.4619105,0,127.4619105,68,48.70495768,0,127.4619105,973,166.8403869,145,67.35792019,19,20.72551391,218,126.4256348,195,86.01088271,209,110.8814994,118,68.39419589,61,43.5235792,0,127.4619105,8,13.47158404,0,127.4619105
41,43,20500,1655,114.4147968,587,126.4584597,730,144.5239539,239,86.31291692,99,45.1637356,807,150.5457853,400,109.396604,408,129.4693754,384,99.36021831,134,60.21831413,169,73.26561552,82,52.18920558,177,63.22922984,31,30.10915706,62,44.16009703,44,38.13826562,39,34.12371134,287,100.3638569,23,27.09824136,91,80.29108551,112,61.2219527,60,32.1164342,1655,114.4147968,878,111.4038811,579,100.3638569,47,28.10187993,0,123.447544,0,123.447544,0,123.447544,6,9.032747119,11,17.06185567,0,123.447544,235,84.30563978,0,123.447544,777,144.5239539,221,119.4329897,17,20.07277138,42,38.13826562,82,44.16009703,100,59.21467556,50,42.15281989,98,61.2219527,128,56.20375985,39,30.10915706,0,123.447544
41,43,20600,3450,133.8812405,1148,136.8110224,1180,196.5920952,1001,162.2040246,121,67.76837711,1169,190.7605843,799,156.2603015,370,142.5443475,1314,209.3049606,321,100.4635299,498,170.9372644,495,135.4806481,413,133.8531874,16,25.61275123,172,106.1220468,179,86.71952285,46,35.37245709,554,117.2542066,13,18.82490693,140,63.28126714,326,114.9908764,75,54.99473007,3450,133.8812405,2014,231.9832543,1625,193.7277704,166,73.66534512,42,38.78381674,20,34.86497276,18,28.98670679,0,121.0795404,0,121.0795404,0,121.0795404,144,78.84443079,0,121.0795404,1436,229.883567,306,123.8363284,217,86.31275335,243,115.830322,264,135.672344,97,65.82765716,55,66.98971311,81,52.12572976,145,71.73865171,27,26.58778671,0,121.0795404
41,43,20700,2092,130.9291914,652,129.0178164,823,132.8405665,572,112.7711284,45,34.40475103,569,142.3974418,285,99.39150297,284,99.39150297,639,128.0621288,289,108.9483783,229,95.56875286,122,57.34125171,340,125.1950662,39,28.67062586,102,64.03106441,185,103.2142531,13,21.02512563,544,136.6633166,39,43.00593878,208,118.5052535,265,74.54362723,32,26.7592508,2092,130.9291914,1283,157.6884422,865,148.1315669,49,38.22750114,0,117.549566,0,117.549566,0,117.549566,0,117.549566,0,117.549566,0,117.549566,369,95.56875286,0,117.549566,809,129.0178164,226,80.2777524,18,20.0694381,58,45.87300137,223,96.52444038,47,38.22750114,91,75.49931476,38,41.09456373,77,44.91731384,31,27.71493833,0,117.549566
41,43,20801,923,136.4747082,386,130.4889754,196,87.39169909,290,142.460441,51,44.29442283,218,108.9403372,157,99.36316472,61,52.67444877,357,147.2490272,165,96.9688716,73,58.66018158,119,113.7289235,75,79.01167315,0,147.2490272,34,41.9001297,42,68.23735409,0,147.2490272,273,76.61738003,63,62.25162127,29,41.9001297,129,68.23735409,51,44.29442283,923,136.4747082,427,155.6290532,420,153.2347601,0,147.2490272,0,147.2490272,0,147.2490272,0,147.2490272,0,147.2490272,0,147.2490272,0,147.2490272,7,15.56290532,0,147.2490272,496,169.9948119,134,71.82879377,0,147.2490272,151,122.1089494,166,95.77172503,5,11.97146563,40,45.49156939,0,147.2490272,0,147.2490272,0,147.2490272,0,147.2490272
41,43,20802,2252,148.9362101,470,154.217636,1033,228.1575985,652,162.6679174,97,78.16510319,414,122.5290807,231,94.00938086,183,92.95309568,770,162.6679174,106,57.03939962,439,147.879925,225,106.684803,397,128.8667917,44,73.93996248,108,71.82739212,204,101.4033771,41,47.53283302,671,142.5984991,89,70.77110694,303,130.9793621,223,119.3602251,56,64.43339587,2252,148.9362101,679,138.3733583,620,142.5984991,24,36.96998124,0,129.9230769,0,129.9230769,0,129.9230769,0,129.9230769,0,129.9230769,0,129.9230769,36,33.8011257,0,129.9230769,1573,167.9493433,136,67.60225141,210,78.16510319,368,143.6547842,426,149.9924953,24,28.51969981,138,91.89681051,210,134.1482176,60,73.93996248,0,129.9230769,0,129.9230769
41,43,30100,132,6.523597507,39,6.523597507,44,9.57969724,40,8.874443455,9,5.759572573,21,5.642030276,12,4.466607302,9,3.878895815,58,9.403383793,21,5.93588602,20,6.523597507,17,5.642030276,27,8.286731968,5,3.232413179,6,4.466607302,12,5.994657168,5,4.466607302,26,6.112199466,0,0.764024933,9,4.11398041,12,4.349065004,4,3.820124666,132,6.523597507,116,7.581478183,89,10.52003562,1,1.116651825,0,7.228851291,1,1.292965272,0,7.228851291,0,7.228851291,0,7.228851291,0,7.228851291,26,8.345503117,0,7.228851291,16,5.818343722,8,3.820124666,2,2.233303651,0,0.881567231,0,0.235084595,1,1.292965272,0,0.822796082,0,7.228851291,0,7.228851291,4,2.879786287,0,7.228851291
41,43,30500,24,1.440312861,6,1.280119002,10,1.493297084,6,1.260715365,2,0.857825167,3,0.942246356,1,0.53202287,2,0.742869442,10,1.528155879,3,0.898963952,5,1.330546805,2,0.868805196,4,1.212582051,1,0.753134931,1,0.478511997,2,0.7583246,1,0.53326406,7,1.249208686,1,0.653597344,2,0.848311239,2,0.936305127,1,0.711808257,24,1.440312861,19,1.557787986,16,1.625851587,0,1.488184245,0,1.67898668,0,1.67898668,0,1.67898668,0,1.67898668,0,1.67898668,0,1.67898668,4,0.985904541,0,1.67898668,5,1.204309312,3,0.984814221,0,0.293124142,0,0.212124782,0,0.22972356,0,1.578734553,0,1.590053341,0,1.67898668,0,1.67898668,1,0.497164075,0,1.67898668
41,43,30700,1636,109.8235773,611,108.6449128,537,110.9173753,461,81.63063879,27,21.84695567,335,92.02710708,179,58.79444628,156,67.5707578,864,115.7947154,378,102.6175515,268,82.44193809,218,67.86783596,203,69.71560481,38,28.54938709,55,36.32543867,93,48.16173615,17,16.69332104,234,54.12386751,16,13.77993984,59,31.51848272,149,49.06119722,10,14.98099518,1636,109.8235773,1343,101.1977392,987,86.53794267,10,16.6481626,0,119.8558113,3,5.493519587,0,120.3666504,0,120.3666504,0,120.3666504,0,120.3666504,344,77.24925894,0,120.3193854,293,95.24059106,184,85.36021229,13,19.68006247,0,119.9277286,8,12.01013751,0,120.3465789,0,119.9850247,0,119.8252162,0,120.335572,87,60.65485221,0,120.3666504
41,43,30800,3077,206.3889309,954,191.5693909,1111,234.8458617,883,198.0784532,129,74.70687851,881,161.7147031,478,133.699872,403,149.3076851,924,161.7186538,296,110.3623662,299,119.3854462,330,108.2793055,671,188.0167914,146,92.8509509,311,149.4016906,185,107.367768,29,30.88799822,601,149.9042328,34,40.73027652,98,72.3332088,369,122.7274075,100,70.21259471,3077,206.3889309,1623,196.7942879,1432,184.7462445,14,22.0631007,0,123.5462127,0,121.8618269,0,123.5462127,0,123.5462127,0,123.4497919,0,123.5462127,90,50.72853054,87,51.43432999,1454,195.3184011,526,142.3752253,147,97.44183413,159,89.24144834,166,100.8711691,168,91.29885504,67,54.60700811,9,15.7840044,160,76.02259485,52,62.13454586,0,123.5462127
41,43,30902,1475,88.86932707,451,100.4107981,480,90.60054773,425,93.48591549,118,48.4741784,203,57.13028169,118,43.85758998,85,37.50978091,615,107.3356808,204,58.86150235,172,58.28442879,239,73.86541471,330,93.48591549,92,66.94053208,128,54.82198748,81,47.3200313,29,27.12245696,327,80.79029734,37,27.12245696,95,53.66784038,106,42.12636933,89,47.89710485,1475,88.86932707,1205,105.0273865,931,99.25665102,2,2.885367762,0,70.98004695,0,70.98004695,0,70.98004695,0,70.98004695,0,70.98004695,0,70.98004695,272,72.71126761,0,70.98004695,270,81.94444444,116,59.4385759,20,14.42683881,14,15.58098592,8,13.27269171,55,35.2014867,24,39.24100156,0,70.98004695,0,70.98004695,33,27.12245696,0,70.98004695
41,43,30903,2531,183.9438363,1032,182.5552663,864,170.6844686,491,140.02182,144,82.95647119,765,194.4420917,456,149.4866616,309,106.9865512,966,191.1764516,551,130.8281545,213,107.1590002,201,101.8932046,286,112.2754246,5,130.2672132,54,45.30032824,155,82.88979934,72,70.4189549,514,113.5973227,20,28.28553966,288,122.3069769,136,73.34097753,71,54.14909559,2531,183.9438363,1883,187.9601751,1425,202.0138357,60,35.10658495,0,130.5005647,16,19.51498304,0,130.5005647,0,130.5005647,19,32.87435861,0,130.5005647,364,116.2135526,0,130.5005647,648,166.0738526,200,106.1980278,39,42.9668134,130,104.6921417,59,51.12129574,78,78.07916779,38,60.84256661,90,41.0955128,11,21.57027159,2,127.9670343,0,130.5005647
