"TAZ","BLKGRP","STATEFP","COUNTYFP","TRACTCE","GEOID","NAME","NAMELSAD","PUMA","REGION"
562,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
563,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
564,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
565,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
566,"88",41,43,20100,41043020100,201,"Census Tract 201",600,1
567,"88",41,43,20100,41043020100,201,"Census Tract 201",600,1
568,"88",41,43,20100,41043020100,201,"Census Tract 201",600,1
569,"88",41,43,20100,41043020100,201,"Census Tract 201",600,1
570,"4",41,3,10100,41003010100,101,"Census Tract 101",600,1
571,"4",41,3,10100,41003010100,101,"Census Tract 101",600,1
572,"4",41,3,10100,41003010100,101,"Census Tract 101",600,1
573,"4",41,3,10100,41003010100,101,"Census Tract 101",600,1
574,"4",41,3,10100,41003010100,101,"Census Tract 101",600,1
575,"2",41,3,10100,41003010100,101,"Census Tract 101",600,1
576,"2",41,3,10100,41003010100,101,"Census Tract 101",600,1
577,"1",41,3,10100,41003010100,101,"Census Tract 101",600,1
578,"1",41,3,10100,41003010100,101,"Census Tract 101",600,1
579,"1",41,3,10100,41003010100,101,"Census Tract 101",600,1
580,"2",41,3,10100,41003010100,101,"Census Tract 101",600,1
581,"2",41,3,10100,41003010100,101,"Census Tract 101",600,1
582,"2",41,3,10100,41003010100,101,"Census Tract 101",600,1
583,"2",41,3,10100,41003010100,101,"Census Tract 101",600,1
584,"2",41,3,10100,41003010100,101,"Census Tract 101",600,1
585,"2",41,3,10100,41003010100,101,"Census Tract 101",600,1
586,"1",41,3,10100,41003010100,101,"Census Tract 101",600,1
587,"1",41,3,10100,41003010100,101,"Census Tract 101",600,1
588,"58",41,3,10100,41003010100,101,"Census Tract 101",600,1
589,"58",41,3,10100,41003010100,101,"Census Tract 101",600,1
590,"58",41,3,10100,41003010100,101,"Census Tract 101",600,1
591,"2",41,3,10100,41003010100,101,"Census Tract 101",600,1
592,"2",41,3,10100,41003010100,101,"Census Tract 101",600,1
593,"2",41,3,10100,41003010100,101,"Census Tract 101",600,1
594,"2",41,3,10100,41003010100,101,"Census Tract 101",600,1
595,"58",41,3,10100,41003010100,101,"Census Tract 101",600,1
596,"58",41,3,10100,41003010100,101,"Census Tract 101",600,1
597,"58",41,3,10100,41003010100,101,"Census Tract 101",600,1
598,"50",41,3,10100,41003010100,101,"Census Tract 101",600,1
599,"50",41,3,10100,41003010100,101,"Census Tract 101",600,1
600,"50",41,3,10100,41003010100,101,"Census Tract 101",600,1
601,"50",41,3,10100,41003010100,101,"Census Tract 101",600,1
602,"50",41,3,10100,41003010100,101,"Census Tract 101",600,1
603,"50",41,3,10100,41003010100,101,"Census Tract 101",600,1
604,"50",41,3,10100,41003010100,101,"Census Tract 101",600,1
605,"50",41,3,10100,41003010100,101,"Census Tract 101",600,1
606,"50",41,3,10100,41003010100,101,"Census Tract 101",600,1
607,"2",41,3,10100,41003010100,101,"Census Tract 101",600,1
608,"2",41,3,10100,41003010100,101,"Census Tract 101",600,1
609,"2",41,3,10100,41003010100,101,"Census Tract 101",600,1
610,"2",41,3,10100,41003010100,101,"Census Tract 101",600,1
611,"2",41,3,10100,41003010100,101,"Census Tract 101",600,1
612,"4",41,3,10100,41003010100,101,"Census Tract 101",600,1
613,"2",41,3,10100,41003010100,101,"Census Tract 101",600,1
614,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
615,"87",41,43,30700,41043030700,307,"Census Tract 307",600,1
616,"87",41,43,30700,41043030700,307,"Census Tract 307",600,1
617,"87",41,43,30700,41043030700,307,"Census Tract 307",600,1
618,"87",41,43,30700,41043030700,307,"Census Tract 307",600,1
619,"87",41,43,30700,41043030700,307,"Census Tract 307",600,1
620,"87",41,43,30700,41043030700,307,"Census Tract 307",600,1
621,"74",41,43,20300,41043020300,203,"Census Tract 203",600,1
622,"74",41,43,20300,41043020300,203,"Census Tract 203",600,1
623,"102",41,43,20300,41043020300,203,"Census Tract 203",600,1
624,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
625,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
626,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
627,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
628,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
629,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
630,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
631,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
632,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
633,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
634,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
635,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
636,"100",41,43,20400,41043020400,204,"Census Tract 204",600,1
637,"100",41,43,20400,41043020400,204,"Census Tract 204",600,1
638,"75",41,43,20400,41043020400,204,"Census Tract 204",600,1
639,"75",41,43,20400,41043020400,204,"Census Tract 204",600,1
640,"75",41,43,20400,41043020400,204,"Census Tract 204",600,1
641,"75",41,43,20400,41043020400,204,"Census Tract 204",600,1
643,"75",41,43,20400,41043020400,204,"Census Tract 204",600,1
644,"75",41,43,20400,41043020400,204,"Census Tract 204",600,1
645,"75",41,43,20400,41043020400,204,"Census Tract 204",600,1
646,"100",41,43,20400,41043020400,204,"Census Tract 204",600,1
647,"100",41,43,20400,41043020400,204,"Census Tract 204",600,1
648,"100",41,43,20400,41043020400,204,"Census Tract 204",600,1
649,"100",41,43,20400,41043020400,204,"Census Tract 204",600,1
650,"100",41,43,20400,41043020400,204,"Census Tract 204",600,1
651,"100",41,43,20400,41043020400,204,"Census Tract 204",600,1
652,"100",41,43,20400,41043020400,204,"Census Tract 204",600,1
653,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
654,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
655,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
656,"111",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
657,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
658,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
659,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
660,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
661,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
662,"103",41,43,20300,41043020300,203,"Census Tract 203",600,1
663,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
664,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
665,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
666,"102",41,43,20300,41043020300,203,"Census Tract 203",600,1
667,"102",41,43,20300,41043020300,203,"Census Tract 203",600,1
668,"103",41,43,20300,41043020300,203,"Census Tract 203",600,1
669,"103",41,43,20300,41043020300,203,"Census Tract 203",600,1
670,"104",41,43,20300,41043020300,203,"Census Tract 203",600,1
671,"111",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
672,"104",41,43,20300,41043020300,203,"Census Tract 203",600,1
673,"104",41,43,20300,41043020300,203,"Census Tract 203",600,1
674,"104",41,43,20300,41043020300,203,"Census Tract 203",600,1
675,"103",41,43,20300,41043020300,203,"Census Tract 203",600,1
676,"102",41,43,20300,41043020300,203,"Census Tract 203",600,1
677,"102",41,43,20300,41043020300,203,"Census Tract 203",600,1
678,"76",41,43,20400,41043020400,204,"Census Tract 204",600,1
679,"102",41,43,20300,41043020300,203,"Census Tract 203",600,1
680,"102",41,43,20300,41043020300,203,"Census Tract 203",600,1
681,"103",41,43,20300,41043020300,203,"Census Tract 203",600,1
682,"103",41,43,20300,41043020300,203,"Census Tract 203",600,1
683,"104",41,43,20300,41043020300,203,"Census Tract 203",600,1
684,"104",41,43,20300,41043020300,203,"Census Tract 203",600,1
685,"104",41,43,20300,41043020300,203,"Census Tract 203",600,1
686,"104",41,43,20300,41043020300,203,"Census Tract 203",600,1
687,"103",41,43,20300,41043020300,203,"Census Tract 203",600,1
688,"103",41,43,20300,41043020300,203,"Census Tract 203",600,1
689,"102",41,43,20300,41043020300,203,"Census Tract 203",600,1
690,"102",41,43,20300,41043020300,203,"Census Tract 203",600,1
691,"102",41,43,20300,41043020300,203,"Census Tract 203",600,1
692,"103",41,43,20300,41043020300,203,"Census Tract 203",600,1
693,"103",41,43,20300,41043020300,203,"Census Tract 203",600,1
694,"103",41,43,20300,41043020300,203,"Census Tract 203",600,1
695,"74",41,43,20300,41043020300,203,"Census Tract 203",600,1
696,"104",41,43,20300,41043020300,203,"Census Tract 203",600,1
697,"74",41,43,20300,41043020300,203,"Census Tract 203",600,1
698,"74",41,43,20300,41043020300,203,"Census Tract 203",600,1
699,"74",41,43,20300,41043020300,203,"Census Tract 203",600,1
700,"74",41,43,20300,41043020300,203,"Census Tract 203",600,1
701,"74",41,43,20300,41043020300,203,"Census Tract 203",600,1
702,"63",41,43,20300,41043020300,203,"Census Tract 203",600,1
703,"63",41,43,20300,41043020300,203,"Census Tract 203",600,1
704,"63",41,43,20300,41043020300,203,"Census Tract 203",600,1
705,"104",41,43,20300,41043020300,203,"Census Tract 203",600,1
706,"110",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
707,"110",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
708,"63",41,43,20300,41043020300,203,"Census Tract 203",600,1
709,"63",41,43,20300,41043020300,203,"Census Tract 203",600,1
710,"87",41,43,30700,41043030700,307,"Census Tract 307",600,1
711,"87",41,43,30700,41043030700,307,"Census Tract 307",600,1
712,"87",41,43,30700,41043030700,307,"Census Tract 307",600,1
713,"87",41,43,30700,41043030700,307,"Census Tract 307",600,1
714,"87",41,43,30700,41043030700,307,"Census Tract 307",600,1
715,"87",41,43,30700,41043030700,307,"Census Tract 307",600,1
716,"87",41,43,30700,41043030700,307,"Census Tract 307",600,1
717,"87",41,43,30700,41043030700,307,"Census Tract 307",600,1
718,"87",41,43,30700,41043030700,307,"Census Tract 307",600,1
719,"87",41,43,30700,41043030700,307,"Census Tract 307",600,1
720,"87",41,43,30700,41043030700,307,"Census Tract 307",600,1
721,"61",41,43,20200,41043020200,202,"Census Tract 202",600,1
722,"61",41,43,20200,41043020200,202,"Census Tract 202",600,1
723,"61",41,43,20200,41043020200,202,"Census Tract 202",600,1
724,"61",41,43,20200,41043020200,202,"Census Tract 202",600,1
725,"61",41,43,20200,41043020200,202,"Census Tract 202",600,1
726,"86",41,43,20700,41043020700,207,"Census Tract 207",600,1
727,"86",41,43,20700,41043020700,207,"Census Tract 207",600,1
728,"63",41,43,20300,41043020300,203,"Census Tract 203",600,1
729,"63",41,43,20300,41043020300,203,"Census Tract 203",600,1
730,"86",41,43,20700,41043020700,207,"Census Tract 207",600,1
731,"86",41,43,20700,41043020700,207,"Census Tract 207",600,1
732,"86",41,43,20700,41043020700,207,"Census Tract 207",600,1
733,"86",41,43,20700,41043020700,207,"Census Tract 207",600,1
734,"86",41,43,20700,41043020700,207,"Census Tract 207",600,1
735,"61",41,43,20200,41043020200,202,"Census Tract 202",600,1
736,"98",41,43,20600,41043020600,206,"Census Tract 206",600,1
737,"98",41,43,20600,41043020600,206,"Census Tract 206",600,1
738,"98",41,43,20600,41043020600,206,"Census Tract 206",600,1
739,"98",41,43,20600,41043020600,206,"Census Tract 206",600,1
740,"98",41,43,20600,41043020600,206,"Census Tract 206",600,1
741,"98",41,43,20600,41043020600,206,"Census Tract 206",600,1
742,"98",41,43,20600,41043020600,206,"Census Tract 206",600,1
743,"98",41,43,20600,41043020600,206,"Census Tract 206",600,1
744,"98",41,43,20600,41043020600,206,"Census Tract 206",600,1
745,"112",41,43,20700,41043020700,207,"Census Tract 207",600,1
746,"86",41,43,20700,41043020700,207,"Census Tract 207",600,1
747,"86",41,43,20700,41043020700,207,"Census Tract 207",600,1
748,"86",41,43,20700,41043020700,207,"Census Tract 207",600,1
749,"112",41,43,20700,41043020700,207,"Census Tract 207",600,1
750,"112",41,43,20700,41043020700,207,"Census Tract 207",600,1
751,"112",41,43,20700,41043020700,207,"Census Tract 207",600,1
752,"112",41,43,20700,41043020700,207,"Census Tract 207",600,1
753,"108",41,43,20600,41043020600,206,"Census Tract 206",600,1
754,"64",41,43,20600,41043020600,206,"Census Tract 206",600,1
755,"108",41,43,20600,41043020600,206,"Census Tract 206",600,1
756,"64",41,43,20600,41043020600,206,"Census Tract 206",600,1
757,"64",41,43,20600,41043020600,206,"Census Tract 206",600,1
758,"108",41,43,20600,41043020600,206,"Census Tract 206",600,1
759,"108",41,43,20600,41043020600,206,"Census Tract 206",600,1
760,"109",41,43,20700,41043020700,207,"Census Tract 207",600,1
761,"109",41,43,20700,41043020700,207,"Census Tract 207",600,1
762,"109",41,43,20700,41043020700,207,"Census Tract 207",600,1
763,"109",41,43,20700,41043020700,207,"Census Tract 207",600,1
764,"110",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
765,"110",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
766,"110",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
767,"110",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
768,"110",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
769,"110",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
770,"110",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
771,"107",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
772,"109",41,43,20700,41043020700,207,"Census Tract 207",600,1
773,"109",41,43,20700,41043020700,207,"Census Tract 207",600,1
774,"107",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
775,"107",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
776,"109",41,43,20700,41043020700,207,"Census Tract 207",600,1
777,"107",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
778,"106",41,43,20600,41043020600,206,"Census Tract 206",600,1
779,"106",41,43,20600,41043020600,206,"Census Tract 206",600,1
780,"89",41,43,20600,41043020600,206,"Census Tract 206",600,1
781,"89",41,43,20600,41043020600,206,"Census Tract 206",600,1
782,"101",41,43,20500,41043020500,205,"Census Tract 205",600,1
783,"101",41,43,20500,41043020500,205,"Census Tract 205",600,1
784,"106",41,43,20600,41043020600,206,"Census Tract 206",600,1
785,"106",41,43,20600,41043020600,206,"Census Tract 206",600,1
786,"106",41,43,20600,41043020600,206,"Census Tract 206",600,1
787,"105",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
788,"105",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
789,"114",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
790,"114",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
791,"114",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
792,"114",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
793,"114",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
794,"105",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
795,"114",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
796,"114",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
797,"110",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
798,"110",41,43,20802,41043020802,208.02,"Census Tract 208.02",600,1
799,"111",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
800,"111",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
801,"111",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
802,"111",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
803,"111",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
804,"111",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
805,"111",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
806,"111",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
807,"111",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
808,"111",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
809,"81",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
810,"111",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
811,"111",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
812,"111",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
813,"77",41,43,20400,41043020400,204,"Census Tract 204",600,1
814,"77",41,43,20400,41043020400,204,"Census Tract 204",600,1
815,"77",41,43,20400,41043020400,204,"Census Tract 204",600,1
816,"81",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
817,"81",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
818,"81",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
819,"81",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
820,"81",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
821,"81",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
822,"81",41,43,20801,41043020801,208.01,"Census Tract 208.01",600,1
823,"101",41,43,20500,41043020500,205,"Census Tract 205",600,1
824,"101",41,43,20500,41043020500,205,"Census Tract 205",600,1
825,"101",41,43,20500,41043020500,205,"Census Tract 205",600,1
826,"67",41,43,20500,41043020500,205,"Census Tract 205",600,1
827,"67",41,43,20500,41043020500,205,"Census Tract 205",600,1
828,"77",41,43,20400,41043020400,204,"Census Tract 204",600,1
829,"77",41,43,20400,41043020400,204,"Census Tract 204",600,1
830,"77",41,43,20400,41043020400,204,"Census Tract 204",600,1
831,"77",41,43,20400,41043020400,204,"Census Tract 204",600,1
832,"77",41,43,20400,41043020400,204,"Census Tract 204",600,1
833,"77",41,43,20400,41043020400,204,"Census Tract 204",600,1
834,"77",41,43,20400,41043020400,204,"Census Tract 204",600,1
835,"67",41,43,20500,41043020500,205,"Census Tract 205",600,1
836,"67",41,43,20500,41043020500,205,"Census Tract 205",600,1
837,"67",41,43,20500,41043020500,205,"Census Tract 205",600,1
838,"101",41,43,20500,41043020500,205,"Census Tract 205",600,1
839,"101",41,43,20500,41043020500,205,"Census Tract 205",600,1
840,"67",41,43,20500,41043020500,205,"Census Tract 205",600,1
841,"67",41,43,20500,41043020500,205,"Census Tract 205",600,1
842,"67",41,43,20500,41043020500,205,"Census Tract 205",600,1
843,"67",41,43,20500,41043020500,205,"Census Tract 205",600,1
844,"77",41,43,20400,41043020400,204,"Census Tract 204",600,1
845,"88",41,43,20100,41043020100,201,"Census Tract 201",600,1
846,"67",41,43,20500,41043020500,205,"Census Tract 205",600,1
847,"67",41,43,20500,41043020500,205,"Census Tract 205",600,1
848,"67",41,43,20500,41043020500,205,"Census Tract 205",600,1
849,"67",41,43,20500,41043020500,205,"Census Tract 205",600,1
850,"67",41,43,20500,41043020500,205,"Census Tract 205",600,1
851,"67",41,43,20500,41043020500,205,"Census Tract 205",600,1
852,"101",41,43,20500,41043020500,205,"Census Tract 205",600,1
853,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
854,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
855,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
856,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
857,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
858,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
859,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
860,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
861,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
862,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
863,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
864,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
865,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
866,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
867,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
868,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
869,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
870,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
871,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
872,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
873,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
874,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
875,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
876,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
877,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
878,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
879,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
880,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
881,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
882,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
883,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
884,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
885,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
886,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
887,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
888,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
889,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
890,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
891,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
892,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
893,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
894,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
895,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
896,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
897,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
898,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
899,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
900,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
901,"60",41,43,20100,41043020100,201,"Census Tract 201",600,1
902,"61",41,43,20200,41043020200,202,"Census Tract 202",600,1
903,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
904,"61",41,43,20200,41043020200,202,"Census Tract 202",600,1
905,"61",41,43,20200,41043020200,202,"Census Tract 202",600,1
906,"61",41,43,20200,41043020200,202,"Census Tract 202",600,1
907,"61",41,43,20200,41043020200,202,"Census Tract 202",600,1
908,"61",41,43,20200,41043020200,202,"Census Tract 202",600,1
909,"61",41,43,20200,41043020200,202,"Census Tract 202",600,1
910,"61",41,43,20200,41043020200,202,"Census Tract 202",600,1
911,"61",41,43,20200,41043020200,202,"Census Tract 202",600,1
912,"61",41,43,20200,41043020200,202,"Census Tract 202",600,1
913,"61",41,43,20200,41043020200,202,"Census Tract 202",600,1
914,"86",41,43,20700,41043020700,207,"Census Tract 207",600,1
915,"86",41,43,20700,41043020700,207,"Census Tract 207",600,1
916,"64",41,43,20600,41043020600,206,"Census Tract 206",600,1
917,"64",41,43,20600,41043020600,206,"Census Tract 206",600,1
918,"71",41,43,20100,41043020100,201,"Census Tract 201",600,1
919,"2",41,3,10100,41003010100,101,"Census Tract 101",600,1
920,"61",41,43,20200,41043020200,202,"Census Tract 202",600,1
921,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
922,"61",41,43,20200,41043020200,202,"Census Tract 202",600,1
923,"61",41,43,20200,41043020200,202,"Census Tract 202",600,1
924,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
1100,"91",41,43,30800,41043030800,308,"Census Tract 308",600,1
1101,"83",41,43,30800,41043030800,308,"Census Tract 308",600,1
1103,"83",41,43,30800,41043030800,308,"Census Tract 308",600,1
1104,"83",41,43,30800,41043030800,308,"Census Tract 308",600,1
1105,"92",41,43,30800,41043030800,308,"Census Tract 308",600,1
1106,"83",41,43,30800,41043030800,308,"Census Tract 308",600,1
1107,"92",41,43,30800,41043030800,308,"Census Tract 308",600,1
1108,"83",41,43,30800,41043030800,308,"Census Tract 308",600,1
1109,"93",41,43,30800,41043030800,308,"Census Tract 308",600,1
1110,"93",41,43,30800,41043030800,308,"Census Tract 308",600,1
1111,"79",41,43,30800,41043030800,308,"Census Tract 308",600,1
1112,"95",41,43,30800,41043030800,308,"Census Tract 308",600,1
1113,"95",41,43,30800,41043030800,308,"Census Tract 308",600,1
1114,"95",41,43,30800,41043030800,308,"Census Tract 308",600,1
1115,"95",41,43,30800,41043030800,308,"Census Tract 308",600,1
1116,"83",41,43,30800,41043030800,308,"Census Tract 308",600,1
1117,"95",41,43,30800,41043030800,308,"Census Tract 308",600,1
1118,"95",41,43,30800,41043030800,308,"Census Tract 308",600,1
1119,"83",41,43,30800,41043030800,308,"Census Tract 308",600,1
1120,"83",41,43,30800,41043030800,308,"Census Tract 308",600,1
1121,"95",41,43,30800,41043030800,308,"Census Tract 308",600,1
1122,"95",41,43,30800,41043030800,308,"Census Tract 308",600,1
1123,"93",41,43,30800,41043030800,308,"Census Tract 308",600,1
1124,"93",41,43,30800,41043030800,308,"Census Tract 308",600,1
1125,"93",41,43,30800,41043030800,308,"Census Tract 308",600,1
1126,"93",41,43,30800,41043030800,308,"Census Tract 308",600,1
1127,"93",41,43,30800,41043030800,308,"Census Tract 308",600,1
1128,"93",41,43,30800,41043030800,308,"Census Tract 308",600,1
1129,"93",41,43,30800,41043030800,308,"Census Tract 308",600,1
1130,"93",41,43,30800,41043030800,308,"Census Tract 308",600,1
1131,"92",41,43,30800,41043030800,308,"Census Tract 308",600,1
1132,"92",41,43,30800,41043030800,308,"Census Tract 308",600,1
1133,"79",41,43,30800,41043030800,308,"Census Tract 308",600,1
1134,"79",41,43,30800,41043030800,308,"Census Tract 308",600,1
1135,"79",41,43,30800,41043030800,308,"Census Tract 308",600,1
1136,"79",41,43,30800,41043030800,308,"Census Tract 308",600,1
1137,"92",41,43,30800,41043030800,308,"Census Tract 308",600,1
1138,"79",41,43,30800,41043030800,308,"Census Tract 308",600,1
1139,"79",41,43,30800,41043030800,308,"Census Tract 308",600,1
1140,"66",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1141,"66",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1142,"66",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1143,"66",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1144,"66",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1145,"66",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1146,"73",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1147,"66",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1148,"73",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1149,"73",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1150,"73",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1151,"73",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1152,"73",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1153,"113",41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1154,"113",41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1155,"113",41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1156,"113",41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1157,"84",41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1158,"84",41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1159,"84",41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1160,"82",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1161,"66",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1162,"66",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
