"TAZ","BLKGRP","STATEFP","COUNTYFP","TRACTCE","GEOID","NAME","NAMELSAD","PUMA","REGION"
1163,"96",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1164,"96",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1165,"96",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1166,"113",41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1167,"113",41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1168,"113",41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1169,"113",41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1170,"97",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1171,"97",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1172,"96",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1173,"96",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1174,"97",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1175,"97",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1176,"69",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1177,"85",41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1178,"85",41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1179,"85",41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1180,"68",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1181,"69",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1182,"69",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1183,"69",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1184,"69",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1185,"85",41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1186,"68",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1187,"68",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1188,"69",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1189,"69",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1190,"68",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1191,"72",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1192,"85",41,43,30904,41043030904,309.04,"Census Tract 309.04",600,1
1193,"93",41,43,30800,41043030800,308,"Census Tract 308",600,1
1194,"69",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1195,"69",41,43,30903,41043030903,309.03,"Census Tract 309.03",600,1
1200,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
1201,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
1202,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
1203,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
1204,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
1205,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
1206,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
1207,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
1208,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
1209,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
1210,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
1211,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
1220,"59",41,43,30700,41043030700,307,"Census Tract 307",600,1
1221,"62",41,43,30700,41043030700,307,"Census Tract 307",600,1
1222,"99",41,43,30700,41043030700,307,"Census Tract 307",600,1
1223,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
1224,"99",41,43,30700,41043030700,307,"Census Tract 307",600,1
1225,"61",41,43,20200,41043020200,202,"Census Tract 202",600,1
1226,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
1227,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
1228,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
1229,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
1230,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
1231,"70",41,43,30500,41043030500,305,"Census Tract 305",600,1
1232,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
1233,"94",41,43,30700,41043030700,307,"Census Tract 307",600,1
1234,"66",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1235,"91",41,43,30800,41043030800,308,"Census Tract 308",600,1
1236,"91",41,43,30800,41043030800,308,"Census Tract 308",600,1
1237,"66",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1238,"91",41,43,30800,41043030800,308,"Census Tract 308",600,1
1239,"91",41,43,30800,41043030800,308,"Census Tract 308",600,1
1240,"91",41,43,30800,41043030800,308,"Census Tract 308",600,1
1241,"91",41,43,30800,41043030800,308,"Census Tract 308",600,1
1242,"91",41,43,30800,41043030800,308,"Census Tract 308",600,1
1243,"91",41,43,30800,41043030800,308,"Census Tract 308",600,1
1244,"91",41,43,30800,41043030800,308,"Census Tract 308",600,1
1245,"80",41,43,30100,41043030100,301,"Census Tract 301",600,1
1246,"80",41,43,30100,41043030100,301,"Census Tract 301",600,1
1247,"91",41,43,30800,41043030800,308,"Census Tract 308",600,1
1248,"91",41,43,30800,41043030800,308,"Census Tract 308",600,1
1249,"92",41,43,30800,41043030800,308,"Census Tract 308",600,1
1250,"91",41,43,30800,41043030800,308,"Census Tract 308",600,1
1251,"70",41,43,30500,41043030500,305,"Census Tract 305",600,1
1252,"66",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1253,"66",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1254,"72",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1255,"72",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1256,"72",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1257,"78",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1258,"78",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1259,"78",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1260,"78",41,43,30902,41043030902,309.02,"Census Tract 309.02",600,1
1290,"118",41,47,10802,41047010802,108.02,"Census Tract 108.02",600,1
1291,"118",41,47,10802,41047010802,108.02,"Census Tract 108.02",600,1
1292,"117",41,47,10802,41047010802,108.02,"Census Tract 108.02",600,1
1293,"118",41,47,10802,41047010802,108.02,"Census Tract 108.02",600,1
