RT,SERIALNO,DIVISION,PUMA,REGION,ST,ADJHSG,ADJINC,WGTP,NP,TYPE,ACR,AGS,BDS,BLD,BUS,CONP,ELEP,FS,FULP,GASP,HFL,INSP,MHP,MRGI,MRGP,MRGT,MRGX,RMS,RNTM,RNTP,SMP,TEL,TEN,VACS,VAL,VEH,WATP,YBL,FES,FINCP,FPARC,GRNTP,GRPIP,HHL,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXP,WIF,WKEXREL,WORKSTAT,FACRP,FAGSP,FBDSP,FBLDP,FBUSP,FCONP,FELEP,FFSP,FFULP,FGASP,FHFLP,FINSP,FKITP,FMHP,FMRGIP,FMRGP,FMRGTP,FMRGXP,FMVP,FPLMP,FRMSP,FRNTMP,FRNTP,FSMP,FSMXHP,FSMXSP,FTAXP,FTELP,FTENP,FVACSP,FVALP,FVEHP,FWATP,FYBLP,WGTP1,WGTP2,WGTP3,WGTP4,WGTP5,WGTP6,WGTP7,WGTP8,WGTP9,WGTP10,WGTP11,WGTP12,WGTP13,WGTP14,WGTP15,WGTP16,WGTP17,WGTP18,WGTP19,WGTP20,WGTP21,WGTP22,WGTP23,WGTP24,WGTP25,WGTP26,WGTP27,WGTP28,WGTP29,WGTP30,WGTP31,WGTP32,WGTP33,WGTP34,WGTP35,WGTP36,WGTP37,WGTP38,WGTP39,WGTP40,WGTP41,WGTP42,WGTP43,WGTP44,WGTP45,WGTP46,WGTP47,WGTP48,WGTP49,WGTP50,WGTP51,WGTP52,WGTP53,WGTP54,WGTP55,WGTP56,WGTP57,WGTP58,WGTP59,WGTP60,WGTP61,WGTP62,WGTP63,WGTP64,WGTP65,WGTP66,WGTP67,WGTP68,WGTP69,WGTP70,WGTP71,WGTP72,WGTP73,WGTP74,WGTP75,WGTP76,WGTP77,WGTP78,WGTP79,WGTP80,AGEHOH,HTYPE,NWESR,nuniv_schg,HHINCADJ,famTag,dupcount,n,hhnum
H,2006000047882,9,600,4,41,1081391,1098342,16,4,1,2,1,3,2,2,0,100,2,1600,3,4,400,,1,1400,1,1,6,,,,1,1,,18,3,2,5,3,68000,2,,,1,1,68000,1,1,4,1,1,1,3,0,4,0,0,1,29,0,1,1,1,0,0,1,1633,3,0,1,26,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,19,28,15,4,15,17,6,10,26,28,24,18,17,13,16,18,5,6,17,32,12,4,19,23,16,15,22,17,6,4,4,13,19,17,16,16,19,29,5,6,14,25,18,6,17,14,4,18,27,24,24,17,16,12,15,17,4,6,27,25,16,6,18,20,11,13,31,11,6,6,5,18,21,16,15,14,18,29,50,1,1,0,52605.313,1,1,1,21
H,2006000049981,9,600,4,41,1081391,1098342,15,2,1,1,,2,2,2,0,120,2,2,120,1,,,,,,,6,2,1000,,1,3,,,2,60,6,2,25400,4,1245,59,1,1,25400,0,4,4,4,1,1,2,0,2,0,0,0,,0,1,0,0,2,1,1,,,1,0,,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,17,16,21,16,16,6,23,5,6,13,11,20,22,5,10,18,18,22,5,13,15,16,17,12,18,5,21,5,4,16,15,27,24,6,13,15,16,6,21,14,16,16,5,15,15,20,4,22,24,15,14,5,4,21,16,13,13,6,26,12,12,16,4,15,11,21,4,28,30,12,12,4,5,31,15,12,15,27,72,1,1,0,19649.631,1,1,1,22
H,2006000051354,9,600,4,41,1081391,1098342,3,2,1,1,,3,2,2,0,80,2,2,80,2,420,,,,,3,5,,,,1,2,,9,1,330,9,4,32290,4,,,1,1,32290,0,4,4,4,1,1,7,0,2,0,0,0,11,0,1,0,0,2,2,2,299,,0,1,20,2,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,3,1,2,1,2,5,5,0,1,5,1,2,3,5,5,3,6,3,8,5,6,4,4,4,3,6,8,3,5,6,5,5,6,6,7,7,3,6,3,6,3,6,6,6,8,3,3,6,6,5,8,7,4,3,5,5,1,5,1,3,2,5,3,5,5,2,0,4,5,0,4,4,0,0,0,0,4,68,1,0,0,24979.787,1,1,1,23
H,2006000053862,9,600,4,41,1081391,1098342,7,5,1,1,,4,2,2,0,50,2,2,70,1,200,,1,1100,1,1,7,,,350,1,1,,18,2,850,3,2,70000,2,,,1,1,70000,0,3,3,3,1,1,3,3,5,0,0,3,28,0,1,0,1,0,0,1,1641,1,0,1,29,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,2,8,15,8,11,3,11,8,12,8,2,4,10,12,9,8,3,10,3,8,9,4,8,3,7,7,8,13,8,14,6,7,14,7,3,14,9,9,7,11,13,7,2,8,3,13,3,9,3,10,16,11,7,3,9,9,15,3,13,9,8,13,10,12,7,9,7,3,8,4,9,8,3,7,10,3,9,35,1,1,0,54152.527,1,1,1,24
H,2006000053903,9,600,4,41,1081391,1098342,22,3,1,1,,4,2,1,0,80,2,500,80,1,350,,1,1700,1,1,6,,,,1,1,,19,2,840,5,1,88000,2,,,1,1,88000,0,2,2,2,1,1,3,1,3,0,0,1,27,0,1,0,1,0,0,1,1972,3,0,0,32,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,25,20,28,8,33,27,23,6,21,8,7,42,39,21,23,25,23,6,37,7,31,21,23,36,9,27,21,37,21,44,36,8,8,20,20,18,26,36,8,40,26,21,23,8,33,23,18,8,22,11,8,41,46,18,23,22,20,9,43,4,22,20,25,41,8,24,20,41,23,34,32,8,9,20,20,27,27,33,49,1,2,0,68077.461,1,1,1,25
H,2006000054588,9,600,4,41,1081391,1098342,17,2,1,1,,4,2,2,0,80,2,2,30,1,580,,2,800,2,1,8,,,,1,1,,19,2,2,6,4,83200,4,,,1,1,83200,0,4,4,4,1,1,7,0,2,0,0,0,16,0,1,0,0,2,2,1,1091,3,0,1,28,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,30,18,16,16,31,18,8,14,33,30,19,16,31,7,17,6,5,16,17,5,30,19,17,20,32,15,6,16,29,23,18,21,30,6,16,5,7,19,17,25,5,16,21,19,6,20,29,15,7,7,16,14,4,30,17,28,32,17,16,32,7,20,19,16,6,18,26,17,6,6,17,19,7,28,18,28,28,20,67,1,0,0,64364.148,1,1,1,26
H,2006000055651,9,600,4,41,1081391,1098342,5,2,1,2,1,3,2,2,0,130,2,1000,3,2,710,,,,,3,4,,,,1,2,,18,2,2,5,4,178600,4,,,1,1,178600,0,4,4,4,1,1,7,0,2,0,0,0,3,0,1,0,0,2,2,1,411,,0,1,28,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,2,5,4,1,9,7,5,4,4,6,2,6,5,5,5,2,2,1,6,5,8,5,8,6,2,0,5,6,6,4,7,2,5,4,5,8,1,1,5,5,7,5,8,6,3,2,4,4,4,6,8,1,3,4,5,8,9,8,4,4,3,4,2,1,8,6,4,4,4,4,1,7,4,5,5,3,6,79,1,0,0,138166.31,1,1,1,27
H,2006000057472,9,600,4,41,1081391,1098342,3,3,1,1,,2,2,2,0,110,2,2,2,1,1000,,1,690,1,1,7,,,,1,1,,15,1,480,8,1,84000,1,,,1,1,84000,0,1,1,1,1,1,4,1,3,0,0,1,12,0,1,0,1,0,0,2,840,3,0,1,32,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,14,8,13,9,9,15,7,13,3,3,9,8,10,16,10,4,9,9,3,3,15,8,11,10,7,15,10,14,3,5,9,7,10,10,7,3,10,10,3,3,16,8,14,8,7,14,7,13,3,3,8,9,8,13,8,3,9,9,2,3,14,10,14,7,9,13,8,19,4,2,8,9,9,15,9,3,9,35,1,2,1,64983.035,1,2,1,28
H,2006000057472,9,600,4,41,1081391,1098342,3,3,1,1,,2,2,2,0,110,2,2,2,1,1000,,1,690,1,1,7,,,,1,1,,15,1,480,8,1,84000,1,,,1,1,84000,0,1,1,1,1,1,4,1,3,0,0,1,12,0,1,0,1,0,0,2,840,3,0,1,32,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,14,8,13,9,9,15,7,13,3,3,9,8,10,16,10,4,9,9,3,3,15,8,11,10,7,15,10,14,3,5,9,7,10,10,7,3,10,10,3,3,16,8,14,8,7,14,7,13,3,3,8,9,8,13,8,3,9,9,2,3,14,10,14,7,9,13,8,19,4,2,8,9,9,15,9,3,9,35,1,2,1,64983.035,1,2,2,29
H,2006000057524,9,600,4,41,1081391,1098342,15,1,1,1,,3,2,2,0,50,2,2,30,1,430,,,,,3,6,,,,1,2,,20,2,90,3,,,,,,1,6,39300,0,4,4,4,1,1,1,0,,0,0,0,12,0,1,0,0,1,1,1,400,,0,1,45,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,5,12,14,16,5,18,5,14,23,23,23,16,4,24,16,13,13,5,22,16,14,5,3,22,14,14,16,27,12,14,12,6,12,13,20,3,21,13,12,3,3,14,14,14,3,22,4,14,22,21,19,11,5,21,16,15,18,5,32,13,14,5,5,21,17,13,10,21,13,13,15,4,14,13,21,4,20,13,68,1,0,0,30402.777,0,1,1,30
H,2006000058018,9,600,4,41,1081391,1098342,48,2,1,,,2,4,,0,20,2,2,20,1,,,,,,,4,2,520,,1,3,,,1,360,5,,,,590,6,1,5,112000,0,4,4,4,1,1,3,0,,0,1,0,,0,1,0,0,0,0,2,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,65,68,47,17,91,19,17,42,52,86,79,17,45,38,49,17,41,46,40,17,44,89,17,42,57,60,46,60,71,51,43,45,75,16,66,36,14,21,61,50,78,45,44,21,70,18,18,46,45,74,90,20,56,48,35,15,45,50,40,20,44,60,15,56,56,52,52,65,70,39,47,47,74,21,72,36,19,18,73,46,2,2,0,86644.047,0,1,1,31
H,2006000060269,9,600,4,41,1081391,1098342,5,2,1,1,,3,2,2,0,70,2,2,10,3,,,,,,,6,2,650,,1,3,,,2,480,8,,,,770,21,1,5,44200,0,4,4,4,1,1,3,0,,0,1,0,,0,1,0,0,0,0,2,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,6,6,1,3,7,2,13,1,10,6,7,7,6,4,4,6,6,11,7,1,9,9,5,4,2,7,6,5,7,1,7,4,8,10,3,1,6,2,7,10,3,3,6,6,7,5,4,6,5,10,8,6,3,1,10,13,10,5,1,5,5,6,7,10,4,5,3,9,1,5,3,1,4,6,5,5,1,23,1,2,0,34193.453,0,1,1,32
H,2006000060367,9,600,4,41,1081391,1098342,28,3,1,2,2,4,2,2,0,60,2,2,20,1,400,,,,,3,6,,,,1,2,,15,2,2,8,4,27920,4,,,1,1,27920,0,4,4,4,1,1,7,0,3,0,0,0,11,0,1,0,0,2,2,1,245,,0,1,27,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,42,46,47,28,22,26,43,10,61,29,13,11,10,33,45,10,33,24,48,10,9,27,24,51,57,10,21,23,37,10,30,28,35,64,26,31,7,34,23,25,30,44,50,25,32,31,46,10,48,27,12,10,10,25,54,11,33,33,36,9,8,28,23,40,54,14,27,34,27,9,32,32,26,51,26,24,12,49,26,69,1,0,0,21599.123,1,1,1,33
H,2006000061792,9,600,4,41,1081391,1098342,17,2,1,1,,3,2,2,0,150,2,2,3,3,400,,1,930,1,1,5,,,,1,1,,14,1,570,5,1,94500,4,,,1,1,94500,0,4,4,4,1,1,5,0,2,0,0,0,14,0,1,0,0,1,0,1,1128,3,0,1,35,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,20,28,15,17,25,27,30,33,18,30,17,25,19,17,17,19,29,4,6,17,20,6,16,16,6,6,6,6,16,6,18,5,20,16,16,19,6,5,6,18,18,6,14,16,6,6,6,6,18,5,16,6,16,18,19,18,6,26,34,15,18,27,17,19,26,30,29,31,17,29,20,30,17,20,19,16,31,28,61,1,2,0,73105.914,1,1,1,34
H,2006000062502,9,600,4,41,1081391,1098342,18,1,1,,,2,7,,0,20,2,2,3,3,,,,,,,5,2,700,,1,3,,,1,180,3,,,,735,33,1,4,27100,0,4,4,4,1,1,1,0,,0,0,0,,0,1,0,0,1,1,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,5,28,6,16,16,29,31,29,20,20,6,29,16,7,18,16,20,6,4,18,15,15,17,27,7,18,20,21,26,5,17,20,25,17,35,30,6,16,19,28,21,6,30,18,19,5,6,6,21,18,25,4,18,34,17,15,15,26,27,19,21,18,18,6,28,21,16,20,6,30,18,18,6,17,6,4,31,20,76,2,0,0,20964.764,0,1,1,35
H,2006000064036,9,600,4,41,1081391,1098342,22,2,1,1,,2,1,2,0,110,2,2,70,3,600,3600,,,,3,7,,,,1,2,,15,1,70,3,4,24400,4,,,1,1,24400,0,4,4,4,1,1,4,0,2,0,0,0,33,0,1,0,0,2,2,1,669,,0,0,28,0,9,9,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,20,39,32,18,8,22,8,38,8,20,10,27,35,39,21,8,24,44,8,7,35,24,21,41,30,30,20,22,24,9,26,8,21,27,8,23,41,23,21,23,26,39,33,24,7,28,9,37,7,20,8,20,37,35,24,9,18,45,8,7,43,22,19,39,26,39,29,21,23,9,19,9,23,23,9,21,37,24,80,3,0,0,18876.023,1,1,1,36
H,2006000065717,9,600,4,41,1081391,1098342,13,2,1,1,,2,3,2,0,70,2,210,3,6,390,,,,,3,4,,,,1,2,,17,1,660,6,4,45000,4,,,1,1,45000,0,4,4,4,1,1,3,0,2,0,0,0,9,0,1,0,0,2,2,1,354,,0,1,33,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,4,16,14,12,11,2,13,13,29,24,7,7,16,9,6,26,22,14,15,16,4,12,12,9,15,6,16,13,23,30,4,5,24,15,6,18,21,18,17,15,4,16,14,14,14,4,15,13,16,15,5,5,22,13,6,21,23,18,12,19,4,13,17,18,13,4,12,16,18,15,4,4,18,11,5,21,19,10,82,4,0,0,34812.34,1,1,1,37
H,2006000066923,9,600,4,41,1081391,1098342,14,1,1,,,3,5,,0,70,2,2,3,3,,,,,,,6,2,650,,1,3,,,1,1,3,,,,720,31,1,6,28000,0,4,4,4,1,1,2,0,,0,0,0,,0,1,0,0,0,0,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,14,5,5,24,23,14,12,13,12,3,20,12,12,11,4,23,11,6,12,20,12,21,29,6,3,18,14,12,9,24,4,12,17,13,24,5,14,6,14,23,10,23,20,5,7,14,13,14,9,20,4,13,11,13,25,3,15,24,12,3,12,5,5,21,18,12,12,14,15,6,27,13,17,14,4,25,14,24,57,2,1,0,21661.012,0,1,1,38
H,2006000067843,9,600,4,41,1081391,1098342,17,4,1,2,1,3,2,2,0,110,2,1000,3,6,,,,,,,5,2,140,,1,3,,,2,2,9,1,39000,2,333,10,1,1,39000,0,3,3,3,1,1,4,2,4,0,0,2,,0,1,0,1,0,0,1,,,1,0,,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,16,17,11,5,26,15,18,7,18,9,6,28,26,18,23,15,21,25,7,22,16,19,15,9,19,17,18,6,24,7,7,10,26,27,20,16,13,23,10,21,18,12,14,7,21,19,15,7,18,7,7,29,25,18,23,20,24,25,7,21,20,14,18,9,22,18,19,7,19,6,8,22,28,26,18,15,17,25,35,1,2,0,30170.695,1,1,1,39
H,2006000068607,9,600,4,41,1081391,1098342,17,2,1,2,1,3,2,2,0,80,2,2,3,6,500,,,,,3,5,,,,1,2,,14,2,2,7,1,85000,4,,,1,1,85000,0,4,4,4,1,1,6,0,2,0,0,0,3,0,1,0,0,0,0,1,205,,0,1,22,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,23,21,15,3,25,19,20,27,18,16,22,20,20,13,23,5,27,13,9,18,14,29,4,23,11,7,9,19,35,22,18,8,35,5,20,13,19,8,5,7,27,19,17,4,34,15,18,19,11,19,39,13,14,27,29,6,25,16,18,15,14,30,4,21,20,5,6,14,31,30,16,7,22,6,17,12,18,51,1,2,0,65756.641,1,1,1,40
H,2006000070386,9,600,4,41,1081391,1098342,17,2,1,2,1,3,2,2,0,180,2,200,3,3,320,,1,1100,1,1,5,,,370,2,1,,18,2,2,4,1,105000,4,,,1,1,105000,0,4,4,4,1,1,4,0,2,0,0,0,19,0,1,0,0,0,0,1,1667,2,0,1,28,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,40,7,6,6,4,20,21,21,6,27,20,15,23,19,19,20,13,17,17,14,16,6,3,7,5,41,13,23,11,38,23,14,28,24,21,29,18,16,23,20,6,36,29,31,35,7,23,14,32,3,11,18,7,14,15,8,20,18,18,20,6,32,24,31,27,6,21,14,30,4,18,19,5,21,12,6,19,16,22,46,1,2,0,81228.789,1,1,1,41
H,2006000072274,9,600,4,41,1081391,1098342,21,3,1,1,,4,2,2,0,80,1,2,300,1,420,,,,,3,7,,,,1,2,,17,5,780,9,4,39300,4,,,1,1,39300,0,4,4,4,1,1,7,0,3,0,0,0,21,0,1,0,0,2,2,1,680,,0,1,36,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,52,22,19,21,43,8,28,18,3,4,8,24,31,5,18,18,18,19,21,16,24,44,36,6,17,25,28,8,17,25,21,25,26,30,6,24,8,7,20,7,7,14,13,34,7,34,10,26,33,27,42,20,3,40,23,21,18,19,8,22,24,6,6,35,20,21,26,24,13,23,20,7,23,14,28,7,32,28,11,71,1,0,0,30402.777,1,1,1,42
H,2006000077973,9,600,4,41,1081391,1098342,37,4,1,3,1,3,2,2,0,130,2,450,3,3,850,,2,1300,2,1,6,,,,1,1,,19,3,2,3,1,117000,3,,,1,1,117000,0,3,3,3,1,1,4,2,4,0,0,2,18,0,1,0,1,0,0,2,1797,3,0,0,43,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,40,11,45,35,37,13,38,13,50,36,66,35,32,38,65,56,13,35,44,33,13,34,15,14,60,45,52,38,40,64,34,57,13,9,38,40,37,62,15,66,40,12,35,33,44,14,34,13,72,34,55,35,37,42,63,64,12,35,42,36,10,38,10,13,59,31,64,41,33,62,35,52,12,12,38,39,35,65,10,44,1,2,0,90512.086,1,1,1,43
H,2006000082949,9,600,4,41,1081391,1098342,14,2,1,1,,2,2,2,0,30,2,2,90,1,480,,2,530,2,1,5,,,,1,1,,14,2,600,7,3,61900,4,,,1,1,61900,0,4,4,4,1,1,1,0,2,0,0,0,17,0,1,0,0,2,1,1,865,3,0,1,27,1,6,7,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,5,4,29,23,16,24,14,15,4,17,5,16,5,17,16,25,17,12,25,28,15,16,17,15,21,18,5,24,14,25,16,7,15,5,22,15,5,6,15,17,5,5,27,21,18,27,14,14,4,17,5,14,4,14,17,26,17,18,27,24,16,14,14,17,26,11,5,28,17,25,14,5,15,6,22,12,7,4,18,12,67,1,1,0,47886.309,1,1,1,44
H,2006000083136,9,600,4,41,1081391,1098342,17,2,1,,,1,9,,0,1,2,2,3,3,,,,,,,3,1,730,,1,3,,,0,1,5,4,20300,4,730,43,1,1,20300,0,4,4,4,2,1,1,0,2,0,0,0,,0,1,0,0,2,2,1,,,1,0,,0,9,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,6,20,16,5,17,20,6,16,13,16,6,27,29,31,25,4,18,15,17,6,28,17,16,30,14,18,29,18,16,18,29,6,6,6,4,28,18,18,16,28,4,18,15,6,17,16,6,14,15,16,5,34,27,28,29,6,17,13,18,6,26,15,15,28,18,17,33,18,16,16,29,7,6,4,6,29,16,18,16,88,2,0,0,15704.233,1,1,1,45
H,2006000084318,9,600,4,41,1081391,1098342,15,2,1,1,,3,2,2,0,160,2,500,60,6,400,,,,,3,6,,,,1,2,,14,3,1200,6,1,56700,4,,,1,1,56700,0,4,4,4,1,1,5,0,2,0,0,0,12,0,1,0,0,0,0,1,562,,0,1,32,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,15,5,26,5,5,12,16,20,24,3,15,14,14,5,21,15,15,26,31,18,14,4,27,4,4,15,18,23,20,5,16,16,12,4,15,11,17,21,21,18,16,3,24,5,4,13,15,24,34,6,14,12,13,4,8,10,13,23,25,15,17,4,25,5,5,15,15,27,21,4,14,20,13,6,15,13,13,23,58,1,2,0,43863.547,1,1,1,46
H,2006000084989,9,600,4,41,1081391,1098342,5,1,1,,,2,4,,0,60,2,2,3,3,,,,,,,4,2,430,,1,3,,,1,1,6,,,,490,19,1,4,30300,0,4,4,4,1,1,5,0,,0,0,0,,0,1,0,0,1,0,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,4,3,3,3,8,6,4,6,10,7,12,2,15,6,6,10,0,1,8,18,3,3,4,10,3,2,1,1,9,2,2,6,3,4,3,6,15,11,3,2,18,7,2,1,3,4,0,5,9,7,0,3,7,6,15,5,3,2,10,10,1,5,16,12,6,1,5,12,3,2,5,12,4,5,3,7,5,3,64,2,1,0,23440.309,0,1,1,47
H,2006000085129,9,600,4,41,1081391,1098342,16,1,1,1,,3,2,2,0,50,2,2,3,3,600,,1,1200,1,1,6,,,,2,1,,17,1,500,5,,,,,,1,4,55000,0,4,4,4,1,1,5,0,,0,0,0,28,0,1,0,0,0,0,1,1292,3,0,1,36,0,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,26,17,7,18,24,11,17,29,16,7,6,6,13,14,17,14,16,8,28,29,29,13,5,14,24,18,15,27,16,4,5,6,15,19,17,14,14,17,8,5,6,15,27,14,7,14,15,5,16,20,24,31,15,12,20,13,16,24,4,6,7,16,38,18,4,20,12,7,19,26,29,24,14,12,15,16,14,5,45,1,1,0,42548.414,0,1,1,48
H,2006000085164,9,600,4,41,1081391,1098342,7,3,1,1,,3,2,2,0,120,2,2,50,1,,,,,,,6,2,1600,,1,3,,,2,290,1,5,87200,2,1794,25,1,2,87200,0,2,2,2,1,1,1,2,3,0,0,2,,0,1,0,1,0,0,1,,,1,0,,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,13,6,6,10,7,10,7,3,11,3,9,11,2,8,2,3,6,8,6,3,6,11,1,2,2,2,9,6,6,1,14,5,6,13,3,7,2,4,12,3,18,8,9,6,7,6,6,1,13,6,8,11,9,1,2,1,0,6,9,9,2,16,1,1,1,2,14,8,9,1,9,9,4,17,8,5,3,43,1,1,0,67458.578,1,1,1,49
H,2006000088582,9,600,4,41,1081391,1098342,6,3,1,3,6,4,2,2,0,60,2,2,40,1,400,,,,,3,7,,,,1,2,,22,5,2,9,1,239000,4,,,1,1,239000,0,4,4,4,1,1,6,0,3,0,0,0,2,0,1,0,0,0,0,1,442,,0,0,49,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,7,11,12,11,6,13,17,3,12,4,11,22,17,19,5,9,22,22,5,11,12,18,15,12,20,17,4,14,15,16,8,3,20,5,17,15,5,21,6,11,14,18,16,14,22,20,5,15,16,21,12,4,15,5,12,9,3,3,26,12,16,14,12,11,5,12,22,3,11,3,11,19,13,17,5,10,24,4,44,1,3,1,184892.2,1,2,1,50
H,2006000088582,9,600,4,41,1081391,1098342,6,3,1,3,6,4,2,2,0,60,2,2,40,1,400,,,,,3,7,,,,1,2,,22,5,2,9,1,239000,4,,,1,1,239000,0,4,4,4,1,1,6,0,3,0,0,0,2,0,1,0,0,0,0,1,442,,0,0,49,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,7,11,12,11,6,13,17,3,12,4,11,22,17,19,5,9,22,22,5,11,12,18,15,12,20,17,4,14,15,16,8,3,20,5,17,15,5,21,6,11,14,18,16,14,22,20,5,15,16,21,12,4,15,5,12,9,3,3,26,12,16,14,12,11,5,12,22,3,11,3,11,19,13,17,5,10,24,4,44,1,3,1,184892.2,1,2,2,51
H,2006000089034,9,600,4,41,1081391,1098342,11,1,1,,,1,9,,0,60,2,2,3,3,,,,,,,3,2,520,,1,3,,,1,1,2,,,,580,33,1,6,21000,0,4,4,4,1,1,1,0,,0,0,0,,0,1,0,0,0,0,1,,,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,22,8,42,38,20,23,26,8,24,42,23,33,37,8,26,8,19,21,21,9,21,6,30,42,27,23,23,9,28,31,19,35,35,8,23,7,16,23,26,37,18,34,8,8,19,22,21,45,20,7,22,8,10,26,19,37,23,27,17,35,19,37,6,8,21,32,24,28,30,8,17,8,7,44,23,29,20,23,29,2,1,1,16245.759,0,2,1,52
