PUMA,REGION,POPBASE,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,OCCP1,OCCP2,OCCP3,OCCP4,OCCP5,OCCP6,OCCP7,OCCP8,NLF
600,1,156452,11287,13714,6610,4718,17937,19080,19038,22778,20021,11263,7355,2654,19060,12907,5681,16667,8492,9596,141,1149,82759
