TAZ,POPBASE,HHBASE,HHSIZE1,HHSIZE2,HHSIZE3,HHSIZE4,HHAGE1,HHAGE2,HHAGE3,HHAGE4,HHINC1,HHINC2,HHINC3,HHINC4,OSUFAM,OSUNFAM,STATEFP,COUNTYFP,TRACTCE,TRACTGEOID,PUMA,REGION,MAZ,xTAZ
651,76,21,3,6,2,10,2,11,5,3,7,9,4,1,1,0,41,43,20400,41043020400,600,1,505,22
652,36,15,4,7,1,3,0,8,6,1,5,6,3,1,0,0,41,43,20400,41043020400,600,1,506,22
653,57,27,12,6,3,6,2,20,4,1,13,7,5,2,1,0,41,43,20400,41043020400,600,1,507,22
654,288,114,37,28,23,26,12,79,15,8,56,29,23,6,4,0,41,43,20400,41043020400,600,1,508,22
655,210,91,40,18,14,19,3,53,23,12,44,24,18,5,3,0,41,43,20400,41043020400,600,1,509,22
656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20801,41043020801,600,1,510,26
657,92,22,9,4,2,7,0,14,4,4,11,6,4,1,1,0,41,43,20400,41043020400,600,1,511,22
658,232,92,29,28,14,21,10,49,21,12,45,24,18,5,3,0,41,43,20400,41043020400,600,1,512,22
659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20400,41043020400,600,1,513,22
660,28,8,6,0,0,2,0,8,0,0,4,2,2,0,0,0,41,43,20400,41043020400,600,1,514,22
661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20400,41043020400,600,1,515,22
662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20300,41043020300,600,1,516,21
663,30,5,3,0,2,0,0,4,0,1,3,1,1,0,0,0,41,43,20400,41043020400,600,1,517,22
664,12,4,0,1,2,1,0,1,3,0,2,1,1,0,0,0,41,43,20400,41043020400,600,1,518,22
665,28,14,7,3,1,3,2,9,2,1,6,4,3,1,0,0,41,43,20400,41043020400,600,1,519,22
666,87,44,26,10,4,4,4,21,15,4,3,11,16,14,1,0,41,43,20300,41043020300,600,1,520,21
667,86,39,11,17,6,5,0,12,16,11,3,10,14,12,1,0,41,43,20300,41043020300,600,1,521,21
668,49,26,10,10,5,1,4,11,10,1,5,5,7,9,1,0,41,43,20300,41043020300,600,1,522,21
669,48,17,1,9,2,5,2,6,4,5,3,3,5,6,1,0,41,43,20300,41043020300,600,1,523,21
670,35,14,4,3,3,4,0,9,4,1,1,5,6,2,0,0,41,43,20300,41043020300,600,1,524,21
671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20801,41043020801,600,1,525,26
672,44,22,8,7,6,1,1,13,7,1,2,8,9,3,1,0,41,43,20300,41043020300,600,1,526,21
673,112,46,12,16,9,9,3,29,10,4,4,17,19,6,1,0,41,43,20300,41043020300,600,1,527,21
674,95,40,12,13,6,9,0,22,8,10,3,15,17,5,1,0,41,43,20300,41043020300,600,1,528,21
675,158,73,26,28,9,10,1,35,19,18,15,14,20,24,2,0,41,43,20300,41043020300,600,1,529,21
676,93,36,6,15,6,9,1,14,13,8,3,9,13,11,1,0,41,43,20300,41043020300,600,1,530,21
677,140,58,19,18,9,12,4,31,16,7,5,14,21,18,2,0,41,43,20300,41043020300,600,1,531,21
678,121,42,9,13,9,11,9,21,6,6,21,11,8,2,2,0,41,43,20400,41043020400,600,1,532,22
679,72,30,6,12,6,6,1,14,8,7,2,7,11,10,1,0,41,43,20300,41043020300,600,1,533,21
680,26,12,1,8,3,0,4,3,3,2,1,3,4,4,0,0,41,43,20300,41043020300,600,1,534,21
681,25,12,4,4,3,1,1,8,2,1,3,2,3,4,0,0,41,43,20300,41043020300,600,1,535,21
682,167,80,32,26,8,14,10,48,7,15,16,15,22,27,2,0,41,43,20300,41043020300,600,1,536,21
683,117,45,9,16,6,14,1,29,7,8,3,17,19,6,1,0,41,43,20300,41043020300,600,1,537,21
684,102,43,12,16,7,8,0,25,10,8,3,16,18,6,1,0,41,43,20300,41043020300,600,1,538,21
685,179,86,33,34,6,13,10,50,20,6,7,32,36,11,2,0,41,43,20300,41043020300,600,1,539,21
686,97,35,9,12,7,7,0,19,11,5,3,13,15,4,1,0,41,43,20300,41043020300,600,1,540,21
687,200,79,23,26,13,17,4,47,15,13,16,15,22,26,3,0,41,43,20300,41043020300,600,1,541,21
688,92,36,15,9,5,7,2,18,10,6,7,7,10,12,1,0,41,43,20300,41043020300,600,1,542,21
689,30,11,5,1,1,4,0,8,1,2,1,3,4,3,0,0,41,43,20300,41043020300,600,1,543,21
690,57,2,1,1,0,0,0,0,1,1,0,0,1,1,0,0,41,43,20300,41043020300,600,1,544,21
691,51,23,6,9,6,2,1,13,4,5,2,6,8,7,1,0,41,43,20300,41043020300,600,1,545,21
692,68,29,9,9,4,7,3,11,7,8,6,5,8,10,1,0,41,43,20300,41043020300,600,1,546,21
693,44,18,2,9,5,2,0,7,6,5,4,3,5,6,1,0,41,43,20300,41043020300,600,1,547,21
694,83,34,11,11,4,8,0,14,9,11,7,6,10,11,1,0,41,43,20300,41043020300,600,1,548,21
695,100,42,13,15,5,9,3,30,2,7,14,8,14,6,1,0,41,43,20300,41043020300,600,1,549,21
696,73,29,9,8,6,6,0,18,5,6,2,11,12,4,1,0,41,43,20300,41043020300,600,1,550,21
697,145,55,16,16,4,19,1,33,13,8,18,10,19,8,2,0,41,43,20300,41043020300,600,1,551,21
698,121,53,16,19,8,10,0,38,10,5,17,10,18,8,2,0,41,43,20300,41043020300,600,1,552,21
699,159,70,24,23,13,10,3,38,19,10,23,13,24,10,2,0,41,43,20300,41043020300,600,1,553,21
700,284,114,33,41,21,19,4,74,23,13,37,22,39,16,4,0,41,43,20300,41043020300,600,1,554,21
701,120,53,21,18,5,9,7,34,6,6,17,10,18,8,2,0,41,43,20300,41043020300,600,1,555,21
702,344,128,24,51,20,33,0,66,31,31,9,17,44,58,5,0,41,43,20300,41043020300,600,1,556,21
703,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,41,43,20300,41043020300,600,1,557,21
704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20300,41043020300,600,1,558,21
705,328,116,28,32,20,36,14,82,12,8,9,42,47,18,4,0,41,43,20300,41043020300,600,1,559,21
706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20802,41043020802,600,1,560,27
707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20802,41043020802,600,1,561,27
708,603,262,61,121,38,42,2,81,68,111,19,34,90,119,8,0,41,43,20300,41043020300,600,1,562,21
709,1953,618,66,189,116,247,10,425,93,90,44,81,213,280,25,0,41,43,20300,41043020300,600,1,563,21
710,75,30,4,14,7,5,0,10,10,10,3,7,9,11,1,0,41,43,30700,41043030700,600,1,564,30
711,63,25,3,13,3,6,2,12,4,7,3,6,7,9,1,0,41,43,30700,41043030700,600,1,565,30
712,12,5,1,3,0,1,0,2,2,1,1,1,1,2,0,0,41,43,30700,41043030700,600,1,566,30
713,20,8,2,4,0,2,0,3,3,2,1,2,2,3,0,0,41,43,30700,41043030700,600,1,567,30
714,114,47,9,24,3,11,1,20,13,13,5,11,13,18,2,0,41,43,30700,41043030700,600,1,568,30
715,73,31,8,15,2,6,0,7,12,12,3,7,9,12,2,0,41,43,30700,41043030700,600,1,569,30
716,14,7,3,3,0,1,0,5,1,1,1,2,2,2,0,0,41,43,30700,41043030700,600,1,570,30
717,128,47,7,21,5,14,0,24,14,9,5,11,13,18,3,0,41,43,30700,41043030700,600,1,571,30
718,66,26,5,11,5,5,0,13,6,7,3,6,7,10,1,0,41,43,30700,41043030700,600,1,572,30
719,96,36,5,14,9,8,1,16,10,9,4,8,10,14,2,0,41,43,30700,41043030700,600,1,573,30
720,12,5,1,2,1,1,0,1,2,2,1,1,1,2,0,0,41,43,30700,41043030700,600,1,574,30
721,19,7,1,3,1,2,0,2,2,3,2,2,2,1,0,0,41,43,20200,41043020200,600,1,575,20
722,1387,618,188,238,95,97,117,289,136,76,162,157,165,134,19,0,41,43,20200,41043020200,600,1,576,20
723,20,6,0,1,4,1,0,3,0,3,2,1,2,1,0,0,41,43,20200,41043020200,600,1,577,20
724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20200,41043020200,600,1,578,20
725,12,6,1,4,1,0,0,0,2,4,2,1,2,1,0,0,41,43,20200,41043020200,600,1,579,20
726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20700,41043020700,600,1,580,25
727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20700,41043020700,600,1,581,25
728,85,26,4,8,4,10,1,17,4,4,2,3,9,12,1,0,41,43,20300,41043020300,600,1,582,21
729,314,150,57,57,15,21,4,61,48,37,11,20,51,68,4,0,41,43,20300,41043020300,600,1,583,21
730,93,40,11,17,6,6,1,27,6,6,10,17,10,3,1,0,41,43,20700,41043020700,600,1,584,25
731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20700,41043020700,600,1,585,25
732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20700,41043020700,600,1,586,25
733,7,3,0,2,1,0,0,1,0,2,1,1,1,0,0,0,41,43,20700,41043020700,600,1,587,25
734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20700,41043020700,600,1,588,25
735,51,23,5,12,3,3,1,7,5,10,6,6,6,5,1,0,41,43,20200,41043020200,600,1,589,20
736,29,10,0,6,1,3,1,2,3,4,2,3,2,3,0,0,41,43,20600,41043020600,600,1,590,24
737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20600,41043020600,600,1,591,24
738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20600,41043020600,600,1,592,24
739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20600,41043020600,600,1,593,24
740,359,133,26,51,20,36,2,71,31,29,29,40,29,35,5,0,41,43,20600,41043020600,600,1,594,24
741,175,72,8,42,9,13,0,30,19,23,16,21,16,19,2,0,41,43,20600,41043020600,600,1,595,24
742,484,275,177,98,0,0,0,0,0,275,61,82,59,73,5,0,41,43,20600,41043020600,600,1,596,24
743,72,27,5,10,6,6,2,13,6,6,6,8,6,7,1,0,41,43,20600,41043020600,600,1,597,24
744,561,225,46,100,25,54,4,111,50,60,50,67,48,60,7,0,41,43,20600,41043020600,600,1,598,24
745,799,286,44,103,60,79,13,191,49,33,69,60,90,67,10,0,41,43,20700,41043020700,600,1,599,25
746,796,355,120,129,48,58,7,134,79,135,85,155,86,29,11,0,41,43,20700,41043020700,600,1,600,25
747,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,41,43,20700,41043020700,600,1,601,25
748,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20700,41043020700,600,1,602,25
749,14,7,3,2,1,1,0,7,0,0,2,1,2,2,0,0,41,43,20700,41043020700,600,1,603,25
750,730,261,45,94,53,69,19,157,44,41,63,54,82,62,9,0,41,43,20700,41043020700,600,1,604,25
751,361,187,91,55,18,23,24,86,35,42,45,39,59,44,5,0,41,43,20700,41043020700,600,1,605,25
752,186,66,8,30,10,18,1,31,14,20,16,14,21,15,2,0,41,43,20700,41043020700,600,1,606,25
753,99,36,9,14,3,10,0,16,8,12,2,17,13,4,1,0,41,43,20600,41043020600,600,1,607,24
754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20600,41043020600,600,1,608,24
755,230,85,5,44,18,18,2,37,23,23,5,41,30,9,3,0,41,43,20600,41043020600,600,1,609,24
756,765,332,83,159,33,57,2,107,67,156,29,106,123,74,10,0,41,43,20600,41043020600,600,1,610,24
757,6,3,1,1,0,1,0,1,1,1,0,1,1,1,0,0,41,43,20600,41043020600,600,1,611,24
758,207,85,18,37,15,15,1,31,18,35,5,41,30,9,3,0,41,43,20600,41043020600,600,1,612,24
759,215,91,19,41,17,14,2,51,15,23,6,43,32,10,3,0,41,43,20600,41043020600,600,1,613,24
760,89,30,7,8,4,11,0,17,5,8,7,10,11,2,1,0,41,43,20700,41043020700,600,1,614,25
761,85,33,8,13,4,8,0,17,7,9,8,11,12,2,1,0,41,43,20700,41043020700,600,1,615,25
762,273,91,12,30,19,30,3,52,18,18,21,31,32,7,4,0,41,43,20700,41043020700,600,1,616,25
763,534,222,81,57,32,52,22,145,25,30,50,76,80,16,7,0,41,43,20700,41043020700,600,1,617,25
764,238,84,23,18,14,29,3,59,11,11,20,18,36,10,3,0,41,43,20802,41043020802,600,1,618,27
765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20802,41043020802,600,1,619,27
766,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,41,43,20802,41043020802,600,1,620,27
767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20802,41043020802,600,1,621,27
768,243,100,29,31,17,23,12,58,16,14,24,21,43,12,3,0,41,43,20802,41043020802,600,1,622,27
769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20802,41043020802,600,1,623,27
770,201,73,16,23,13,21,5,51,8,9,18,15,31,9,3,0,41,43,20802,41043020802,600,1,624,27
771,490,175,35,52,37,51,12,115,27,21,41,72,42,20,6,0,41,43,20802,41043020802,600,1,625,27
772,436,180,60,61,31,28,21,99,34,26,41,62,64,13,5,0,41,43,20700,41043020700,600,1,626,25
773,110,40,7,16,6,11,0,22,11,7,9,14,14,3,1,0,41,43,20700,41043020700,600,1,627,25
774,158,56,10,23,6,17,1,34,13,8,13,23,14,6,2,0,41,43,20802,41043020802,600,1,628,27
775,604,253,85,72,43,53,21,146,37,49,60,103,62,28,8,0,41,43,20802,41043020802,600,1,629,27
776,261,89,12,33,17,27,2,42,17,28,20,31,32,6,3,0,41,43,20700,41043020700,600,1,630,25
777,149,57,12,23,8,14,3,27,12,15,14,23,14,6,2,0,41,43,20802,41043020802,600,1,631,27
778,291,145,65,42,20,18,4,50,18,73,47,39,38,21,4,0,41,43,20600,41043020600,600,1,632,24
779,599,254,77,90,39,48,8,116,50,80,81,69,67,37,8,0,41,43,20600,41043020600,600,1,633,24
780,1122,390,72,126,75,117,23,256,64,47,15,83,197,95,14,0,41,43,20600,41043020600,600,1,634,24
781,1394,465,77,135,93,160,35,349,46,35,18,99,235,113,18,0,41,43,20600,41043020600,600,1,635,24
782,517,184,25,72,28,59,2,101,33,48,51,55,48,30,7,0,41,43,20500,41043020500,600,1,636,23
783,586,323,168,101,28,26,14,88,53,168,89,97,84,53,8,0,41,43,20500,41043020500,600,1,637,23
784,1200,536,210,151,70,105,66,276,78,116,171,145,141,79,16,0,41,43,20600,41043020600,600,1,638,24
785,122,50,16,14,7,13,1,24,6,19,16,14,13,7,2,0,41,43,20600,41043020600,600,1,639,24
786,229,106,44,30,14,18,10,50,14,32,34,28,28,16,3,0,41,43,20600,41043020600,600,1,640,24
787,368,159,47,57,28,27,37,97,13,12,37,66,51,5,5,0,41,43,20802,41043020802,600,1,641,27
788,825,330,78,124,55,73,63,198,39,30,77,137,105,11,11,0,41,43,20802,41043020802,600,1,642,27
789,114,42,8,14,9,11,2,25,9,6,10,20,11,1,2,0,41,43,20802,41043020802,600,1,643,27
790,197,71,17,24,9,21,1,44,12,14,17,34,19,1,3,0,41,43,20802,41043020802,600,1,644,27
791,389,131,29,36,23,43,15,66,18,32,31,62,35,3,5,0,41,43,20802,41043020802,600,1,645,27
792,291,110,30,26,24,30,14,65,12,19,26,53,29,2,4,0,41,43,20802,41043020802,600,1,646,27
793,264,104,30,28,23,23,13,57,16,18,24,50,28,2,4,0,41,43,20802,41043020802,600,1,647,27
794,446,127,18,36,27,46,20,87,17,3,30,53,40,4,5,0,41,43,20802,41043020802,600,1,648,27
795,216,78,21,16,18,23,8,51,8,11,18,37,21,2,3,0,41,43,20802,41043020802,600,1,649,27
796,395,137,33,31,32,41,23,68,24,22,32,65,37,3,5,0,41,43,20802,41043020802,600,1,650,27
797,354,120,23,35,21,41,8,88,15,9,29,25,51,15,5,0,41,43,20802,41043020802,600,1,651,27
798,121,44,9,14,8,13,3,30,5,6,11,9,19,5,2,0,41,43,20802,41043020802,600,1,652,27
799,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,41,43,20801,41043020801,600,1,653,26
800,29,10,2,3,2,3,1,5,2,2,2,5,2,1,0,0,41,43,20801,41043020801,600,1,654,26
801,266,88,14,27,19,28,5,60,13,10,18,45,18,7,3,0,41,43,20801,41043020801,600,1,655,26
802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20801,41043020801,600,1,656,26
803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20801,41043020801,600,1,657,26
804,80,5,2,1,1,1,1,3,1,0,1,3,1,0,0,0,41,43,20801,41043020801,600,1,658,26
805,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20801,41043020801,600,1,659,26
806,64,27,12,6,5,4,1,15,5,6,6,14,5,2,1,0,41,43,20801,41043020801,600,1,660,26
807,182,61,11,15,14,21,3,38,10,10,13,31,12,5,2,0,41,43,20801,41043020801,600,1,661,26
808,107,42,10,16,4,12,6,17,10,9,9,22,8,3,1,0,41,43,20801,41043020801,600,1,662,26
809,250,96,23,37,15,21,2,53,20,21,36,26,31,3,3,0,41,43,20801,41043020801,600,1,663,26
810,160,71,32,16,9,14,3,39,14,15,15,36,14,6,2,0,41,43,20801,41043020801,600,1,664,26
811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20801,41043020801,600,1,665,26
812,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,41,43,20801,41043020801,600,1,666,26
813,28,7,0,2,1,4,0,6,1,0,4,1,2,0,0,0,41,43,20400,41043020400,600,1,667,22
814,137,63,26,16,10,11,3,37,13,10,31,12,16,4,2,0,41,43,20400,41043020400,600,1,668,22
815,181,62,9,24,10,19,11,34,8,9,31,12,16,3,2,0,41,43,20400,41043020400,600,1,669,22
816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20801,41043020801,600,1,670,26
817,55,24,10,5,4,5,3,17,3,1,9,6,8,1,1,0,41,43,20801,41043020801,600,1,671,26
818,107,54,24,17,6,7,4,26,10,14,20,15,17,2,1,0,41,43,20801,41043020801,600,1,672,26
819,41,19,7,6,2,4,1,9,3,6,7,5,6,1,1,0,41,43,20801,41043020801,600,1,673,26
820,379,134,34,37,24,39,15,70,25,24,50,37,43,4,5,0,41,43,20801,41043020801,600,1,674,26
821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20801,41043020801,600,1,675,26
822,563,290,150,71,31,38,43,159,43,45,107,80,93,10,7,0,41,43,20801,41043020801,600,1,676,26
823,473,183,62,46,32,43,19,104,31,29,50,56,47,30,6,0,41,43,20500,41043020500,600,1,677,23
824,181,141,116,16,5,4,4,30,9,98,39,43,36,23,2,0,41,43,20500,41043020500,600,1,678,23
825,195,123,84,18,9,12,11,54,31,27,34,37,32,20,3,0,41,43,20500,41043020500,600,1,679,23
826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20500,41043020500,600,1,680,23
827,53,20,5,5,4,6,5,10,3,2,7,5,5,3,1,0,41,43,20500,41043020500,600,1,681,23
828,100,30,6,8,3,13,2,19,7,2,14,6,8,2,1,0,41,43,20400,41043020400,600,1,682,22
829,179,69,20,20,11,18,5,45,10,9,34,13,18,4,2,0,41,43,20400,41043020400,600,1,683,22
830,108,38,10,9,4,15,3,22,10,3,19,7,10,2,1,0,41,43,20400,41043020400,600,1,684,22
831,54,18,7,2,2,7,1,8,8,1,9,3,5,1,1,0,41,43,20400,41043020400,600,1,685,22
832,24,10,3,2,3,2,0,8,1,1,5,2,3,0,0,0,41,43,20400,41043020400,600,1,686,22
833,233,97,31,33,17,16,5,46,20,26,48,19,25,5,3,0,41,43,20400,41043020400,600,1,687,22
834,21,14,8,5,1,0,1,4,2,7,6,3,4,1,0,0,41,43,20400,41043020400,600,1,688,22
835,174,66,22,15,10,19,10,36,12,8,22,17,16,11,2,0,41,43,20500,41043020500,600,1,689,23
836,179,71,17,27,10,17,4,40,14,13,24,18,17,12,2,0,41,43,20500,41043020500,600,1,690,23
837,87,30,5,12,6,7,0,18,3,9,10,8,7,5,1,0,41,43,20500,41043020500,600,1,691,23
838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20500,41043020500,600,1,692,23
839,223,61,15,17,15,14,2,32,10,17,17,18,16,10,2,0,41,43,20500,41043020500,600,1,693,23
840,12,4,1,2,0,1,0,2,1,1,1,1,1,1,0,0,41,43,20500,41043020500,600,1,694,23
841,77,26,4,9,4,9,2,12,7,5,9,7,6,4,1,0,41,43,20500,41043020500,600,1,695,23
842,171,67,11,31,11,14,11,33,15,8,22,17,16,12,2,0,41,43,20500,41043020500,600,1,696,23
843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20500,41043020500,600,1,697,23
844,72,30,6,14,4,6,0,13,10,7,14,6,8,2,1,0,41,43,20400,41043020400,600,1,698,22
845,157,76,35,19,10,12,1,38,16,21,7,15,35,19,2,0,41,43,20100,41043020100,600,1,699,19
846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20500,41043020500,600,1,700,23
847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20500,41043020500,600,1,701,23
848,188,85,19,45,11,10,11,40,19,15,28,22,20,15,2,0,41,43,20500,41043020500,600,1,702,23
849,100,37,9,16,4,8,2,19,10,6,12,10,9,6,1,0,41,43,20500,41043020500,600,1,703,23
850,97,46,12,23,5,6,1,11,12,22,15,12,11,8,1,0,41,43,20500,41043020500,600,1,704,23
851,243,101,30,35,19,17,6,41,28,26,34,26,24,17,3,0,41,43,20500,41043020500,600,1,705,23
852,227,87,10,42,17,18,0,48,16,23,24,26,23,14,3,0,41,43,20500,41043020500,600,1,706,23
853,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,41,43,20100,41043020100,600,1,707,19
854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20100,41043020100,600,1,708,19
855,37,17,4,9,1,3,0,6,5,6,3,3,8,3,0,0,41,43,20100,41043020100,600,1,709,19
856,712,289,75,103,41,70,9,161,54,65,44,54,130,61,9,0,41,43,20100,41043020100,600,1,710,19
857,670,219,23,77,44,75,3,166,32,18,34,40,99,46,9,0,41,43,20100,41043020100,600,1,711,19
858,21,8,2,2,2,2,0,3,4,1,1,2,3,2,0,0,41,43,20100,41043020100,600,1,712,19
859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20100,41043020100,600,1,713,19
860,116,38,2,17,7,12,1,23,6,8,3,9,12,14,1,0,41,43,20100,41043020100,600,1,714,19
861,38,14,2,6,2,4,0,6,3,5,1,3,4,6,0,0,41,43,20100,41043020100,600,1,715,19
862,12,4,1,1,1,1,0,2,1,1,0,1,1,2,0,0,41,43,20100,41043020100,600,1,716,19
863,6,3,1,1,1,0,0,0,1,2,0,1,1,1,0,0,41,43,20100,41043020100,600,1,717,19
864,8,3,1,1,1,0,2,1,0,0,0,1,1,1,0,0,41,43,20100,41043020100,600,1,718,19
865,32,11,2,5,2,2,1,5,2,3,1,2,4,4,0,0,41,43,20100,41043020100,600,1,719,19
866,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,41,43,20100,41043020100,600,1,720,19
867,7,2,0,0,0,2,0,2,0,0,0,0,1,1,0,0,41,43,20100,41043020100,600,1,721,19
868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20100,41043020100,600,1,722,19
869,45,29,13,16,0,0,0,6,11,12,5,5,13,6,1,0,41,43,20100,41043020100,600,1,723,19
870,77,35,12,14,3,6,3,14,7,11,5,7,16,7,1,0,41,43,20100,41043020100,600,1,724,19
871,199,77,15,33,14,15,3,31,14,29,12,14,35,16,3,0,41,43,20100,41043020100,600,1,725,19
872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20100,41043020100,600,1,726,19
873,241,86,18,28,12,28,0,52,13,21,13,16,39,18,3,0,41,43,20100,41043020100,600,1,727,19
874,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,41,43,20100,41043020100,600,1,728,19
875,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,41,43,20100,41043020100,600,1,729,19
876,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,41,43,20100,41043020100,600,1,730,19
877,27,11,5,2,1,3,0,4,2,5,1,2,4,4,0,0,41,43,20100,41043020100,600,1,731,19
878,8,3,0,2,0,1,0,1,1,1,0,1,1,1,0,0,41,43,20100,41043020100,600,1,732,19
879,20,7,1,3,1,2,1,2,2,2,1,1,2,3,0,0,41,43,20100,41043020100,600,1,733,19
880,14,8,3,4,1,0,0,2,1,5,1,2,2,3,0,0,41,43,20100,41043020100,600,1,734,19
881,15,6,1,3,0,2,0,1,2,3,1,1,2,2,0,0,41,43,20100,41043020100,600,1,735,19
882,12,5,0,4,0,1,0,1,1,3,0,1,2,2,0,0,41,43,20100,41043020100,600,1,736,19
883,3,3,2,1,0,0,0,1,1,1,0,1,1,1,0,0,41,43,20100,41043020100,600,1,737,19
884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20100,41043020100,600,1,738,19
885,4,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,41,43,20100,41043020100,600,1,739,19
886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20100,41043020100,600,1,740,19
887,11,4,1,1,0,2,0,2,1,1,0,1,2,1,0,0,41,43,20100,41043020100,600,1,741,19
888,104,35,0,17,8,10,1,17,9,8,3,8,11,13,1,0,41,43,20100,41043020100,600,1,742,19
889,180,69,11,27,16,15,0,32,13,24,11,13,31,14,2,0,41,43,20100,41043020100,600,1,743,19
890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20100,41043020100,600,1,744,19
891,170,62,10,26,12,14,3,26,15,18,5,14,20,23,2,0,41,43,20100,41043020100,600,1,745,19
892,7,2,0,1,0,1,0,1,1,0,0,0,1,1,0,0,41,43,20100,41043020100,600,1,746,19
893,19,7,1,3,1,2,0,3,0,4,0,2,2,3,0,0,41,43,20100,41043020100,600,1,747,19
894,40,10,0,3,2,5,0,6,3,1,1,2,3,4,1,0,41,43,20100,41043020100,600,1,748,19
895,7,2,0,1,0,1,0,2,0,0,0,0,1,1,0,0,41,43,20100,41043020100,600,1,749,19
896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,20100,41043020100,600,1,750,19
897,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,41,43,20100,41043020100,600,1,751,19
898,10,4,0,3,1,0,0,1,1,2,0,1,1,2,0,0,41,43,20100,41043020100,600,1,752,19
899,10,4,0,3,1,0,0,1,1,2,0,1,1,2,0,0,41,43,20100,41043020100,600,1,753,19
900,36,15,4,5,2,4,0,6,4,5,1,3,5,6,0,0,41,43,20100,41043020100,600,1,754,19
901,13,6,1,4,0,1,0,3,1,2,1,1,2,2,0,0,41,43,20100,41043020100,600,1,755,19
902,57,23,4,12,3,4,0,11,3,9,6,6,6,5,1,0,41,43,20200,41043020200,600,1,756,20
903,7,2,0,1,0,1,0,2,0,0,0,1,1,0,0,0,41,43,30700,41043030700,600,1,757,30
904,18,9,3,3,2,1,1,4,2,2,2,2,3,2,0,0,41,43,20200,41043020200,600,1,758,20
905,14,7,3,2,2,0,0,3,2,2,2,2,2,1,0,0,41,43,20200,41043020200,600,1,759,20
906,8,3,0,2,0,1,1,1,1,0,1,1,1,0,0,0,41,43,20200,41043020200,600,1,760,20
